MEETVERANTWOORDELIJKE	NETBEHEERDER	STRAATNAAM	POSTCODE_VAN	POSTCODE_TOT	PRODUCTSOORT	VERBRUIKSSEGMENT	Aantal Aansluitingen	%Leveringsrichting	%Fysieke status	%Soort aansluiting	Soort aansluiting Naam	SJV	%SJV laag tarief	%Slimme Meter	Gemiddeld aantal telwielen
	GAS Liander	Gordijnensteeg	1012BT	1012BT	GAS	KVB	16	100	100	100	G4	527	0	0	
Liander N.V.	GAS Liander	Barndesteeg	1012BV	1012BV	GAS	KVB	39	100	94,87	87	G4	3262	0	15,38	
	Liander N.V. (NW)	Barndesteeg	1012BV	1012BV	ELK	KVB	44	100	95,45	45	1x25	9816	27,27	13,64	1,2
	GAS Liander	Koestraat	1012BW	1012BW	GAS	KVB	39	100	97,44	97	G4	1264	0	5,13	
Liander N.V.	Liander N.V. (NW)	Koestraat	1012BW	1012BW	ELK	KVB	45	100	97,78	73	1x25	1811	8,89	6,67	1
	GAS Liander	Koestraat	1012BX	1012BX	GAS	KVB	29	100	100	93	G4	1171	0	3,45	
	Liander N.V. (NW)	Koestraat	1012BX	1012BX	ELK	KVB	34	100	97,06	59	1x25	1904	8,82	2,94	1,1
	GAS Liander	Bethanienstraat	1012BZ	1012BZ	GAS	KVB	29	100	100	100	G4	1294	0	3,45	
	Liander N.V. (NW)	Bethanienstraat	1012BZ	1012BZ	ELK	KVB	34	100	94,12	74	1x25	1847	5,88	5,88	1
	GAS Liander	Bethanienstraat	1012CA	1012CA	GAS	KVB	15	100	100	100	G4	1219	0	0	
Liander N.V.	Liander N.V. (NW)	Bethanienstraat	1012CA	1012CA	ELK	KVB	16	100	93,75	63	1x25	2698	37,5	18,75	1,2
Liander N.V.	Liander N.V. (NW)	Bethaniendwarsstraat	1012CB	1012CB	ELK	KVB	42	100	95,24	57	1x25	3360	7,14	0	1,1
Liander N.V.	GAS Liander	Bethaniendwarsstraat	1012CB	1012CB	GAS	KVB	34	100	88,24	88	G4	1266	0	0	
	GAS Liander	Boerensteeg	1012CC	1012CD	GAS	KVB	37	100	100	81	G4	1763	0	10,81	
	Liander N.V. (NW)	Boerensteeg	1012CC	1012CD	ELK	KVB	40	100	100	38	1x25	12496	37,5	10	1,3
Liander N.V.	Liander N.V. (NW)	Oude Hoogstraat	1012CE	1012CE	ELK	KVB	26	100	96,15	38	3x25	9154	46,15	19,23	1,4
Liander N.V.	GAS Liander	Oude Hoogstraat	1012CE	1012CE	GAS	KVB	22	100	90,91	77	G4	1793	0	18,18	
	GAS Liander	Dwars Spinhuissteeg	1012CH	1012CJ	GAS	KVB	32	100	87,5	100	G4	1325	0	0	
Liander N.V.	Liander N.V. (NW)	Dwars Spinhuissteeg	1012CH	1012CJ	ELK	KVB	41	100	80,49	54	1x25	2431	12,2	2,44	1
	GAS Liander	Rusland	1012CK	1012CK	GAS	KVB	14	100	100	100	G4	1160	0	0	
Liander N.V.	Liander N.V. (NW)	Rusland	1012CK	1012CK	ELK	KVB	20	100	75	40	3x25	2177	5	0	1,1
	GAS Liander	Rusland	1012CL	1012CL	GAS	KVB	12	100	100	75	G4	1820	0	33,33	
Liander N.V.	Liander N.V. (NW)	Rusland	1012CL	1012CL	ELK	KVB	19	100	63,16	74	3x25	5140	42,11	26,32	1
	Liander N.V. (NW)	Slijkstraat	1012CM	1012CN	ELK	KVB	20	100	90	65	1x25	1684	10	5	1,1
Liander N.V.	GAS Liander	Slijkstraat	1012CM	1012CR	GAS	KVB	40	100	87,5	78	G4	4984	0	7,5	
Liander N.V.	Liander N.V. (NW)	Nieuwe Doelenstraat	1012CP	1012CR	ELK	KVB	44	100	72,73	36	3x25	13125	36,36	9,09	1,3
	GAS Liander	Nieuwmarkt	1012CS	1012CS	GAS	KVB	14	100	100	79	G4	1658	0	14,29	
	Liander N.V. (NW)	Nieuwmarkt	1012CS	1012CS	ELK	KVB	17	100	100	24	1x25	17524	29,41	17,65	1,2
	Liander N.V. (NW)	Kloveniersburgwal	1012CT	1012CT	ELK	KVB	22	100	100	73	1x25	9133	22,73	0	1,2
	GAS Liander	Kloveniersburgwal	1012CT	1012CT	GAS	KVB	19	100	100	89	G4	2071	0	0	
Liander N.V.	Liander N.V. (NW)	Kloveniersburgwal	1012CV	1012CV	ELK	KVB	13	100	84,62	46	1x35	6576	15,38	7,69	1,1
	GAS Liander	Kloveniersburgwal	1012CV	1012CV	GAS	KVB	10	100	100	90	G4	1399	0	10	
	GAS Liander	Kloveniersburgwal	1012CW	1012CW	GAS	KVB	26	100	84,62	81	G4	2053	0	23,08	
	Liander N.V. (NW)	Kloveniersburgwal	1012CX	1012CX	ELK	KVB	13	100	100	46	1x25	6352	30,77	0	1,3
	GAS Liander	Kloveniersburgwal	1012CX	1012CX	GAS	KVB	13	100	92,31	85	G4	1732	0	0	
Liander N.V.	Liander N.V. (NW)	Kloveniersburgwal	1012CZ	1012CZ	ELK	KVB	42	100	85,71	50	1x25	3966	30,95	28,57	1
	GAS Liander	Kloveniersburgwal	1012CZ	1012CZ	GAS	KVB	32	100	100	91	G4	1510	0	25	
Liander N.V.	Liander N.V. (NW)	Oudezijds Achterburgwal	1012DA	1012DA	ELK	KVB	46	100	73,91	37	3x25	11374	19,57	4,35	1,2
	GAS Liander	Oudezijds Achterburgwal	1012DA	1012DA	GAS	KVB	40	100	77,5	88	G4	2247	0	5	
	Liander N.V. (NW)	Oudezijds Achterburgwal	1012DB	1012DB	ELK	KVB	30	100	93,33	40	3x25	12178	36,67	16,67	1,3
	GAS Liander	Oudezijds Achterburgwal	1012DB	1012DB	GAS	KVB	23	100	100	74	G4	3761	0	21,74	
	GAS Liander	Oudezijds Achterburgwal	1012DC	1012DC	GAS	KVB	24	100	100	83	G4	3194	0	0	
Liander N.V.	Liander N.V. (NW)	Oudezijds Achterburgwal	1012DC	1012DC	ELK	KVB	30	100	93,33	57	3x25	7637	23,33	3,33	1,2
	GAS Liander	Oudezijds Achterburgwal	1012DD	1012DD	GAS	KVB	13	100	100	77	G4	4433	0	7,69	
	Liander N.V. (NW)	Oudezijds Achterburgwal	1012DD	1012DD	ELK	KVB	14	100	85,71	36	3x25	9509	42,86	7,14	1,4
	GAS Liander	Oudezijds Achterburgwal	1012DE	1012DE	GAS	KVB	19	100	100	89	G4	1712	0	47,37	
	Liander N.V. (NW)	Oudezijds Achterburgwal	1012DE	1012DE	ELK	KVB	24	100	87,5	33	3x25	6615	45,83	37,5	1,2
	GAS Liander	Oudezijds Achterburgwal	1012DG	1012DG	GAS	KVB	25	100	100	88	G4	1664	0	4	
Liander N.V.	Liander N.V. (NW)	Oudezijds Achterburgwal	1012DG	1012DG	ELK	KVB	36	100	97,22	67	3x25	5064	25	5,56	1,2
	Liander N.V. (NW)	Oudezijds Achterburgwal	1012DH	1012DH	ELK	KVB	13	100	92,31	62	1x25	1469	7,69	7,69	1
	GAS Liander	Oudezijds Achterburgwal	1012DH	1012DH	GAS	KVB	10	100	100	90	G4	1266	0	10	
Liander N.V.	Liander N.V. (NW)	Oudezijds Achterburgwal	1012DJ	1012DJ	ELK	KVB	22	100	81,82	45	3x25	4918	9,09	0	1,1
Liander N.V.	GAS Liander	Oudezijds Achterburgwal	1012DJ	1012DJ	GAS	KVB	17	100	88,24	94	G4	1871	0	0	
	GAS Liander	Oudezijds Achterburgwal	1012DK	1012DK	GAS	KVB	14	100	100	93	G4	1156	0	0	
Liander N.V.	Liander N.V. (NW)	Oudezijds Achterburgwal	1012DK	1012DK	ELK	KVB	23	100	69,57	57	1x35	2837	0	0	1,1
	Liander N.V. (NW)	Oudezijds Achterburgwal	1012DL	1012DL	ELK	KVB	13	100	100	69	1x25	2053	7,69	0	1,1
Liander N.V.	GAS Liander	Oudezijds Achterburgwal	1012DL	1012DM	GAS	KVB	34	100	97,06	71	G4	2140	0	2,94	
	Liander N.V. (NW)	Oudezijds Achterburgwal	1012DM	1012DM	ELK	KVB	27	100	96,3	59	1x25	9071	33,33	7,41	1,3
	GAS Liander	Oudezijds Achterburgwal	1012DN	1012DN	GAS	KVB	13	100	100	100	G4	2096	0	7,69	
Liander N.V.	Liander N.V. (NW)	Oudezijds Achterburgwal	1012DN	1012DN	ELK	KVB	16	100	93,75	50	3x25	6024	43,75	12,5	1,3
Liander N.V.	Liander N.V. (NW)	Oudezijds Achterburgwal	1012DP	1012DP	ELK	KVB	51	100	76,47	47	3x25	6416	19,61	1,96	1,2
	GAS Liander	Oudezijds Achterburgwal	1012DP	1012DP	GAS	KVB	37	100	94,59	95	G4	1926	0	2,7	
	Liander N.V. (NW)	Oudezijds Achterburgwal	1012DR	1012DR	ELK	KVB	30	100	90	40	3x25	9084	60	36,67	1,3
	GAS Liander	Oudezijds Achterburgwal	1012DR	1012DR	GAS	KVB	30	100	90	97	G4	1463	0	36,67	
	GAS Liander	Oudezijds Achterburgwal	1012DS	1012DS	GAS	KVB	26	100	100	81	G4	2420	0	0	
	Liander N.V. (NW)	Oudezijds Achterburgwal	1012DS	1012DS	ELK	KVB	29	100	93,1	72	1x25	7112	13,79	0	1,1
	GAS Liander	Oudezijds Achterburgwal	1012DT	1012DT	GAS	KVB	14	100	100	93	G4	3351	0	50	
	Liander N.V. (NW)	Oudezijds Achterburgwal	1012DT	1012DT	ELK	KVB	17	100	100	65	3x25	9776	70,59	47,06	1,5
Liander N.V.	Liander N.V. (NW)	Oudezijds Achterburgwal	1012DV	1012DV	ELK	KVB	46	100	82,61	48	3x25	4681	15,22	6,52	1,1
Liander N.V.	GAS Liander	Oudezijds Achterburgwal	1012DV	1012DV	GAS	KVB	34	100	88,24	82	G4	1689	0	8,82	
Liander N.V.	Liander N.V. (NW)	Oudezijds Achterburgwal	1012DW	1012DW	ELK	KVB	19	100	89,47	42	1x25	3115	31,58	26,32	1,1
	GAS Liander	Oudezijds Achterburgwal	1012DW	1012DW	GAS	KVB	18	100	88,89	89	G4	3056	0	27,78	
	Liander N.V. (NW)	Oudezijds Achterburgwal	1012DX	1012DX	ELK	KVB	18	100	100	56	1x25	2928	22,22	11,11	1,1
	GAS Liander	Oudezijds Achterburgwal	1012DX	1012DX	GAS	KVB	18	100	100	67	G4	1763	0	11,11	
	Liander N.V. (NW)	Vredenburgersteeg	1012DZ	1012EA	ELK	KVB	19	100	100	42	1x25	8584	10,53	0	1,2
	GAS Liander	Vredenburgersteeg	1012DZ	1012EA	GAS	KVB	16	100	100	81	G4	3121	0	0	
	GAS Liander	Oudekennissteeg	1012EB	1012EB	GAS	KVB	13	100	100	92	G4	2248	0	0	
	Liander N.V. (NW)	Oudekennissteeg	1012EB	1012EB	ELK	KVB	17	100	88,24	53	1x25	3940	11,76	0	1,1
	GAS Liander	Stoofsteeg	1012EC	1012EC	GAS	KVB	14	100	100	86	G4	2479	0	0	
	Liander N.V. (NW)	Stoofsteeg	1012EC	1012EC	ELK	KVB	16	100	100	44	3x25	11369	31,25	6,25	1,3
	GAS Liander	Oude Doelenstraat	1012ED	1012ED	GAS	KVB	21	100	85,71	81	G4	4636	0	19,05	
	Liander N.V. (NW)	Oude Doelenstraat	1012ED	1012ED	ELK	KVB	24	100	91,67	50	3x25	18026	70,83	29,17	1,5
Liander N.V.	Liander N.V. (NW)	Prinsenhofssteeg	1012EE	1012EG	ELK	KVB	19	100	94,74	58	1x25	2198	5,26	0	1,1
Liander N.V.	GAS Liander	Prinsenhofssteeg	1012EE	1012EH	GAS	KVB	49	100	95,92	80	G4	1879	0	8,16	
Liander N.V.	Liander N.V. (NW)	Oudezijds Voorburgwal	1012EH	1012EH	ELK	KVB	41	100	90,24	46	3x25	9266	21,95	12,2	1,1
Liander N.V.	Liander N.V. (NW)	Oudezijds Voorburgwal	1012EJ	1012EJ	ELK	KVB	34	100	85,29	35	1x35	7064	20,59	2,94	1,2
	GAS Liander	Oudezijds Voorburgwal	1012EJ	1012EJ	GAS	KVB	29	100	93,1	79	G4	3146	0	3,45	
	GAS Liander	Oudezijds Voorburgwal	1012EK	1012EK	GAS	KVB	19	100	84,21	74	G4	1739	0	0	
Liander N.V.	Liander N.V. (NW)	Oudezijds Voorburgwal	1012EK	1012EK	ELK	KVB	23	100	78,26	43	3x25	6272	8,7	0	1,1
	GAS Liander	Oudezijds Voorburgwal	1012EL	1012EL	GAS	KVB	28	100	92,86	71	G4	4257	0	28,57	
Liander N.V.	Liander N.V. (NW)	Oudezijds Voorburgwal	1012EL	1012EL	ELK	KVB	33	100	84,85	45	3x25	5648	45,45	30,3	1,1
	Liander N.V. (NW)	Oudezijds Voorburgwal	1012EM	1012EM	ELK	KVB	22	100	100	73	1x25	4172	9,09	0	1,1
	GAS Liander	Oudezijds Voorburgwal	1012EM	1012EM	GAS	KVB	21	100	100	86	G4	1736	0	0	
	Liander N.V. (NW)	Oudezijds Voorburgwal	1012EN	1012EN	ELK	KVB	14	100	100	50	1x25	3440	7,14	7,14	1
	GAS Liander	Oudezijds Voorburgwal	1012EN	1012EN	GAS	KVB	14	100	100	71	G4	2194	0	7,14	
Liander N.V.	Liander N.V. (NW)	Oudezijds Voorburgwal	1012EP	1012EP	ELK	KVB	20	100	75	50	3x25	4975	15	0	1,2
	GAS Liander	Oudezijds Voorburgwal	1012EP	1012EP	GAS	KVB	16	100	81,25	81	G4	1913	0	0	
	GAS Liander	Oudezijds Voorburgwal	1012ER	1012ER	GAS	KVB	10	100	100	90	G4	1988	0	20	
	Liander N.V. (NW)	Oudezijds Voorburgwal	1012ER	1012ER	ELK	KVB	15	80	73,33	53	3x25	2913	46,67	13,33	1,2
Liander N.V.	Liander N.V. (NW)	Oudezijds Voorburgwal	1012ES	1012ES	ELK	KVB	46	100	91,3	41	3x25	3919	30,43	15,22	1,1
	GAS Liander	Oudezijds Voorburgwal	1012ES	1012ES	GAS	KVB	39	100	94,87	92	G4	1575	0	15,38	
	Liander N.V. (NW)	Oudezijds Voorburgwal	1012ET	1012ET	ELK	KVB	19	94,74	100	47	1x25	8353	42,11	21,05	1,3
	GAS Liander	Oudezijds Voorburgwal	1012ET	1012ET	GAS	KVB	16	100	100	81	G4	2759	0	25	
	GAS Liander	Oudezijds Voorburgwal	1012EV	1012EW	GAS	KVB	41	100	100	90	G4	1309	0	7,32	
	Liander N.V. (NW)	Oudezijds Voorburgwal	1012EV	1012EV	ELK	KVB	13	100	84,62	46	1x35	3469	38,46	15,38	1,2
Liander N.V.	Liander N.V. (NW)	Oudezijds Voorburgwal	1012EW	1012EW	ELK	KVB	37	100	91,89	57	3x25	7082	18,92	2,7	1,2
	GAS Liander	Oudezijds Voorburgwal	1012EX	1012EX	GAS	KVB	17	100	100	82	G4	2704	0	0	
	Liander N.V. (NW)	Oudezijds Voorburgwal	1012EX	1012EX	ELK	KVB	23	100	78,26	39	3x25	3679	17,39	0	1,1
	GAS Liander	Oudezijds Voorburgwal	1012EZ	1012EZ	GAS	KVB	15	100	93,33	40	G6	6218	0	0	
Liander N.V.	Liander N.V. (NW)	Oudezijds Voorburgwal	1012EZ	1012EZ	ELK	KVB	22	100	86,36	64	3x25	6430	36,36	0	1,3
	Liander N.V. (NW)	Grimburgwal	1012GA	1012GA	ELK	KVB	13	100	84,62	46	1x25	5949	38,46	0	1,4
	GAS Liander	Grimburgwal	1012GA	1012GA	GAS	KVB	12	100	91,67	83	G4	1472	0	0	
	GAS Liander	Langebrugsteeg	1012GB	1012GB	GAS	KVB	13	100	100	69	G4	2154	0	23,08	
	Liander N.V. (NW)	Langebrugsteeg	1012GB	1012GB	ELK	KVB	17	100	88,24	35	1x25	13077	70,59	23,53	1,6
Liander N.V.	Liander N.V. (NW)	Oude Turfmarkt	1012GC	1012GD	ELK	KVB	67	100	71,64	36	1x25	10579	17,91	7,46	1,1
	GAS Liander	Oude Turfmarkt	1012GC	1012GD	GAS	KVB	49	100	83,67	78	G4	2051	0	6,12	
	Liander N.V. (NW)	Oudezijds Voorburgwal	1012GE	1012GE	ELK	KVB	33	100	87,88	42	1x35	9498	18,18	6,06	1,2
	GAS Liander	Oudezijds Voorburgwal	1012GE	1012GE	GAS	KVB	29	100	96,55	72	G4	2854	0	6,9	
Liander N.V.	Liander N.V. (NW)	Oudezijds Voorburgwal	1012GG	1012GG	ELK	KVB	10	100	80	60	3x25	18482	80	50	2
Liander N.V.	GAS Liander	Oudezijds Voorburgwal	1012GG	1012GH	GAS	KVB	110	100	75,45	75	G4	1622	0	40	
Liander N.V.	Liander N.V. (NW)	Oudezijds Voorburgwal	1012GH	1012GH	ELK	KVB	131	100	69,47	39	1x35	4535	42,75	37,4	1
Liander N.V.	Liander N.V. (NW)	Oudezijds Voorburgwal	1012GJ	1012GJ	ELK	KVB	40	100	92,5	55	1x25	8810	42,5	35	1
	GAS Liander	Oudezijds Voorburgwal	1012GJ	1012GJ	GAS	KVB	34	100	100	88	G4	1887	0	35,29	
Liander N.V.	Liander N.V. (NW)	Oudezijds Voorburgwal	1012GK	1012GK	ELK	KVB	48	100	66,67	48	3x25	7178	72,92	58,33	1,3
	GAS Liander	Oudezijds Voorburgwal	1012GK	1012GK	GAS	KVB	28	100	89,29	82	G4	1252	0	85,71	
	GAS Liander	Sint Pietershalsteeg	1012GL	1012GL	GAS	KVB	45	100	100	87	G4	2487	0	66,67	
Liander N.V.	Liander N.V. (NW)	Sint Pietershalsteeg	1012GL	1012GL	ELK	KVB	54	100	92,59	43	1x25	6361	68,52	64,81	1
Liander N.V.	GAS Liander	Oudezijds Voorburgwal	1012GM	1012GM	GAS	KVB	24	100	95,83	83	G4	2601	0	87,5	
	Liander N.V. (NW)	Oudezijds Voorburgwal	1012GM	1012GM	ELK	KVB	26	100	100	62	3x25	4079	100	92,31	2
Liander N.V.	Liander N.V. (NW)	Wijngaardsstraatje	1012GN	1012GP	ELK	KVB	37	100	86,49	41	1x25	8248	48,65	40,54	1
	GAS Liander	Wijngaardsstraatje	1012GN	1012GP	GAS	KVB	32	100	93,75	88	G4	2126	0	40,63	
	Liander N.V. (NW)	Heintje Hoekssteeg	1012GR	1012GR	ELK	KVB	50	100	98	70	1x25	2804	52	52	1
	GAS Liander	Heintje Hoekssteeg	1012GR	1012GR	GAS	KVB	45	100	97,78	89	G4	1079	0	51,11	
Liander N.V.	GAS Liander	Lange Niezel	1012GS	1012GS	GAS	KVB	29	100	86,21	59	G4	2635	0	75,86	
Liander N.V.	Liander N.V. (NW)	Lange Niezel	1012GS	1012GS	ELK	KVB	32	100	90,63	44	3x25	17983	78,13	75	1,2
	GAS Liander	Lange Niezel	1012GT	1012GT	GAS	KVB	36	100	97,22	72	G4	2995	0	94,44	
	Liander N.V. (NW)	Lange Niezel	1012GT	1012GT	ELK	KVB	38	100	97,37	45	3x25	14862	97,37	94,74	1
Liander N.V.	GAS Liander	Enge Kerksteeg	1012GV	1012GW	GAS	KVB	18	100	88,89	89	G4	2103	0	72,22	
	Liander N.V. (NW)	Enge Kerksteeg	1012GV	1012GW	ELK	KVB	18	100	100	78	1x25	4772	77,78	77,78	1
Liander N.V.	Liander N.V. (NW)	Oudekerksplein	1012GX	1012GX	ELK	KVB	10	100	70	30	1x35	3207	50	50	1
	GAS Liander	Oudekerksplein	1012GX	1012GZ	GAS	KVB	46	100	97,83	91	G4	2064	0	67,39	
	Liander N.V. (NW)	Oudekerksplein	1012GZ	1012GZ	ELK	KVB	43	100	97,67	44	1x35	4343	67,44	67,44	1
Liander N.V.	Liander N.V. (NW)	Oudekerksplein	1012HA	1012HA	ELK	KVB	17	100	94,12	47	1x25	6531	29,41	17,65	1,1
	GAS Liander	Oudekerksplein	1012HA	1012HA	GAS	KVB	14	100	92,86	86	G4	1908	0	21,43	
	Liander N.V. (NW)	Trompetterssteeg	1012HB	1012HC	ELK	KVB	24	100	87,5	58	3x25	8448	95,83	79,17	2
	GAS Liander	Trompetterssteeg	1012HB	1012HC	GAS	KVB	24	100	87,5	83	G4	2398	0	83,33	
Liander N.V.	GAS Liander	Dollebegijnensteeg	1012HD	1012HE	GAS	KVB	67	100	74,63	78	G4	1221	0	55,22	
Liander N.V.	Liander N.V. (NW)	Dollebegijnensteeg	1012HD	1012HE	ELK	KVB	79	100	77,22	47	1x35	2644	56,96	56,96	1
Liander N.V.	Liander N.V. (NW)	Sint Jansstraat	1012HG	1012HG	ELK	KVB	72	100	70,83	43	1x25	2870	55,56	50	1
	GAS Liander	Sint Jansstraat	1012HG	1012HG	GAS	KVB	55	100	80	87	G4	1770	0	58,18	
	GAS Liander	Pijlsteeg	1012HH	1012HH	GAS	KVB	17	100	100	88	G4	1947	0	5,88	
	Liander N.V. (NW)	Pijlsteeg	1012HH	1012HH	ELK	KVB	20	100	90	45	1x25	4221	15	5	1
	Liander N.V. (NW)	Steenhouwerssteeg	1012HJ	1012HJ	ELK	KVB	13	100	84,62	54	1x25	1877	76,92	69,23	1,5
	GAS Liander	Steenhouwerssteeg	1012HJ	1012HJ	GAS	KVB	10	100	80	100	G4	1289	0	60	
	GAS Liander	Pieter Jacobszdwstr	1012HK	1012HL	GAS	KVB	51	100	98,04	100	G4	1201	0	90,2	
Liander N.V.	Liander N.V. (NW)	Pieter Jacobszdwstr	1012HK	1012HL	ELK	KVB	59	100	91,53	37	1x35	3574	84,75	83,05	1,2
	GAS Liander	Sint Pieterspoortsteeg	1012HM	1012HM	GAS	KVB	16	100	100	88	G4	2042	0	87,5	
	Liander N.V. (NW)	Sint Pieterspoortsteeg	1012HM	1012HM	ELK	KVB	19	100	94,74	42	1x25	9556	73,68	73,68	1,3
	Liander N.V. (NW)	Enge Lombardsteeg	1012HN	1012HR	ELK	KVB	14	100	71,43	71	3x25	8844	78,57	57,14	1,5
	GAS Liander	Sint Barberenstraat	1012HP	1012HT	GAS	KVB	40	100	95	65	G4	6290	0	45	
Liander N.V.	Liander N.V. (NW)	Gebed Zonder End	1012HS	1012HT	ELK	KVB	35	100	82,86	31	1x35	21833	68,57	31,43	1,5
	GAS Liander	Warmoesstraat	1012HV	1012HW	GAS	KVB	36	100	97,22	69	G4	2886	0	5,56	
	Liander N.V. (NW)	Warmoesstraat	1012HV	1012HW	ELK	KVB	38	100	100	42	3x25	15301	34,21	7,89	1,4
Liander N.V.	GAS Liander	Warmoesstraat	1012HX	1012HX	GAS	KVB	31	100	77,42	84	G4	2326	0	51,61	
Liander N.V.	Liander N.V. (NW)	Warmoesstraat	1012HX	1012HX	ELK	KVB	31	100	83,87	61	3x25	13191	77,42	58,06	1,3
	GAS Liander	Warmoesstraat	1012HZ	1012HZ	GAS	KVB	11	100	100	64	G4	7812	0	0	
Liander N.V.	Liander N.V. (NW)	Warmoesstraat	1012HZ	1012HZ	ELK	KVB	13	100	92,31	46	3x25	29349	23,08	7,69	1,3
	GAS Liander	Warmoesstraat	1012JA	1012JA	GAS	KVB	25	100	100	76	G4	4990	0	16	
	Liander N.V. (NW)	Warmoesstraat	1012JA	1012JA	ELK	KVB	27	100	96,3	30	1x25	14004	37,04	22,22	1,3
	GAS Liander	Warmoesstraat	1012JB	1012JB	GAS	KVB	25	100	100	100	G4	1472	0	4	
Liander N.V.	Liander N.V. (NW)	Warmoesstraat	1012JB	1012JB	ELK	KVB	40	100	72,5	58	1x35	11071	25	15	1,1
	Liander N.V. (NW)	Warmoesstraat	1012JC	1012JC	ELK	KVB	12	100	33,33	75	3x25	7394	91,67	8,33	1,7
	GAS Liander	Warmoesstraat	1012JC	1012JC	GAS	KVB	11	100	18,18	91	G4	1673	0	9,09	
Liander N.V.	GAS Liander	Warmoesstraat	1012JD	1012JD	GAS	KVB	32	100	81,25	69	G4	5673	0	28,13	
Liander N.V.	Liander N.V. (NW)	Warmoesstraat	1012JD	1012JD	ELK	KVB	46	100	86,96	54	3x25	13691	32,61	19,57	1,2
Liander N.V.	Liander N.V. (NW)	Warmoesstraat	1012JE	1012JE	ELK	KVB	20	100	95	50	3x25	13777	40	30	1,2
	GAS Liander	Warmoesstraat	1012JE	1012JE	GAS	KVB	17	100	100	71	G4	4680	0	35,29	
	GAS Liander	Warmoesstraat	1012JG	1012JG	GAS	KVB	26	100	96,15	85	G4	1769	0	3,85	
	Liander N.V. (NW)	Warmoesstraat	1012JG	1012JG	ELK	KVB	31	100	96,77	35	3x25	11819	32,26	3,23	1,3
Liander N.V.	Liander N.V. (NW)	Warmoesstraat	1012JH	1012JH	ELK	KVB	27	100	85,19	37	1x25	11446	40,74	25,93	1,2
	GAS Liander	Warmoesstraat	1012JH	1012JH	GAS	KVB	19	100	100	79	G4	4078	0	15,79	
	GAS Liander	Warmoesstraat	1012JJ	1012JL	GAS	KVB	15	100	100	73	G4	11001	0	0	
Liander N.V.	Liander N.V. (NW)	Warmoesstraat	1012JJ	1012JL	ELK	KVB	22	100	95,45	55	3x25	43145	63,64	4,55	1,7
Liander N.V.	Liander N.V. (NW)	Damstraat	1012JM	1012JM	ELK	KVB	46	100	84,78	30	3x25	25654	58,7	34,78	1,4
Liander N.V.	GAS Liander	Damstraat	1012JM	1012JM	GAS	KVB	45	100	82,22	67	G4	5569	0	35,56	
Liander N.V.	Liander N.V. (NW)	Oudebrugsteeg	1012JN	1012JN	ELK	KVB	44	100	45,45	50	3x25	12704	40,91	15,91	1,5
	GAS Liander	Oudebrugsteeg	1012JN	1012JN	GAS	KVB	19	100	84,21	84	G4	2630	0	31,58	
	GAS Liander	Oudebrugsteeg	1012JP	1012JP	GAS	KVB	21	100	100	57	G4	5356	0	4,76	
Liander N.V.	Liander N.V. (NW)	Oudebrugsteeg	1012JP	1012JP	ELK	KVB	22	100	90,91	64	3x25	18321	50	4,55	1,5
Liander N.V.	GAS Liander	Dam	1012JS	1012JV	GAS	KVB	26	100	96,15	54	G4	7750	0	7,69	
	Liander N.V. (NW)	Dam	1012JS	1012JS	ELK	KVB	20	100	55	40	1x6	13619	55	20	2
Liander N.V.	Liander N.V. (NW)	Beursstraat	1012JT	1012JV	ELK	KVB	37	97,3	83,78	51	3x25	8734	21,62	5,41	1,2
	Liander N.V. (NW)	Beursplein	1012JW	1012KC	ELK	KVB	26	100	88,46	35	1x25	9947	42,31	34,62	1,2
	GAS Liander	Walenpleintje	1012JZ	1012KC	GAS	KVB	19	100	94,74	63	G4	3873	0	47,37	
	GAS Liander	Nes	1012KD	1012KD	GAS	KVB	11	100	90,91	55	G4	10961	0	9,09	
Liander N.V.	Liander N.V. (NW)	Nes	1012KD	1012KD	ELK	KVB	18	100	50	72	3x25	4366	27,78	5,56	1,3
	GAS Liander	Nes	1012KE	1012KE	GAS	KVB	13	100	92,31	69	G4	3138	0	15,38	
	Liander N.V. (NW)	Nes	1012KE	1012KE	ELK	KVB	13	100	100	23	3x25	13578	46,15	15,38	1,4
	GAS Liander	Hermietenstraat	1012KG	1012KK	GAS	KVB	16	100	25	63	G4	4921	0	6,25	
Liander N.V.	Liander N.V. (NW)	Hermietenstraat	1012KG	1012KK	ELK	KVB	21	100	14,29	62	3x25	9693	80,95	9,52	1
Liander N.V.	Liander N.V. (NW)	Rokin	1012KL	1012KL	ELK	KVB	19	100	73,68	42	3x25	17434	26,32	5,26	1,3
	GAS Liander	Rokin	1012KL	1012KL	GAS	KVB	15	100	93,33	60	G4	6564	0	6,67	
	GAS Liander	Rokin	1012KM	1012KM	GAS	KVB	19	100	94,74	68	G4	2057	0	47,37	
	Liander N.V. (NW)	Rokin	1012KM	1012KM	ELK	KVB	23	100	86,96	35	3x25	11903	69,57	52,17	1,3
Liander N.V.	Liander N.V. (NW)	Rokin	1012KN	1012KN	ELK	KVB	16	100	25	63	3x25	6070	56,25	0	2
	GAS Liander	Rokin	1012KN	1012KR	GAS	KVB	24	100	79,17	58	G4	6634	0	20,83	
Liander N.V.	Liander N.V. (NW)	Rokin	1012KP	1012KP	ELK	KVB	13	100	38,46	62	3x25	19527	53,85	0	2
