POSTCODE_VAN	POSTCODE_TOT	PRODUCTSOORT	%Leveringsrichting	SJV	WIJKEN
1025NA	1025NA	GAS	100	1242	NOORD
1025NB	1025NB	GAS	100	1301	NOORD
1025NB	1025NB	ELK	100	2131	NOORD
1025NC	1025NC	ELK	100	2583	NOORD
1025NC	1025NC	GAS	100	1294	NOORD
1025ND	1025ND	ELK	100	2921	NOORD
1025ND	1025ND	GAS	100	1247	NOORD
1025NE	1025NE	ELK	100	2392	NOORD
1025NE	1025NE	GAS	100	1406	NOORD
1025NG	1025NG	ELK	100	2716	NOORD
1025NG	1025NG	GAS	100	1266	NOORD
1025NH	1025NH	GAS	100	1153	NOORD
1025NH	1025NH	ELK	100	1774	NOORD
1025NJ	1025NJ	ELK	100	2609	NOORD
1025NJ	1025NJ	GAS	100	1288	NOORD
1025NK	1025NK	GAS	100	1024	NOORD
1025NK	1025NK	ELK	100	2149	NOORD
1025NL	1025NL	GAS	100	1223	NOORD
1025NL	1025NL	ELK	100	2324	NOORD
1025NM	1025NM	ELK	100	3098	NOORD
1025NM	1025NM	GAS	100	1224	NOORD
1025NN	1025NN	ELK	100	2659	NOORD
1025NN	1025NN	GAS	100	1289	NOORD
1025NP	1025NP	ELK	100	2141	NOORD
1025NP	1025NP	GAS	100	1289	NOORD
1025NR	1025NT	GAS	100	1210	NOORD
1025NR	1025NT	ELK	96,55	2638	NOORD
1025NV	1025NV	ELK	100	2847	NOORD
1025NV	1025NV	GAS	100	1312	NOORD
1025NX	1025NX	GAS	100	1311	NOORD
1025NX	1025NX	ELK	100	2532	NOORD
1025NZ	1025NZ	GAS	100	1110	NOORD
1025NZ	1025NZ	ELK	100	2517	NOORD
1025PA	1025PA	GAS	100	1291	NOORD
1025PA	1025PA	ELK	100	2390	NOORD
1025PB	1025PB	GAS	100	1486	NOORD
1025PB	1025PB	ELK	100	2170	NOORD
1025PC	1025PC	GAS	100	1072	NOORD
1025PC	1025PC	ELK	100	2767	NOORD
1025PD	1025PD	GAS	100	926	NOORD
1025PD	1025PD	ELK	100	2676	NOORD
1025PE	1025PE	GAS	100	1333	NOORD
1025PE	1025PE	ELK	100	1945	NOORD
1025PG	1025PG	GAS	100	1184	NOORD
1025PG	1025PG	ELK	100	1945	NOORD
1025PH	1025PH	GAS	100	1457	NOORD
1025PH	1025PH	ELK	100	2510	NOORD
1025PJ	1025PJ	GAS	100	1213	NOORD
1025PJ	1025PJ	ELK	100	1890	NOORD
1025PK	1025PK	ELK	100	4149	NOORD
1025PK	1025PK	GAS	100	1410	NOORD
1025PL	1025PL	GAS	100	1125	NOORD
1025PL	1025PL	ELK	100	2126	NOORD
1025PM	1025PM	GAS	100	1290	NOORD
1025PM	1025PM	ELK	100	2826	NOORD
1025PN	1025PP	GAS	100	1424	NOORD
1025PN	1025PP	ELK	100	2511	NOORD
1025PR	1025PR	GAS	100	2502	NOORD
1025PS	1025PS	GAS	100	1231	NOORD
1025PS	1025PS	ELK	100	2877	NOORD
1025PT	1025PT	ELK	100	2445	NOORD
1025PT	1025PT	GAS	100	1307	NOORD
1025PV	1025PV	GAS	100	2425	NOORD
1025PW	1025PW	ELK	100	2587	NOORD
1025PW	1025PW	GAS	100	1593	NOORD
1025PX	1025PX	GAS	100	1728	NOORD
1025PX	1025PX	ELK	100	3988	NOORD
1025PZ	1025RA	GAS	100	3307	NOORD
1025RA	1025RA	ELK	100	2355	NOORD
1025RB	1025RB	GAS	100	1060	NOORD
1025RB	1025RB	ELK	100	2120	NOORD
1025RC	1025RC	ELK	100	2537	NOORD
1025RC	1025RC	GAS	100	1243	NOORD
1025RD	1025RD	ELK	100	2681	NOORD
1025RD	1025RD	GAS	100	1312	NOORD
1025RE	1025RE	GAS	100	938	NOORD
1025RE	1025RE	ELK	100	1674	NOORD
1025RG	1025RG	ELK	100	1783	NOORD
1025RG	1025RG	GAS	100	1242	NOORD
1025RH	1025RH	GAS	100	1325	NOORD
1025RH	1025RH	ELK	100	2185	NOORD
1025RJ	1025RJ	ELK	100	2072	NOORD
1025RJ	1025RJ	GAS	100	1215	NOORD
1025RK	1025RK	GAS	100	1339	NOORD
1025RK	1025RK	ELK	100	2537	NOORD
1025RL	1025RM	ELK	100	3015	NOORD
1025RL	1025RM	GAS	100	1288	NOORD
1025RN	1025RN	GAS	100	1177	NOORD
1025RN	1025RN	ELK	100	2978	NOORD
1025RP	1025RP	GAS	100	1349	NOORD
1025RP	1025RP	ELK	100	2647	NOORD
1025RR	1025RR	ELK	100	1943	NOORD
1025RR	1025RR	GAS	100	1101	NOORD
1025RS	1025RS	ELK	100	2564	NOORD
1025RS	1025RS	GAS	100	1260	NOORD
1025RT	1025RT	GAS	100	1373	NOORD
1025RT	1025RT	ELK	100	2382	NOORD
1025RV	1025RV	ELK	100	2749	NOORD
1025RV	1025RV	GAS	100	1036	NOORD
1025RW	1025RW	ELK	91,67	3252	NOORD
1025RW	1025RW	GAS	100	1655	NOORD
1025RX	1025RX	GAS	100	1887	NOORD
1025RX	1025RX	ELK	85	3221	NOORD
1025RZ	1025SB	ELK	100	1561	NOORD
1025SC	1025SC	ELK	100	1776	NOORD
1025SE	1025SE	ELK	100	1919	NOORD
1025SG	1025SG	ELK	100	2471	NOORD
1025SH	1025SH	ELK	100	2019	NOORD
1025SJ	1025SJ	ELK	100	1726	NOORD
1025SK	1025SK	ELK	100	2319	NOORD
1025SL	1025SL	ELK	100	2242	NOORD
1025SM	1025SM	ELK	100	2395	NOORD
1025SN	1025SN	ELK	100	1847	NOORD
1025SP	1025SP	ELK	100	3656	NOORD
1025SR	1025SR	ELK	100	2129	NOORD
1025ST	1025ST	ELK	100	1685	NOORD
1025SV	1025SV	ELK	100	1955	NOORD
1025SW	1025SW	ELK	100	1613	NOORD
1025SX	1025SX	ELK	100	2495	NOORD
1025SZ	1025SZ	ELK	100	1767	NOORD
1025TA	1025TA	ELK	100	2324	NOORD
1025TB	1025TB	ELK	100	1987	NOORD
1025TC	1025TC	ELK	100	1615	NOORD
1025TD	1025TD	ELK	100	3210	NOORD
1025TE	1025TE	ELK	100	1999	NOORD
1025TG	1025TG	ELK	100	2230	NOORD
1025TH	1025TH	ELK	100	1750	NOORD
1025TJ	1025TJ	ELK	100	1837	NOORD
1025TK	1025TK	ELK	100	2138	NOORD
1025TL	1025TL	ELK	100	2290	NOORD
1025TM	1025TM	ELK	100	2079	NOORD
1025TN	1025TN	ELK	100	1923	NOORD
1025TP	1025TP	ELK	100	2141	NOORD
1025TR	1025TR	ELK	100	2548	NOORD
1025TS	1025TS	ELK	100	1835	NOORD
1025TT	1025TT	ELK	100	2118	NOORD
1025TV	1025TV	ELK	100	1591	NOORD
1025TW	1025TW	ELK	100	2379	NOORD
1025TX	1025TX	ELK	100	2316	NOORD
1025TZ	1025TZ	ELK	100	1752	NOORD
1025VA	1025VA	ELK	100	2275	NOORD
1025VB	1025VB	ELK	100	2026	NOORD
1025VC	1025VC	ELK	100	1749	NOORD
1025VD	1025VN	ELK	100	2336	NOORD
1025VN	1025VN	GAS	100	887	NOORD
1025VP	1025VP	GAS	100	1044	NOORD
1025VP	1025VP	ELK	100	2127	NOORD
1025VR	1025VS	ELK	100	4078	NOORD
1025VS	1025VS	GAS	100	1637	NOORD
1025VV	1025VV	ELK	100	4865	NOORD
1025VW	1025VW	ELK	100	942	NOORD
1025VX	1025VX	ELK	100	1357	NOORD
1025VZ	1025WB	ELK	100	5112	NOORD
1025WB	1025WB	GAS	100	2278	NOORD
1025WC	1025WC	ELK	85,71	3678	NOORD
1025WC	1025WC	GAS	100	2661	NOORD
1025WD	1025WD	GAS	100	2329	NOORD
1025WD	1025WD	ELK	50	3582	NOORD
1025WE	1025WE	GAS	100	2484	NOORD
1025WE	1025WE	ELK	93,75	3392	NOORD
1025WH	1025WH	GAS	100	1228	NOORD
1025WJ	1025WR	GAS	100	2465	NOORD
1025WR	1025WR	ELK	100	2203	NOORD
1025WS	1025WS	GAS	100	732	NOORD
1025WS	1025WS	ELK	100	2013	NOORD
1025WT	1025WT	GAS	100	738	NOORD
1025WT	1025WT	ELK	100	2255	NOORD
1025WV	1025WV	ELK	100	1961	NOORD
1025WV	1025WV	GAS	100	807	NOORD
1025WX	1025WX	GAS	100	678	NOORD
1025WX	1025WX	ELK	100	1946	NOORD
1025WZ	1025WZ	ELK	100	2182	NOORD
1025WZ	1025WZ	GAS	100	925	NOORD
1025XA	1025XB	GAS	100	3560	NOORD
1025XC	1025XC	GAS	100	4892	NOORD
1025XD	1025XE	GAS	100	2882	NOORD
1025XG	1025XG	ELK	100	3234	NOORD
1025XG	1025XG	GAS	100	731	NOORD
1025XH	1025XJ	GAS	100	1562	NOORD
1025XL	1025XS	GAS	100	940	NOORD
1025XL	1025XS	ELK	100	3866	NOORD
1025XT	1025XT	GAS	100	839	NOORD
1025XT	1025XT	ELK	100	2043	NOORD
1025XV	1025XV	GAS	100	792	NOORD
1025XV	1025XV	ELK	100	1972	NOORD
1025XW	1025XW	ELK	100	1797	NOORD
1025XW	1025XW	GAS	100	734	NOORD
1025XX	1025XX	GAS	100	1435	NOORD
1025XX	1025XX	ELK	90,91	3577	NOORD
1025XZ	1025XZ	GAS	100	865	NOORD
1025XZ	1025XZ	ELK	100	3548	NOORD
1025ZA	1025ZA	ELK	100	1104	NOORD
1025ZB	1025ZB	ELK	100	2395	NOORD
1025ZC	1025ZC	GAS	100	1821	NOORD
1025ZC	1025ZC	ELK	100	4602	NOORD
1025ZD	1025ZD	ELK	100	3485	NOORD
1025ZE	1025ZE	ELK	100	1310	NOORD
1025ZE	1025ZE	GAS	100	2394	NOORD
1025ZG	1025ZG	ELK	100	3058	NOORD
1025ZH	1025ZH	GAS	100	1706	NOORD
1025ZH	1025ZH	ELK	100	2995	NOORD
1025ZJ	1025ZJ	ELK	100	3668	NOORD
1025ZJ	1025ZJ	GAS	100	1202	NOORD
1025ZK	1025ZK	ELK	100	886	NOORD
1025ZL	1025ZL	ELK	100	3503	NOORD
1025ZM	1025ZM	ELK	100	2922	NOORD
1025ZN	1025ZN	ELK	100	2061	NOORD
1025ZP	1025ZP	ELK	100	1125	NOORD
1025ZR	1025ZR	ELK	100	3270	NOORD
1025ZS	1025ZS	ELK	100	2139	NOORD
1025ZT	1025ZT	ELK	100	1170	NOORD
1025ZV	1025ZV	ELK	100	3601	NOORD
1025ZW	1025ZW	ELK	100	2154	NOORD
1025ZX	1025ZX	ELK	100	903	NOORD
1025ZX	1025ZX	GAS	100	598	NOORD
1026BX	1026BX	GAS	100	2215	NOORD
1026BZ	1026BZ	ELK	100	3262	NOORD
1026BZ	1026BZ	GAS	100	2243	NOORD
1026CA	1026CA	GAS	100	2589	NOORD
1026CA	1026CA	ELK	100	4262	NOORD
1026CB	1026CB	GAS	100	3153	NOORD
1026CC	1026CC	ELK	100	3410	NOORD
1026CC	1026CD	GAS	100	2322	NOORD
1026CD	1026CD	ELK	100	4656	NOORD
1026CE	1026CE	GAS	100	2503	NOORD
1026CG	1026CG	ELK	100	3578	NOORD
1026CG	1026CG	GAS	100	2792	NOORD
1026CH	1026CH	GAS	100	1975	NOORD
1026CJ	1026CJ	GAS	100	2343	NOORD
1026CJ	1026CJ	ELK	100	4561	NOORD
1026CK	1026CK	ELK	100	4833	NOORD
1026CK	1026CK	GAS	100	2283	NOORD
1026CL	1026CL	GAS	100	1997	NOORD
1026CL	1026CL	ELK	100	3525	NOORD
1026CM	1026CM	ELK	100	4138	NOORD
1026CM	1026CM	GAS	100	2945	NOORD
1026CR	1027AE	GAS	100	3147	NOORD
1027AG	1027AJ	GAS	100	2501	NOORD
1027AJ	1027AJ	ELK	100	4548	NOORD
1027AK	1027AK	ELK	94,12	2531	NOORD
1027AK	1027AK	GAS	100	1658	NOORD
1027AL	1027AL	GAS	100	2018	NOORD
1027AL	1027AL	ELK	100	3534	NOORD
1027AM	1027AM	GAS	100	1850	NOORD
1027AM	1027AM	ELK	100	4155	NOORD
1027AN	1027AN	ELK	85,71	2786	NOORD
1027AN	1027AN	GAS	100	1578	NOORD
1027AP	1027AP	ELK	100	3327	NOORD
1027AP	1027AP	GAS	100	1903	NOORD
1027AR	1027AS	ELK	90,48	3668	NOORD
1027AR	1027AS	GAS	100	2458	NOORD
1027AT	1027AV	GAS	100	2422	NOORD
1027AV	1027AV	ELK	100	4773	NOORD
1027AW	1028BB	GAS	100	3008	NOORD
1028BC	1028BC	ELK	100	4989	NOORD
1028BC	1028BC	GAS	100	2461	NOORD
1028BD	1028BD	GAS	100	2498	NOORD
1028BE	1028BE	ELK	100	4958	NOORD
1028BE	1028BE	GAS	100	2424	NOORD
1028BH	1028BH	GAS	100	2495	NOORD
1028BJ	1028BK	GAS	100	4566	NOORD
1028BL	1028BL	ELK	100	4495	NOORD
1028BL	1028BL	GAS	100	3023	NOORD
1028BM	1028BM	ELK	93,75	3796	NOORD
1028BM	1028BM	GAS	100	2788	NOORD
1028BN	1028BN	GAS	100	2276	NOORD
1028BN	1028BN	ELK	100	2871	NOORD
1028BP	1028BP	ELK	90	3336	NOORD
1028BP	1028BP	GAS	100	1838	NOORD
1028BR	1028BR	GAS	100	3344	NOORD
1028BS	1028BS	GAS	100	2137	NOORD
1028BS	1028BS	ELK	100	3477	NOORD
1028BT	1031AB	GAS	100	1852	NOORD
1031AB	1031AB	ELK	100	2252	NOORD
1031AC	1031AC	ELK	100	2712	NOORD
1031AC	1031AC	GAS	100	1579	NOORD
1031AD	1031AD	GAS	100	1637	NOORD
1031AE	1031AG	ELK	100	2060	NOORD
1031AE	1031AG	GAS	100	1303	NOORD
1031AH	1031AH	ELK	100	1372	NOORD
1031AH	1031AH	GAS	100	829	NOORD
1031AJ	1031AJ	GAS	100	876	NOORD
1031AJ	1031AJ	ELK	100	1538	NOORD
1031AK	1031AK	ELK	100	1935	NOORD
1031AK	1031AK	GAS	100	956	NOORD
1031AL	1031AL	ELK	100	1124	NOORD
1031AL	1031AL	GAS	100	1075	NOORD
1031AM	1031AM	GAS	100	976	NOORD
1031AM	1031AM	ELK	100	1634	NOORD
1031AN	1031AN	GAS	100	1155	NOORD
1031AN	1031AN	ELK	100	2237	NOORD
1031AP	1031AP	ELK	100	2409	NOORD
1031AP	1031AP	GAS	100	1385	NOORD
1031AR	1031AR	GAS	100	1414	NOORD
1031AR	1031AR	ELK	100	2445	NOORD
1031AS	1031AS	GAS	100	1185	NOORD
1031AS	1031AS	ELK	100	2258	NOORD
1031AT	1031AT	GAS	100	1284	NOORD
1031AT	1031AT	ELK	100	1405	NOORD
1031AV	1031AV	GAS	100	1122	NOORD
1031AW	1031AW	ELK	100	1559	NOORD
1031AW	1031AW	GAS	100	2663	NOORD
1031AX	1031AX	GAS	100	701	NOORD
1031AX	1031AX	ELK	100	1533	NOORD
1031AZ	1031AZ	ELK	100	1832	NOORD
1031AZ	1031AZ	GAS	100	992	NOORD
1031BA	1031BB	GAS	100	1196	NOORD
1031BA	1031BB	ELK	100	1707	NOORD
1031BC	1031BC	GAS	100	1630	NOORD
1031BC	1031BC	ELK	100	2321	NOORD
1031BD	1031BD	GAS	100	1312	NOORD
1031BD	1031BD	ELK	100	2620	NOORD
1031BE	1031BE	ELK	100	2031	NOORD
1031BE	1031BE	GAS	100	1310	NOORD
1031BG	1031BG	ELK	100	1653	NOORD
1031BG	1031BG	GAS	100	1326	NOORD
1031BH	1031BH	GAS	100	1177	NOORD
1031BH	1031BH	ELK	100	1717	NOORD
1031BJ	1031BJ	ELK	100	2063	NOORD
1031BJ	1031BJ	GAS	100	978	NOORD
1031BK	1031BK	GAS	100	1274	NOORD
1031BK	1031BK	ELK	100	1889	NOORD
1031BL	1031BL	GAS	100	1316	NOORD
1031BL	1031BL	ELK	100	2139	NOORD
1031BM	1031BN	ELK	100	1889	NOORD
1031BM	1031BN	GAS	100	1037	NOORD
1031BP	1031BP	ELK	100	1990	NOORD
1031BP	1031BP	GAS	100	1155	NOORD
1031BR	1031BR	GAS	100	974	NOORD
1031BR	1031BR	ELK	100	2652	NOORD
1031BS	1031BS	GAS	100	1568	NOORD
1031BT	1031BT	GAS	100	1479	NOORD
1031BV	1031BV	ELK	100	4645	NOORD
1031BW	1031BW	ELK	100	2751	NOORD
1031BW	1031BW	GAS	100	1398	NOORD
1031BX	1031BX	ELK	100	2207	NOORD
1031BX	1031BX	GAS	100	1191	NOORD
1031BZ	1031BZ	ELK	100	4057	NOORD
1031BZ	1031BZ	GAS	100	1192	NOORD
1031CA	1031CA	GAS	100	1497	NOORD
1031CA	1031CA	ELK	100	3935	NOORD
1031CB	1031CC	GAS	100	4723	NOORD
1031CD	1031CD	ELK	100	3508	NOORD
1031CD	1031CD	GAS	100	1322	NOORD
1031CE	1031CE	GAS	100	1132	NOORD
1031CE	1031CE	ELK	100	2038	NOORD
1031CJ	1031CJ	GAS	100	1209	NOORD
1031CK	1031CK	GAS	100	1630	NOORD
1031CK	1031CK	ELK	100	4030	NOORD
1031CL	1031CN	GAS	100	1619	NOORD
1031CP	1031CP	ELK	100	3629	NOORD
1031CP	1031CP	GAS	100	875	NOORD
1031CR	1031CR	GAS	100	1563	NOORD
1031CR	1031CR	ELK	100	2735	NOORD
1031CS	1031CS	GAS	100	1676	NOORD
1031CS	1031CS	ELK	100	3638	NOORD
1031CT	1031CT	ELK	100	2174	NOORD
1031CT	1031CT	GAS	100	1485	NOORD
1031CV	1031CV	GAS	100	1392	NOORD
1031CW	1031CW	ELK	100	2059	NOORD
1031CW	1031CW	GAS	100	1176	NOORD
1031CX	1031CX	ELK	100	4319	NOORD
1031CX	1031CX	GAS	100	1071	NOORD
1031DA	1031DA	ELK	100	2043	NOORD
1031DA	1031DA	GAS	100	964	NOORD
1031DB	1031DB	GAS	100	1074	NOORD
1031DB	1031DB	ELK	100	2131	NOORD
1031EA	1031EA	GAS	100	1306	NOORD
1031EA	1031EA	ELK	100	3572	NOORD
1031EB	1031EB	ELK	100	3426	NOORD
1031EB	1031EB	GAS	100	799	NOORD
1031EC	1031EC	GAS	100	1289	NOORD
1031EC	1031EC	ELK	100	4143	NOORD
1031ED	1031ED	GAS	100	1116	NOORD
1031EE	1031EE	ELK	100	3339	NOORD
1031EE	1031EE	GAS	100	1223	NOORD
1031EG	1031EG	GAS	100	1656	NOORD
1031EG	1031EG	ELK	100	3464	NOORD
1031EH	1031EH	GAS	100	934	NOORD
1031EH	1031EH	ELK	100	1834	NOORD
1031EJ	1031EJ	ELK	100	3976	NOORD
1031EJ	1031EJ	GAS	100	1038	NOORD
1031EK	1031EK	ELK	100	3953	NOORD
1031EK	1031EK	GAS	100	3899	NOORD
1031EL	1031EL	GAS	100	1075	NOORD
1031EL	1031EL	ELK	100	2021	NOORD
1031EM	1031EM	GAS	100	1080	NOORD
1031EM	1031EM	ELK	100	2550	NOORD
1031EN	1031EN	GAS	100	1131	NOORD
1031EN	1031EN	ELK	100	1844	NOORD
1031EP	1031EP	GAS	100	1025	NOORD
1031EP	1031EP	ELK	100	1911	NOORD
1031ER	1031ER	ELK	100	1785	NOORD
1031ER	1031ER	GAS	100	1032	NOORD
1031ES	1031ES	GAS	100	862	NOORD
1031ES	1031ES	ELK	100	1783	NOORD
1031ET	1031ET	GAS	100	894	NOORD
1031ET	1031ET	ELK	100	1840	NOORD
1031EV	1031EV	GAS	100	950	NOORD
1031EV	1031EV	ELK	100	1914	NOORD
1031EW	1031EW	GAS	100	893	NOORD
1031EW	1031EW	ELK	100	2739	NOORD
1031EX	1031EX	GAS	100	1059	NOORD
1031EX	1031EX	ELK	100	2230	NOORD
1031EZ	1031GA	GAS	100	933	NOORD
1031EZ	1031EZ	ELK	100	2515	NOORD
1031GA	1031GA	ELK	100	1641	NOORD
1031GB	1031GB	GAS	100	993	NOORD
1031GB	1031GB	ELK	100	1700	NOORD
1031GC	1031GC	ELK	100	1682	NOORD
1031GC	1031GC	GAS	100	1062	NOORD
1031GD	1031GD	ELK	100	2529	NOORD
1031GD	1031GD	GAS	100	1156	NOORD
1031GE	1031GE	GAS	100	1854	NOORD
1031GE	1031GE	ELK	100	2303	NOORD
1031GG	1031GH	ELK	100	3119	NOORD
1031GG	1031GH	GAS	100	2385	NOORD
1031GK	1031GK	GAS	100	765	NOORD
1031GK	1031GK	ELK	100	1490	NOORD
1031GL	1031GL	ELK	100	800	NOORD
1031GL	1031GL	GAS	100	577	NOORD
1031GM	1031GM	ELK	100	2076	NOORD
1031GM	1031GM	GAS	100	886	NOORD
1031GN	1031GN	GAS	100	1096	NOORD
1031GN	1031GN	ELK	100	2193	NOORD
1031GP	1031GR	GAS	100	1014	NOORD
1031GP	1031GR	ELK	100	2445	NOORD
1031GS	1031GT	GAS	100	951	NOORD
1031GS	1031GT	ELK	100	2992	NOORD
1031GV	1031GV	ELK	100	1994	NOORD
1031GV	1031GV	GAS	100	718	NOORD
1031GW	1031GX	ELK	100	2105	NOORD
1031GW	1031GX	GAS	100	1267	NOORD
1031GZ	1031GZ	ELK	100	1691	NOORD
1031GZ	1031GZ	GAS	100	788	NOORD
1031HA	1031HA	GAS	100	1082	NOORD
1031HA	1031HA	ELK	100	2211	NOORD
1031HB	1031HB	GAS	100	914	NOORD
1031HB	1031HB	ELK	100	1626	NOORD
1031HC	1031HC	ELK	100	1950	NOORD
1031HC	1031HC	GAS	100	1031	NOORD
1031HD	1031HE	GAS	100	4805	NOORD
1031HG	1031HG	ELK	100	1758	NOORD
1031HG	1031HG	GAS	100	1282	NOORD
1031HH	1031HL	GAS	100	2996	NOORD
1031HM	1031HM	GAS	100	1772	NOORD
1031HN	1031HN	GAS	100	3496	NOORD
1031HV	1031HV	ELK	100	5035	NOORD
1031HV	1031HV	GAS	100	960	NOORD
1031HW	1031HW	GAS	100	1586	NOORD
1031HX	1031HX	GAS	100	4493	NOORD
1031HZ	1031HZ	GAS	100	1774	NOORD
1031HZ	1031HZ	ELK	100	3378	NOORD
1031JA	1031JA	GAS	100	746	NOORD
1031JA	1031JA	ELK	100	1880	NOORD
1031JB	1031JB	ELK	100	2223	NOORD
1031JB	1031JB	GAS	100	864	NOORD
1031JC	1031JC	GAS	100	789	NOORD
1031JC	1031JC	ELK	100	2094	NOORD
1031JD	1031JD	ELK	100	2508	NOORD
1031JD	1031JD	GAS	100	1097	NOORD
1031JE	1031JE	GAS	100	593	NOORD
1031JE	1031JE	ELK	100	1535	NOORD
1031KA	1031KA	ELK	98,28	3791	NOORD
1031KB	1031KB	ELK	100	3856	NOORD
1031KC	1031KC	ELK	100	3513	NOORD
1031KD	1031KD	ELK	100	3102	NOORD
1031KG	1031KG	ELK	100	4316	NOORD
1031KS	1031TM	ELK	100	1655	NOORD
1031TM	1031TM	GAS	100	882	NOORD
1031TN	1031TN	ELK	100	1857	NOORD
1031TN	1031TN	GAS	100	890	NOORD
1031TP	1031TP	ELK	100	1576	NOORD
1031TP	1031TP	GAS	100	1155	NOORD
1031TR	1031TR	ELK	100	2026	NOORD
1031TR	1031TR	GAS	100	1328	NOORD
1031TS	1031TS	GAS	100	978	NOORD
1031TS	1031TS	ELK	100	1635	NOORD
1031TT	1031TT	GAS	100	1254	NOORD
1031TT	1031TT	ELK	100	1918	NOORD
1031TV	1031TV	GAS	100	1341	NOORD
1031TV	1031TV	ELK	100	2477	NOORD
1031TW	1031TW	ELK	100	2446	NOORD
1031TW	1031TW	GAS	100	1141	NOORD
1031TX	1031TX	GAS	100	1958	NOORD
1031TX	1031TX	ELK	100	2999	NOORD
1031TZ	1031TZ	GAS	100	1387	NOORD
1031TZ	1031TZ	ELK	100	3066	NOORD
1031VA	1031VA	GAS	100	1160	NOORD
1031VA	1031VA	ELK	100	1602	NOORD
1031VB	1031VB	ELK	100	2202	NOORD
1031VB	1031VB	GAS	100	1434	NOORD
1031VC	1031VC	GAS	100	952	NOORD
1031VC	1031VC	ELK	100	1908	NOORD
1031VD	1031VD	GAS	100	1191	NOORD
1031VD	1031VD	ELK	100	3389	NOORD
1031VE	1031VE	GAS	100	1157	NOORD
1031VE	1031VE	ELK	100	1723	NOORD
1031VG	1031VH	ELK	100	1631	NOORD
1031VG	1031VH	GAS	100	1113	NOORD
1031VJ	1031VK	GAS	100	844	NOORD
1031VJ	1031VK	ELK	100	1996	NOORD
1031VL	1031VL	GAS	100	976	NOORD
1031VL	1031VL	ELK	100	1779	NOORD
1031VM	1031VM	GAS	100	956	NOORD
1031VM	1031VM	ELK	100	2333	NOORD
1031VN	1031VN	GAS	100	946	NOORD
1031VN	1031VN	ELK	100	1867	NOORD
1031VP	1031VP	ELK	100	2004	NOORD
1031VP	1031VP	GAS	100	982	NOORD
1031VR	1031VS	ELK	100	1569	NOORD
1031VR	1031VS	GAS	100	1003	NOORD
1031VT	1031VT	ELK	100	1993	NOORD
1031VT	1031VT	GAS	100	896	NOORD
1031VV	1031VV	ELK	100	1858	NOORD
1031VV	1031VV	GAS	100	960	NOORD
1031VW	1031VX	ELK	100	1874	NOORD
1031VW	1031VX	GAS	100	879	NOORD
1031VZ	1031VZ	GAS	100	796	NOORD
1031VZ	1031VZ	ELK	100	1685	NOORD
1031XA	1031XA	GAS	100	1878	NOORD
1031XA	1031XA	ELK	100	1907	NOORD
1031XB	1031XB	ELK	100	2521	NOORD
1031XB	1031XB	GAS	100	1455	NOORD
1031XC	1031XC	GAS	100	1318	NOORD
1031XC	1031XC	ELK	100	1886	NOORD
1031XD	1031XE	ELK	100	1789	NOORD
1031XD	1031XE	GAS	100	1173	NOORD
1031XG	1031XG	ELK	100	1600	NOORD
1031XG	1031XG	GAS	100	1100	NOORD
1031XH	1031XH	GAS	100	2114	NOORD
1031XJ	1031XJ	ELK	100	3286	NOORD
1031XJ	1031XJ	GAS	100	1968	NOORD
1031XK	1031XK	ELK	100	1055	NOORD
1031XK	1031XL	GAS	100	970	NOORD
1031XL	1031XL	ELK	100	1715	NOORD
1031XM	1031XP	GAS	100	1762	NOORD
1031XM	1031XP	ELK	100	1958	NOORD
1031XR	1031XR	ELK	100	2140	NOORD
1031XR	1031XR	GAS	100	1033	NOORD
1031XS	1031XS	ELK	100	2171	NOORD
1031XS	1031XS	GAS	100	1100	NOORD
1031XT	1031XT	GAS	100	1318	NOORD
1031XT	1031XT	ELK	97,22	2118	NOORD
1031XV	1031XV	ELK	100	2020	NOORD
1031XV	1031XV	GAS	100	1260	NOORD
1031XW	1031XW	GAS	100	996	NOORD
1031XW	1031XW	ELK	100	1861	NOORD
1031XX	1031XX	ELK	100	2496	NOORD
1031XX	1031XX	GAS	100	1487	NOORD
1031XZ	1032AA	GAS	100	1373	NOORD
1031XZ	1032AA	ELK	100	2315	NOORD
1032AB	1032AB	ELK	100	2287	NOORD
1032AB	1032AB	GAS	100	1205	NOORD
1032AC	1032AC	GAS	100	1058	NOORD
1032AC	1032AC	ELK	100	1568	NOORD
1032AD	1032AD	ELK	100	1934	NOORD
1032AD	1032AD	GAS	100	1017	NOORD
1032AE	1032AE	ELK	100	1961	NOORD
1032AE	1032AE	GAS	100	955	NOORD
1032AG	1032AG	GAS	100	1076	NOORD
1032AG	1032AG	ELK	100	2995	NOORD
1032AH	1032AH	GAS	100	1480	NOORD
1032AH	1032AH	ELK	100	2236	NOORD
1032AJ	1032AJ	ELK	100	1910	NOORD
1032AJ	1032AJ	GAS	100	999	NOORD
1032AK	1032AK	ELK	100	1809	NOORD
1032AK	1032AK	GAS	100	911	NOORD
1032AL	1032AL	ELK	100	2173	NOORD
1032AL	1032AL	GAS	100	1112	NOORD
1032AM	1032AM	GAS	100	1059	NOORD
1032AM	1032AM	ELK	100	2373	NOORD
1032AN	1032AP	GAS	100	3583	NOORD
1032AR	1032AR	GAS	100	1117	NOORD
1032AR	1032AR	ELK	100	2077	NOORD
1032AS	1032AS	GAS	100	1156	NOORD
