POSTCODE_VAN	POSTCODE_TOT	PRODUCTSOORT	%Leveringsrichting	SJV	WIJKEN
1066SZ	1066TA	ELK	91,84	3413	NIEUW-WEST
1066TB	1066TB	GAS	100	959	NIEUW-WEST
1066TB	1066TB	ELK	92	2977	NIEUW-WEST
1066TC	1066TC	ELK	100	3917	NIEUW-WEST
1066TC	1066TC	GAS	100	1858	NIEUW-WEST
1066TE	1066TE	ELK	100	3897	NIEUW-WEST
1066TE	1066TE	GAS	100	1507	NIEUW-WEST
1066TG	1066TH	GAS	100	1104	NIEUW-WEST
1066TG	1066TH	ELK	100	3220	NIEUW-WEST
1066TJ	1066TJ	GAS	100	1011	NIEUW-WEST
1066TJ	1066TJ	ELK	100	5117	NIEUW-WEST
1066TK	1066TK	ELK	95,45	3117	NIEUW-WEST
1066TK	1066TK	GAS	100	1508	NIEUW-WEST
1066TL	1066TL	ELK	95,24	3439	NIEUW-WEST
1066TL	1066TL	GAS	100	1222	NIEUW-WEST
1066TM	1066TM	ELK	97,22	3181	NIEUW-WEST
1066TM	1066TM	GAS	100	1080	NIEUW-WEST
1066TW	1066TW	GAS	100	1074	NIEUW-WEST
1066TW	1066TW	ELK	100	2404	NIEUW-WEST
1066TX	1066TX	ELK	100	2279	NIEUW-WEST
1066TX	1066TX	GAS	100	1011	NIEUW-WEST
1066TZ	1066TZ	ELK	100	2400	NIEUW-WEST
1066TZ	1066TZ	GAS	100	998	NIEUW-WEST
1066VA	1066VA	ELK	100	1772	NIEUW-WEST
1066VA	1066VA	GAS	100	1768	NIEUW-WEST
1066VB	1066VB	GAS	100	1573	NIEUW-WEST
1066VB	1066VB	ELK	100	4099	NIEUW-WEST
1066VC	1066VC	ELK	100	2491	NIEUW-WEST
1066VC	1066VC	GAS	100	1333	NIEUW-WEST
1066VE	1066VE	ELK	100	2217	NIEUW-WEST
1066VE	1066VE	GAS	100	1399	NIEUW-WEST
1066VH	1066VZ	GAS	100	1689	NIEUW-WEST
1066VH	1066VH	ELK	100	4709	NIEUW-WEST
1066VW	1066VZ	ELK	100	2297	NIEUW-WEST
1066WB	1066WB	ELK	97,14	3948	NIEUW-WEST
1066WB	1066WB	GAS	100	1083	NIEUW-WEST
1066WC	1066WC	GAS	100	1045	NIEUW-WEST
1066WC	1066WC	ELK	94,44	3328	NIEUW-WEST
1066WD	1066WD	GAS	100	1037	NIEUW-WEST
1066WD	1066WD	ELK	100	3332	NIEUW-WEST
1066WE	1066WE	GAS	100	1418	NIEUW-WEST
1066WH	1066WH	ELK	94,59	3919	NIEUW-WEST
1066WH	1066WH	GAS	100	1307	NIEUW-WEST
1066WJ	1066WJ	GAS	100	1310	NIEUW-WEST
1066WJ	1066WJ	ELK	100	3827	NIEUW-WEST
1066WK	1066WK	ELK	97,65	4008	NIEUW-WEST
1066WK	1066WK	GAS	100	1274	NIEUW-WEST
1066WL	1066WL	GAS	100	1197	NIEUW-WEST
1066WL	1066WL	ELK	100	3549	NIEUW-WEST
1066WN	1066WN	GAS	100	1233	NIEUW-WEST
1066WN	1066WN	ELK	90,48	3798	NIEUW-WEST
1066WP	1066WP	ELK	94,64	3697	NIEUW-WEST
1066WP	1066WP	GAS	100	1369	NIEUW-WEST
1066WR	1066WR	GAS	100	1307	NIEUW-WEST
1066WR	1066WR	ELK	94,12	3390	NIEUW-WEST
1066WS	1066WS	ELK	100	3000	NIEUW-WEST
1066WS	1066WS	GAS	100	1144	NIEUW-WEST
1066WT	1066WT	GAS	100	1325	NIEUW-WEST
1066WT	1066WT	ELK	100	3891	NIEUW-WEST
1066WV	1066WV	ELK	93,75	3407	NIEUW-WEST
1066WV	1066WV	GAS	100	1388	NIEUW-WEST
1066WX	1066WX	ELK	81,25	3583	NIEUW-WEST
1066WX	1066WX	GAS	100	1279	NIEUW-WEST
1066WZ	1066XA	GAS	100	1689	NIEUW-WEST
1066WZ	1066XA	ELK	100	2644	NIEUW-WEST
1066XB	1066XB	ELK	100	5142	NIEUW-WEST
1066XB	1066XB	GAS	100	1402	NIEUW-WEST
1066XC	1066XC	GAS	100	1526	NIEUW-WEST
1066XC	1066XC	ELK	100	2482	NIEUW-WEST
1066XD	1066XD	ELK	100	2144	NIEUW-WEST
1066XD	1066XD	GAS	100	1348	NIEUW-WEST
1066XE	1066XE	GAS	100	1879	NIEUW-WEST
1066XG	1066XG	ELK	100	3109	NIEUW-WEST
1066XG	1066XG	GAS	100	1369	NIEUW-WEST
1066XH	1066XH	GAS	100	1045	NIEUW-WEST
1066XH	1066XH	ELK	100	2330	NIEUW-WEST
1066XJ	1066XJ	GAS	100	1397	NIEUW-WEST
1066XJ	1066XJ	ELK	100	3233	NIEUW-WEST
1066XK	1066XK	GAS	100	1433	NIEUW-WEST
1066XK	1066XK	ELK	100	3550	NIEUW-WEST
1066XL	1066XL	GAS	100	1283	NIEUW-WEST
1066XL	1066XL	ELK	100	3390	NIEUW-WEST
1066XM	1066XM	GAS	100	1096	NIEUW-WEST
1066XM	1066XM	ELK	100	1698	NIEUW-WEST
1066XN	1066XN	GAS	100	1273	NIEUW-WEST
1066XN	1066XN	ELK	100	2128	NIEUW-WEST
1066XP	1066XP	ELK	100	1613	NIEUW-WEST
1066XP	1066XP	GAS	100	1310	NIEUW-WEST
1066XR	1066XR	GAS	100	1217	NIEUW-WEST
1066XR	1066XR	ELK	100	2482	NIEUW-WEST
1066XS	1066XS	ELK	100	2047	NIEUW-WEST
1066XS	1066XS	GAS	100	1162	NIEUW-WEST
1066XT	1066XT	ELK	100	3792	NIEUW-WEST
1066XV	1066XV	ELK	100	1851	NIEUW-WEST
1066XW	1066XW	GAS	100	821	NIEUW-WEST
1066XW	1066XW	ELK	100	2536	NIEUW-WEST
1066XX	1066XX	GAS	100	1027	NIEUW-WEST
1066XX	1066XX	ELK	100	2033	NIEUW-WEST
1066XZ	1066XZ	ELK	100	1266	NIEUW-WEST
1066XZ	1066XZ	GAS	100	781	NIEUW-WEST
1067AA	1067AA	ELK	100	2284	NIEUW-WEST
1067AA	1067AA	GAS	100	1025	NIEUW-WEST
1067AB	1067AB	ELK	96,55	2378	NIEUW-WEST
1067AB	1067AB	GAS	100	1050	NIEUW-WEST
1067AC	1067AC	GAS	100	1088	NIEUW-WEST
1067AC	1067AC	ELK	100	2662	NIEUW-WEST
1067AD	1067AD	ELK	100	2945	NIEUW-WEST
1067AD	1067AD	GAS	100	1409	NIEUW-WEST
1067AE	1067AE	ELK	93,75	3220	NIEUW-WEST
1067AE	1067AE	GAS	100	1564	NIEUW-WEST
1067AG	1067AG	ELK	94,44	2560	NIEUW-WEST
1067AG	1067AG	GAS	100	1225	NIEUW-WEST
1067AH	1067AH	GAS	100	1331	NIEUW-WEST
1067AH	1067AH	ELK	100	2082	NIEUW-WEST
1067AJ	1067AJ	ELK	100	3860	NIEUW-WEST
1067AJ	1067AJ	GAS	100	1398	NIEUW-WEST
1067AK	1067AK	GAS	100	1319	NIEUW-WEST
1067AK	1067AK	ELK	94,44	3690	NIEUW-WEST
1067AL	1067AL	GAS	100	1228	NIEUW-WEST
1067AL	1067AL	ELK	100	1454	NIEUW-WEST
1067AM	1067AM	GAS	100	1168	NIEUW-WEST
1067AN	1067AN	GAS	100	1574	NIEUW-WEST
1067AN	1067AN	ELK	100	3978	NIEUW-WEST
1067AP	1067AP	ELK	100	1814	NIEUW-WEST
1067AP	1067AP	GAS	100	1288	NIEUW-WEST
1067AR	1067AR	GAS	100	1225	NIEUW-WEST
1067AR	1067AR	ELK	92,59	1880	NIEUW-WEST
1067AS	1067AS	GAS	100	1343	NIEUW-WEST
1067AS	1067AS	ELK	88,89	2758	NIEUW-WEST
1067AT	1067AT	ELK	100	2872	NIEUW-WEST
1067AT	1067AT	GAS	100	1289	NIEUW-WEST
1067AV	1067AV	ELK	100	2487	NIEUW-WEST
1067AV	1067AV	GAS	100	1110	NIEUW-WEST
1067AW	1067AW	GAS	100	1409	NIEUW-WEST
1067AW	1067AW	ELK	93,33	2541	NIEUW-WEST
1067AX	1067AX	ELK	100	3040	NIEUW-WEST
1067AX	1067AX	GAS	100	1203	NIEUW-WEST
1067AZ	1067AZ	ELK	100	2590	NIEUW-WEST
1067AZ	1067AZ	GAS	100	1042	NIEUW-WEST
1067BA	1067BA	ELK	100	4224	NIEUW-WEST
1067BA	1067BA	GAS	100	1113	NIEUW-WEST
1067BB	1067BC	ELK	100	3855	NIEUW-WEST
1067BC	1067BC	GAS	100	1249	NIEUW-WEST
1067BD	1067BD	GAS	100	1245	NIEUW-WEST
1067BD	1067BD	ELK	93,75	2813	NIEUW-WEST
1067BE	1067BE	ELK	100	2381	NIEUW-WEST
1067BE	1067BE	GAS	100	1120	NIEUW-WEST
1067BG	1067BG	ELK	100	2752	NIEUW-WEST
1067BG	1067BG	GAS	100	1232	NIEUW-WEST
1067BH	1067BH	ELK	93,75	2428	NIEUW-WEST
1067BH	1067BH	GAS	100	1077	NIEUW-WEST
1067BJ	1067BJ	ELK	100	2879	NIEUW-WEST
1067BJ	1067BJ	GAS	100	1211	NIEUW-WEST
1067BK	1067BL	GAS	100	817	NIEUW-WEST
1067BK	1067BK	ELK	100	2626	NIEUW-WEST
1067BL	1067BL	ELK	100	3923	NIEUW-WEST
1067BM	1067BM	ELK	100	1766	NIEUW-WEST
1067BM	1067BM	GAS	100	859	NIEUW-WEST
1067BN	1067BN	GAS	100	922	NIEUW-WEST
1067BN	1067BN	ELK	100	1968	NIEUW-WEST
1067BP	1067BP	ELK	100	2819	NIEUW-WEST
1067BP	1067BP	GAS	100	1012	NIEUW-WEST
1067BR	1067BR	ELK	89,47	1705	NIEUW-WEST
1067BR	1067BR	GAS	100	907	NIEUW-WEST
1067BS	1067BS	GAS	100	724	NIEUW-WEST
1067BS	1067BS	ELK	100	2444	NIEUW-WEST
1067BT	1067BT	ELK	88,89	4560	NIEUW-WEST
1067BT	1067BT	GAS	100	650	NIEUW-WEST
1067BV	1067BV	ELK	100	1958	NIEUW-WEST
1067BV	1067BV	GAS	100	872	NIEUW-WEST
1067BW	1067BW	ELK	89,47	4039	NIEUW-WEST
1067BW	1067BW	GAS	100	1075	NIEUW-WEST
1067BX	1067BX	GAS	100	806	NIEUW-WEST
1067BX	1067BX	ELK	100	2764	NIEUW-WEST
1067BZ	1067BZ	GAS	100	2206	NIEUW-WEST
1067CA	1067CA	ELK	100	4178	NIEUW-WEST
1067CA	1067CA	GAS	100	1018	NIEUW-WEST
1067CB	1067CB	GAS	100	849	NIEUW-WEST
1067CB	1067CB	ELK	100	1881	NIEUW-WEST
1067CC	1067CC	GAS	100	1070	NIEUW-WEST
1067CC	1067CC	ELK	100	3833	NIEUW-WEST
1067CD	1067CD	GAS	100	1184	NIEUW-WEST
1067CD	1067CD	ELK	100	2249	NIEUW-WEST
1067CE	1067CE	GAS	100	904	NIEUW-WEST
1067CE	1067CE	ELK	100	2712	NIEUW-WEST
1067CH	1067CH	GAS	100	4619	NIEUW-WEST
1067CJ	1067CJ	ELK	100	2660	NIEUW-WEST
1067CK	1067CK	ELK	100	2540	NIEUW-WEST
1067CL	1067CL	ELK	100	2158	NIEUW-WEST
1067CM	1067CM	ELK	100	2253	NIEUW-WEST
1067CN	1067CN	ELK	100	2701	NIEUW-WEST
1067CP	1067CT	GAS	100	754	NIEUW-WEST
1067CP	1067CP	ELK	100	2864	NIEUW-WEST
1067CR	1067CT	ELK	100	4808	NIEUW-WEST
1067CV	1067CV	GAS	100	684	NIEUW-WEST
1067CV	1067CV	ELK	100	1670	NIEUW-WEST
1067CX	1067CX	GAS	100	492	NIEUW-WEST
1067CX	1067CX	ELK	100	526	NIEUW-WEST
1067CZ	1067CZ	ELK	100	460	NIEUW-WEST
1067CZ	1067CZ	GAS	100	730	NIEUW-WEST
1067DB	1067DB	GAS	100	1120	NIEUW-WEST
1067DB	1067DB	ELK	100	3661	NIEUW-WEST
1067DC	1067DC	GAS	100	959	NIEUW-WEST
1067DC	1067DC	ELK	100	2964	NIEUW-WEST
1067DD	1067DE	GAS	100	1290	NIEUW-WEST
1067DE	1067DE	ELK	100	3440	NIEUW-WEST
1067DG	1067DG	ELK	100	3629	NIEUW-WEST
1067DG	1067DG	GAS	100	1451	NIEUW-WEST
1067DH	1067DH	GAS	100	1264	NIEUW-WEST
1067DH	1067DH	ELK	100	4113	NIEUW-WEST
1067DJ	1067DJ	ELK	100	3201	NIEUW-WEST
1067DJ	1067DJ	GAS	100	1199	NIEUW-WEST
1067DW	1067DW	ELK	100	3635	NIEUW-WEST
1067DX	1067DX	ELK	100	2984	NIEUW-WEST
1067DX	1067DX	GAS	100	1067	NIEUW-WEST
1067DZ	1067DZ	GAS	100	1263	NIEUW-WEST
1067DZ	1067DZ	ELK	100	3344	NIEUW-WEST
1067EA	1067EA	GAS	100	932	NIEUW-WEST
1067EB	1067EB	GAS	100	1009	NIEUW-WEST
1067EB	1067EB	ELK	100	1405	NIEUW-WEST
1067EC	1067EC	ELK	100	1636	NIEUW-WEST
1067EC	1067EC	GAS	100	625	NIEUW-WEST
1067ED	1067ED	GAS	100	801	NIEUW-WEST
1067ED	1067ED	ELK	100	1459	NIEUW-WEST
1067EE	1067EE	ELK	100	1909	NIEUW-WEST
1067EE	1067EE	GAS	100	850	NIEUW-WEST
1067EG	1067EG	GAS	100	763	NIEUW-WEST
1067EG	1067EG	ELK	100	3589	NIEUW-WEST
1067EH	1067EH	ELK	100	3201	NIEUW-WEST
1067EH	1067EH	GAS	100	941	NIEUW-WEST
1067EK	1067EK	ELK	100	910	NIEUW-WEST
1067EK	1067EK	GAS	100	919	NIEUW-WEST
1067EL	1067EL	ELK	100	1088	NIEUW-WEST
1067EL	1067EL	GAS	100	616	NIEUW-WEST
1067EM	1067EM	ELK	100	2867	NIEUW-WEST
1067EM	1067EM	GAS	100	748	NIEUW-WEST
1067EN	1067EN	ELK	100	1932	NIEUW-WEST
1067EP	1067EP	GAS	100	925	NIEUW-WEST
1067EP	1067EP	ELK	100	3385	NIEUW-WEST
1067ER	1067ER	GAS	100	779	NIEUW-WEST
1067ER	1067ER	ELK	100	1905	NIEUW-WEST
1067ES	1067ES	GAS	100	771	NIEUW-WEST
1067ES	1067ES	ELK	100	1965	NIEUW-WEST
1067ET	1067ET	ELK	100	1992	NIEUW-WEST
1067ET	1067ET	GAS	100	811	NIEUW-WEST
1067EV	1067EV	GAS	100	1105	NIEUW-WEST
1067EV	1067EV	ELK	100	2314	NIEUW-WEST
1067EW	1067EW	GAS	100	888	NIEUW-WEST
1067EW	1067EW	ELK	100	1881	NIEUW-WEST
1067EX	1067EX	ELK	100	2541	NIEUW-WEST
1067EX	1067EX	GAS	100	814	NIEUW-WEST
1067EZ	1067GB	GAS	100	1252	NIEUW-WEST
1067GA	1067GB	ELK	100	1917	NIEUW-WEST
1067GC	1067GC	ELK	100	1767	NIEUW-WEST
1067GC	1067GC	GAS	100	1134	NIEUW-WEST
1067GD	1067GD	GAS	100	788	NIEUW-WEST
1067GD	1067GD	ELK	100	2097	NIEUW-WEST
1067GE	1067GE	ELK	100	2970	NIEUW-WEST
1067GG	1067GG	GAS	100	1027	NIEUW-WEST
1067GG	1067GG	ELK	100	2043	NIEUW-WEST
1067GH	1067GH	ELK	100	3739	NIEUW-WEST
1067GH	1067GH	GAS	100	751	NIEUW-WEST
1067GJ	1067GJ	ELK	100	2143	NIEUW-WEST
1067GJ	1067GJ	GAS	100	1094	NIEUW-WEST
1067GK	1067GK	GAS	100	1175	NIEUW-WEST
1067GK	1067GK	ELK	100	2064	NIEUW-WEST
1067GL	1067GL	ELK	100	2989	NIEUW-WEST
1067GL	1067GL	GAS	100	1176	NIEUW-WEST
1067GM	1067GM	ELK	100	4385	NIEUW-WEST
1067GN	1067GN	GAS	100	788	NIEUW-WEST
1067GN	1067GN	ELK	100	3259	NIEUW-WEST
1067GP	1067GP	GAS	100	954	NIEUW-WEST
1067GP	1067GP	ELK	100	2407	NIEUW-WEST
1067GR	1067GR	ELK	100	4266	NIEUW-WEST
1067GR	1067GR	GAS	100	982	NIEUW-WEST
1067GS	1067GS	ELK	90	2324	NIEUW-WEST
1067GS	1067GS	GAS	100	647	NIEUW-WEST
1067GT	1067GT	ELK	100	2083	NIEUW-WEST
1067GT	1067GT	GAS	100	515	NIEUW-WEST
1067GV	1067GV	GAS	100	916	NIEUW-WEST
1067GV	1067GV	ELK	84,21	3739	NIEUW-WEST
1067GW	1067GW	GAS	100	884	NIEUW-WEST
1067GW	1067GW	ELK	100	1855	NIEUW-WEST
1067GX	1067GX	ELK	88,89	3717	NIEUW-WEST
1067GX	1067GX	GAS	100	889	NIEUW-WEST
1067GZ	1067GZ	GAS	100	737	NIEUW-WEST
1067GZ	1067GZ	ELK	100	2188	NIEUW-WEST
1067HA	1067HA	GAS	100	1803	NIEUW-WEST
1067HA	1067HA	ELK	100	3320	NIEUW-WEST
1067HB	1067HB	ELK	100	2641	NIEUW-WEST
1067HB	1067HB	GAS	100	1306	NIEUW-WEST
1067HC	1067HC	ELK	100	2762	NIEUW-WEST
1067HC	1067HC	GAS	100	767	NIEUW-WEST
1067HD	1067HD	ELK	100	2205	NIEUW-WEST
1067HD	1067HD	GAS	100	746	NIEUW-WEST
1067HE	1067HE	GAS	100	759	NIEUW-WEST
1067HE	1067HE	ELK	100	3380	NIEUW-WEST
1067HG	1067HG	GAS	100	1028	NIEUW-WEST
1067HG	1067HG	ELK	100	2310	NIEUW-WEST
1067HH	1067HH	ELK	88,89	3539	NIEUW-WEST
1067HH	1067HH	GAS	100	795	NIEUW-WEST
1067HJ	1067HJ	ELK	100	1878	NIEUW-WEST
1067HJ	1067HJ	GAS	100	986	NIEUW-WEST
1067HK	1067HK	ELK	88,89	4403	NIEUW-WEST
1067HK	1067HK	GAS	100	948	NIEUW-WEST
1067HL	1067HL	GAS	100	731	NIEUW-WEST
1067HL	1067HL	ELK	100	1720	NIEUW-WEST
1067HM	1067HM	ELK	88,89	4333	NIEUW-WEST
1067HM	1067HM	GAS	100	821	NIEUW-WEST
1067HN	1067HN	GAS	100	1487	NIEUW-WEST
1067HN	1067HN	ELK	100	3509	NIEUW-WEST
1067HR	1067HW	ELK	100	5042	NIEUW-WEST
1067HW	1067HW	GAS	100	1025	NIEUW-WEST
1067HX	1067HX	ELK	100	1917	NIEUW-WEST
1067HX	1067HX	GAS	100	1260	NIEUW-WEST
1067HZ	1067HZ	GAS	100	4370	NIEUW-WEST
1067JA	1067JA	GAS	100	3054	NIEUW-WEST
1067JB	1067JB	ELK	100	2390	NIEUW-WEST
1067JB	1067JB	GAS	100	843	NIEUW-WEST
1067JC	1067JC	ELK	100	2213	NIEUW-WEST
1067JC	1067JC	GAS	100	1014	NIEUW-WEST
1067JD	1067JD	GAS	100	1213	NIEUW-WEST
1067JD	1067JD	ELK	100	2518	NIEUW-WEST
1067JE	1067JE	ELK	100	2638	NIEUW-WEST
1067JE	1067JE	GAS	100	1106	NIEUW-WEST
1067JG	1067JG	GAS	100	933	NIEUW-WEST
1067JG	1067JG	ELK	100	2783	NIEUW-WEST
1067JH	1067JH	GAS	100	1333	NIEUW-WEST
1067JH	1067JH	ELK	100	1938	NIEUW-WEST
1067JJ	1067JJ	ELK	100	1969	NIEUW-WEST
1067JJ	1067JJ	GAS	100	1618	NIEUW-WEST
1067JK	1067JK	ELK	100	2235	NIEUW-WEST
1067JK	1067JK	GAS	100	1364	NIEUW-WEST
1067JL	1067JL	GAS	100	1455	NIEUW-WEST
1067JL	1067JL	ELK	90	2310	NIEUW-WEST
1067JM	1067JM	ELK	100	1795	NIEUW-WEST
1067JM	1067JM	GAS	100	1274	NIEUW-WEST
1067JN	1067JN	GAS	100	1386	NIEUW-WEST
1067JN	1067JN	ELK	100	1376	NIEUW-WEST
1067JP	1067JR	GAS	100	1848	NIEUW-WEST
1067JS	1067JS	GAS	100	1301	NIEUW-WEST
1067JS	1067JS	ELK	100	4275	NIEUW-WEST
1067JT	1067JT	GAS	100	1544	NIEUW-WEST
1067JT	1067JT	ELK	100	2483	NIEUW-WEST
1067JV	1067JV	GAS	100	1301	NIEUW-WEST
1067JV	1067JV	ELK	100	2538	NIEUW-WEST
1067JW	1067JW	ELK	100	4452	NIEUW-WEST
1067JX	1067JX	ELK	100	2194	NIEUW-WEST
1067JZ	1067JZ	ELK	100	2019	NIEUW-WEST
1067KA	1067KA	GAS	100	1162	NIEUW-WEST
1067KA	1067KA	ELK	100	3201	NIEUW-WEST
1067KB	1067KB	GAS	100	1013	NIEUW-WEST
1067KB	1067KB	ELK	100	3055	NIEUW-WEST
1067KC	1067KC	ELK	100	2281	NIEUW-WEST
1067KC	1067KC	GAS	100	1052	NIEUW-WEST
1067KD	1067KD	GAS	100	710	NIEUW-WEST
1067KD	1067KD	ELK	100	2269	NIEUW-WEST
1067KE	1067KE	GAS	100	911	NIEUW-WEST
1067KE	1067KE	ELK	100	2554	NIEUW-WEST
1067KG	1067KG	GAS	100	1022	NIEUW-WEST
1067KG	1067KG	ELK	100	3395	NIEUW-WEST
1067KH	1067KH	ELK	100	5151	NIEUW-WEST
1067KH	1067KH	GAS	100	1091	NIEUW-WEST
1067KJ	1067KJ	GAS	100	1056	NIEUW-WEST
1067KJ	1067KJ	ELK	100	1922	NIEUW-WEST
1067KK	1067KK	GAS	100	1237	NIEUW-WEST
1067KK	1067KK	ELK	100	3460	NIEUW-WEST
1067KL	1067KL	ELK	100	4015	NIEUW-WEST
1067KL	1067KL	GAS	100	1360	NIEUW-WEST
1067KM	1067KM	GAS	100	1197	NIEUW-WEST
1067KM	1067KM	ELK	100	1977	NIEUW-WEST
1067KN	1067KN	GAS	100	1389	NIEUW-WEST
1067KN	1067KN	ELK	100	2547	NIEUW-WEST
1067KP	1067KP	GAS	100	1961	NIEUW-WEST
1067KR	1067KR	GAS	100	1105	NIEUW-WEST
1067KR	1067KR	ELK	95,56	2118	NIEUW-WEST
1067KS	1067KS	GAS	100	1064	NIEUW-WEST
1067KS	1067KS	ELK	100	3101	NIEUW-WEST
1067KT	1067KT	GAS	100	1048	NIEUW-WEST
1067KT	1067KT	ELK	100	1977	NIEUW-WEST
1067KV	1067KV	GAS	100	1229	NIEUW-WEST
1067KV	1067KV	ELK	100	1547	NIEUW-WEST
1067KW	1067KW	ELK	100	1672	NIEUW-WEST
1067KW	1067KW	GAS	100	1134	NIEUW-WEST
1067KX	1067KX	GAS	100	1098	NIEUW-WEST
1067KX	1067KX	ELK	100	4828	NIEUW-WEST
1067KZ	1067KZ	GAS	100	878	NIEUW-WEST
1067KZ	1067KZ	ELK	100	1784	NIEUW-WEST
1067LA	1067LA	GAS	100	919	NIEUW-WEST
1067LA	1067LA	ELK	100	3542	NIEUW-WEST
1067LB	1067LB	GAS	100	1541	NIEUW-WEST
1067LB	1067LB	ELK	100	1840	NIEUW-WEST
1067LC	1067LC	GAS	100	1522	NIEUW-WEST
1067LC	1067LC	ELK	100	2897	NIEUW-WEST
1067LD	1067LD	ELK	100	1933	NIEUW-WEST
1067LD	1067LD	GAS	100	1566	NIEUW-WEST
1067LE	1067LE	GAS	100	1613	NIEUW-WEST
1067LE	1067LE	ELK	100	2215	NIEUW-WEST
1067LG	1067LG	GAS	100	1525	NIEUW-WEST
1067LG	1067LG	ELK	100	1847	NIEUW-WEST
1067LH	1067LH	ELK	100	2577	NIEUW-WEST
1067LH	1067LH	GAS	100	1574	NIEUW-WEST
1067LJ	1067LJ	GAS	100	1195	NIEUW-WEST
1067LJ	1067LJ	ELK	94,74	2792	NIEUW-WEST
1067LK	1067LL	GAS	100	1498	NIEUW-WEST
1067LK	1067LK	ELK	100	2670	NIEUW-WEST
1067LL	1067LL	ELK	92,86	1734	NIEUW-WEST
1067LM	1067LM	ELK	100	2062	NIEUW-WEST
1067LM	1067LM	GAS	100	1708	NIEUW-WEST
1067LN	1067LN	GAS	100	594	NIEUW-WEST
1067LN	1067LN	ELK	100	2116	NIEUW-WEST
1067LP	1067LP	ELK	100	2724	NIEUW-WEST
1067LR	1067LR	ELK	100	2875	NIEUW-WEST
1067LS	1067LS	ELK	100	3060	NIEUW-WEST
1067LT	1067LT	ELK	100	3662	NIEUW-WEST
1067LT	1067LV	GAS	100	1121	NIEUW-WEST
1067LV	1067LV	ELK	100	3454	NIEUW-WEST
1067LW	1067LX	ELK	100	1441	NIEUW-WEST
1067LW	1067LX	GAS	100	1612	NIEUW-WEST
1067LZ	1067LZ	ELK	94,44	2681	NIEUW-WEST
1067LZ	1067LZ	GAS	100	1668	NIEUW-WEST
1067MB	1067MB	ELK	100	4399	NIEUW-WEST
1067MB	1067MB	GAS	100	988	NIEUW-WEST
1067MD	1067ME	GAS	100	3184	NIEUW-WEST
1067ME	1067ME	ELK	71,43	2580	NIEUW-WEST
1067MG	1067MG	GAS	100	1067	NIEUW-WEST
1067MG	1067MG	ELK	90,48	3379	NIEUW-WEST
1067MH	1067MH	GAS	100	984	NIEUW-WEST
1067MH	1067MH	ELK	100	3321	NIEUW-WEST
1067MJ	1067MJ	ELK	100	3732	NIEUW-WEST
1067MJ	1067MJ	GAS	100	1154	NIEUW-WEST
1067MK	1067MK	ELK	100	3214	NIEUW-WEST
1067MK	1067MK	GAS	100	1014	NIEUW-WEST
1067ML	1067ML	ELK	100	2838	NIEUW-WEST
1067MN	1067MN	ELK	100	2548	NIEUW-WEST
1067MP	1067MT	ELK	100	3744	NIEUW-WEST
1067MP	1067MT	GAS	100	1544	NIEUW-WEST
1067MV	1067MX	GAS	100	886	NIEUW-WEST
1067MV	1067MX	ELK	100	4138	NIEUW-WEST
1067MZ	1067MZ	ELK	100	2658	NIEUW-WEST
1067MZ	1067MZ	GAS	100	1197	NIEUW-WEST
1067NA	1067NA	ELK	100	2239	NIEUW-WEST
1067NA	1067NA	GAS	100	1353	NIEUW-WEST
1067NB	1067NB	ELK	100	2348	NIEUW-WEST
1067NB	1067NB	GAS	100	1354	NIEUW-WEST
1067NC	1067NC	ELK	100	2228	NIEUW-WEST
1067NC	1067NC	GAS	100	1538	NIEUW-WEST
1067ND	1067ND	ELK	100	2242	NIEUW-WEST
1067ND	1067ND	GAS	100	1640	NIEUW-WEST
1067NE	1067NE	GAS	100	1300	NIEUW-WEST
1067NE	1067NE	ELK	100	1738	NIEUW-WEST
1067NG	1067NG	GAS	100	1537	NIEUW-WEST
1067NG	1067NG	ELK	100	2931	NIEUW-WEST
1067NH	1067NH	ELK	100	3942	NIEUW-WEST
1067NH	1067NH	GAS	100	969	NIEUW-WEST
1067NJ	1067NK	ELK	100	1546	NIEUW-WEST
1067NJ	1067NK	GAS	100	1218	NIEUW-WEST
1067NL	1067NL	GAS	100	1193	NIEUW-WEST
1067NL	1067NL	ELK	100	1606	NIEUW-WEST
1067NM	1067NM	ELK	100	2472	NIEUW-WEST
1067NM	1067NM	GAS	100	1328	NIEUW-WEST
1067NN	1067NN	ELK	100	2018	NIEUW-WEST
1067NN	1067NN	GAS	100	993	NIEUW-WEST
1067NP	1067NP	ELK	100	2694	NIEUW-WEST
1067NP	1067NP	GAS	100	1704	NIEUW-WEST
1067NR	1067NR	GAS	100	2535	NIEUW-WEST
1067NR	1067NR	ELK	100	2593	NIEUW-WEST
1067NS	1067NS	ELK	100	2984	NIEUW-WEST
1067NS	1067NS	GAS	100	1270	NIEUW-WEST
1067NT	1067NT	ELK	100	1914	NIEUW-WEST
1067NT	1067NT	GAS	100	935	NIEUW-WEST
1067NV	1067NV	ELK	100	2319	NIEUW-WEST
1067NV	1067NV	GAS	100	1396	NIEUW-WEST
1067NW	1067NW	GAS	100	1855	NIEUW-WEST
1067NW	1067NW	ELK	100	2625	NIEUW-WEST
1067NX	1067NX	ELK	100	1755	NIEUW-WEST
1067NX	1067NX	GAS	100	1394	NIEUW-WEST
