MEETVERANTWOORDELIJKE	NETBEHEERDER	STRAATNAAM	POSTCODE_VAN	POSTCODE_TOT	PRODUCTSOORT	VERBRUIKSSEGMENT	Aantal Aansluitingen	%Leveringsrichting	%Fysieke status	%Soort aansluiting	Soort aansluiting Naam	SJV	%SJV laag tarief	%Slimme Meter	Gemiddeld aantal telwielen	WIJK
Liander N.V.	Liander N.V. (NW)	De Ruyterkade	1011	1011	ELK	KVB	25	100	68	28	3x25	14981	16	0	1,4	CENTRUM
Liander N.V.	Liander N.V. (NW)	De Ruyterkade	1011	1011	ELK	KVB	33	100	66,67	30	3x25	11210	15,15	3,03	1,3	CENTRUM
Liander N.V.	GAS Liander	De Ruyterkade	1011	1011	GAS	KVB	22	100	81,82	41	G4	3893	0	4,55	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Oosterdokskade	1011	1011	ELK	KVB	21	100	23,81	57	3x25	3859	38,1	0	1,6	CENTRUM
Liander N.V.	GAS Liander	Oosterdokskade	1011	1011	GAS	KVB	11	100	45,45	82	G4	1279	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Oosterdokskade AB	1011	1011	ELK	KVB	19	100	36,84	68	3x25	2989	26,32	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Prins Hendrikkade	1011	1011	ELK	KVB	12	100	91,67	50	3x25	17293	58,33	16,67	1,6	CENTRUM
Liander N.V.	GAS Liander	Prins Hendrikkade	1011	1011	GAS	KVB	27	100	100	93	G4	2869	0	7,41	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Prins Hendrikkade	1011	1011	ELK	KVB	21	100	100	67	1x25	3187	14,29	0	1,1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Prins Hendrikkade	1011	1011	ELK	KVB	18	100	83,33	39	1x25	9344	11,11	0	1,1	CENTRUM
Liander N.V.	GAS Liander	Prins Hendrikkade	1011	1011	GAS	KVB	15	100	86,67	67	G4	1770	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Prins Hendrikkade	1011	1011	ELK	KVB	13	100	84,62	54	3x25	6333	23,08	0	1,2	CENTRUM
Liander N.V.	Liander N.V. (NW)	Houtkopersdwarsstraat	1011	1011	ELK	KVB	14	100	92,86	43	3x25	7072	35,71	0	1,5	CENTRUM
Liander N.V.	GAS Liander	Prins Hendrikkade	1011	1011	GAS	KVB	27	100	96,3	89	G4	2218	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Prins Hendrikkade	1011	1011	ELK	KVB	28	100	96,43	32	3x25	2753	10,71	0	1,2	CENTRUM
Liander N.V.	Liander N.V. (NW)	Prins Hendrikkade	1011	1011	ELK	KVB	20	100	70	50	1x35	5289	15	5	1,1	CENTRUM
Liander N.V.	GAS Liander	Prins Hendrikkade	1011	1011	GAS	KVB	19	100	73,68	89	G4	2605	0	5,26	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Prins Hendrikkade	1011	1011	ELK	KVB	33	100	93,94	42	1x25	7010	21,21	3,03	1,2	CENTRUM
Liander N.V.	GAS Liander	Prins Hendrikkade	1011	1011	GAS	KVB	19	100	100	68	G4	2502	0	5,26	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	SCHIPPERSSTR	1011	1011	ELK	KVB	13	100	84,62	46	3x25	4607	23,08	0	1,3	CENTRUM
Liander N.V.	GAS Liander	Prins Hendrikkade	1011	1011	GAS	KVB	20	100	100	65	G4	5996	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Prins Hendrikkade	1011	1011	ELK	KVB	17	100	100	41	3x25	6940	23,53	0	1,4	CENTRUM
Liander N.V.	Liander N.V. (NW)	Prins Hendrikkade	1011	1011	ELK	KVB	18	100	88,89	50	3x25	4799	16,67	0	1,1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Prins Hendrikkade	1011	1011	ELK	KVB	21	100	95,24	67	1x25	2725	9,52	0	1,1	CENTRUM
Liander N.V.	GAS Liander	Prins Hendrikkade	1011	1011	GAS	KVB	13	100	100	92	G4	1400	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Buiten Bantammerstraat	1011	1011	ELK	KVB	15	100	86,67	53	3x25	3968	6,67	0	1,1	CENTRUM
Liander N.V.	GAS Liander	Buiten Bantammerstraat	1011	1011	GAS	KVB	13	100	92,31	77	G4	2488	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Schippersstraat	1011	1011	ELK	KVB	16	100	93,75	63	1x35	3298	75	68,75	1,3	CENTRUM
Liander N.V.	GAS Liander	Schippersstraat	1011	1011	GAS	KVB	14	100	92,86	79	G4	2331	0	35,71	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Schippersstraat	1011	1011	ELK	KVB	13	100	23,08	54	3x25	1901	30,77	0	1	CENTRUM
Liander N.V.	GAS Liander	Schippersstraat	1011	1011	GAS	KVB	11	100	18,18	91	G4	982	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Schippersstraat	1011	1011	ELK	KVB	24	100	95,83	50	1x35	3383	16,67	0	1,2	CENTRUM
Liander N.V.	GAS Liander	Schippersstraat	1011	1011	GAS	KVB	22	100	95,45	91	G4	2278	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Kalkmarkt	1011	1011	ELK	KVB	23	100	78,26	65	3x25	4416	21,74	21,74	1,3	CENTRUM
Liander N.V.	GAS Liander	Kalkmarkt	1011	1011	GAS	KVB	15	100	100	87	G4	2558	0	33,33	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Binnenkant AB	1011	1011	ELK	KVB	10	100	100	70	3x25	2703	0	0	1	CENTRUM
Liander N.V.	GAS Liander	Binnenkant AB	1011	1011	GAS	KVB	43	100	95,35	84	G4	2122	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Binnenkant	1011	1011	ELK	KVB	17	100	70,59	82	3x25	2396	11,76	0	1,2	CENTRUM
Liander N.V.	Liander N.V. (NW)	Binnenkant	1011	1011	ELK	KVB	32	100	93,75	56	3x25	3376	15,63	3,13	1,1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Binnenkant	1011	1011	ELK	KVB	22	100	90,91	45	1x25	6422	22,73	0	1,2	CENTRUM
Liander N.V.	GAS Liander	Binnenkant	1011	1011	GAS	KVB	16	100	100	69	G4	3450	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Binnenkant	1011	1011	ELK	KVB	16	100	100	50	3x25	2560	0	0	1,2	CENTRUM
Liander N.V.	GAS Liander	Binnenkant	1011	1011	GAS	KVB	14	100	100	86	G4	1553	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Binnenkant	1011	1011	ELK	KVB	23	100	100	87	1x25	1831	0	0	1	CENTRUM
Liander N.V.	GAS Liander	Binnenkant	1011	1011	GAS	KVB	20	100	100	85	G4	1447	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Binnenkant	1011	1011	ELK	KVB	21	100	71,43	76	3x25	3394	0	0	1	CENTRUM
Liander N.V.	GAS Liander	Binnenkant	1011	1011	GAS	KVB	15	100	86,67	73	G4	1553	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Binnenkant	1011	1011	ELK	KVB	17	100	88,24	76	3x25	3068	5,88	0	1,1	CENTRUM
Liander N.V.	GAS Liander	Binnenkant	1011	1011	GAS	KVB	14	100	92,86	86	G4	2757	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Binnenkant	1011	1011	ELK	KVB	15	100	100	53	1x25	2828	20	0	1,2	CENTRUM
Liander N.V.	GAS Liander	Binnenkant	1011	1011	GAS	KVB	11	100	100	91	G4	1619	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Kromme Waal	1011	1011	ELK	KVB	26	100	76,92	62	3x25	3165	11,54	3,85	1,2	CENTRUM
Liander N.V.	GAS Liander	Kromme Waal	1011	1011	GAS	KVB	24	100	66,67	67	G4	2010	0	4,17	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Kromme Waal	1011	1011	ELK	KVB	31	100	93,55	52	3x25	2660	6,45	3,23	1,1	CENTRUM
Liander N.V.	GAS Liander	Kromme Waal	1011	1011	GAS	KVB	27	100	96,3	89	G4	1718	0	3,7	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Kromme Waal	1011	1011	ELK	KVB	20	100	70	50	3x25	2390	0	0	1,1	CENTRUM
Liander N.V.	GAS Liander	Kromme Waal	1011	1011	GAS	KVB	18	100	61,11	61	G4	2056	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Kromme Waal	1011	1011	ELK	KVB	33	100	100	55	3x25	2738	3,03	0	1,1	CENTRUM
Liander N.V.	GAS Liander	Kromme Waal	1011	1011	GAS	KVB	27	100	100	100	G4	1057	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Oude Waal	1011	1011	ELK	KVB	22	100	100	100	1x25	1758	0	0	1	CENTRUM
Liander N.V.	GAS Liander	Oude Waal	1011	1011	GAS	KVB	20	100	100	100	G4	1094	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Oude Waal	1011	1011	ELK	KVB	28	100	92,86	54	1x25	3860	7,14	0	1,2	CENTRUM
Liander N.V.	GAS Liander	Oude Waal	1011	1011	GAS	KVB	25	100	96	80	G4	1315	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Oude Waal	1011	1011	ELK	KVB	37	100	56,76	73	3x25	1845	0	0	1,1	CENTRUM
Liander N.V.	GAS Liander	Oude Waal	1011	1011	GAS	KVB	23	100	78,26	78	G4	1633	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Oude Waal	1011	1011	ELK	KVB	25	100	80	52	1x25	2718	12	12	1,1	CENTRUM
Liander N.V.	GAS Liander	Oude Waal	1011	1011	GAS	KVB	18	100	94,44	94	G4	1382	0	16,67	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Oude Waal	1011	1011	ELK	KVB	21	100	100	57	1x25	2704	4,76	0	1,2	CENTRUM
Liander N.V.	GAS Liander	Oude Waal	1011	1011	GAS	KVB	18	100	100	89	G4	1704	0	0	1	CENTRUM
Liander N.V.	GAS Liander	Oude Waal	1011	1011	GAS	KVB	15	100	100	100	G4	1266	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Recht Boomssloot  94 to	1011	1011	ELK	KVB	17	100	94,12	76	1x25	2325	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Oude Waal	1011	1011	ELK	KVB	12	91,67	83,33	50	3x25	1737	16,67	25	1	CENTRUM
Liander N.V.	GAS Liander	Oude Waal	1011	1011	GAS	KVB	34	100	100	88	G4	2298	0	8,82	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Oude Waal AB	1011	1011	ELK	KVB	28	100	92,86	46	3x25	9883	14,29	0	1,5	CENTRUM
Liander N.V.	Liander N.V. (NW)	Binnen Bantammerstraat	1011	1011	ELK	KVB	16	100	100	81	1x25	6379	12,5	0	1,3	CENTRUM
Liander N.V.	GAS Liander	Binnen Bantammerstraat	1011	1011	GAS	KVB	15	100	100	100	G4	1445	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Binnen Bantammerstraat	1011	1011	ELK	KVB	14	100	100	86	1x25	2162	0	0	1,1	CENTRUM
Liander N.V.	GAS Liander	Binnen Bantammerstraat	1011	1011	GAS	KVB	12	100	100	100	G4	1176	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Binnen Bantammerstraat	1011	1011	ELK	KVB	10	100	100	80	1x25	1615	0	0	1	CENTRUM
Liander N.V.	GAS Liander	Binnen Bantammerstraat	1011	1011	GAS	KVB	59	100	96,61	93	G4	1227	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Nieuwe Jonkerstraat	1011	1011	ELK	KVB	63	100	82,54	33	1x25	2623	4,76	0	1,1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Nieuwe Ridderstraat	1011	1011	ELK	KVB	28	100	92,86	50	1x25	3703	7,14	0	1,2	CENTRUM
Liander N.V.	GAS Liander	Nieuwe Ridderstraat	1011	1011	GAS	KVB	20	100	100	85	G4	3358	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Recht Boomssloot	1011	1011	ELK	KVB	26	100	100	69	1x25	1840	0	0	1	CENTRUM
Liander N.V.	GAS Liander	Recht Boomssloot	1011	1011	GAS	KVB	22	100	100	86	G4	1523	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Recht Boomssloot	1011	1011	ELK	KVB	18	100	88,89	44	1x25	2608	0	0	1,1	CENTRUM
Liander N.V.	GAS Liander	Recht Boomssloot	1011	1011	GAS	KVB	17	100	94,12	100	G4	1389	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Recht Boomssloot	1011	1011	ELK	KVB	18	100	100	83	1x25	2003	5,56	0	1,1	CENTRUM
Liander N.V.	GAS Liander	Recht Boomssloot	1011	1011	GAS	KVB	17	100	100	100	G4	1411	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Recht Boomssloot	1011	1011	ELK	KVB	15	100	100	53	1x25	2549	0	0	1	CENTRUM
Liander N.V.	GAS Liander	Recht Boomssloot	1011	1011	GAS	KVB	13	100	100	100	G4	1198	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Recht Boomssloot	1011	1011	ELK	KVB	19	100	100	68	1x25	2105	0	0	1,1	CENTRUM
Liander N.V.	GAS Liander	Recht Boomssloot	1011	1011	GAS	KVB	19	100	100	95	G4	933	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Recht Boomssloot	1011	1011	ELK	KVB	20	100	95	65	1x25	2487	20	20	1	CENTRUM
Liander N.V.	GAS Liander	Recht Boomssloot	1011	1011	GAS	KVB	19	100	100	95	G4	1350	0	21,05	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Lastageweg	1011	1011	ELK	KVB	10	100	100	90	1x25	3984	10	0	1,1	CENTRUM
Liander N.V.	GAS Liander	Lastageweg	1011	1011	GAS	KVB	109	100	97,25	98	G4	1428	0	88,07	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	J.W. Siebbeleshof	1011	1011	ELK	KVB	125	100	97,6	93	1x35	3451	81,6	96,8	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	W Frederik Hermansstr	1011	1011	ELK	KVB	87	100	100	97	1x35	3367	100	100		CENTRUM
Liander N.V.	Liander N.V. (NW)	Oosterdoksstraat	1011	1011	ELK	KVB	67	100	95,52	84	1x35	3863	49,25	49,25	1	CENTRUM
Liander N.V.	GAS Liander	Oosterdokskade	1011	1011	GAS	KVB	46	100	93,48	85	G4	2059	0	6,52	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Dijkdwarsstraat	1011	1011	ELK	KVB	52	100	80,77	69	1x25	3062	7,69	0	1,1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Recht Boomssloot	1011	1011	ELK	KVB	24	100	100	88	1x25	2068	25	25	1	CENTRUM
Liander N.V.	GAS Liander	Recht Boomssloot	1011	1011	GAS	KVB	21	100	100	100	G4	1036	0	23,81	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Recht Boomssloot	1011	1011	ELK	KVB	19	100	89,47	47	1x25	7288	21,05	0	1,3	CENTRUM
Liander N.V.	GAS Liander	Recht Boomssloot	1011	1011	GAS	KVB	18	100	88,89	67	G4	2768	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Recht Boomssloot	1011	1011	ELK	KVB	14	100	100	86	1x25	2262	0	0	1	CENTRUM
Liander N.V.	GAS Liander	Recht Boomssloot	1011	1011	GAS	KVB	12	100	100	92	G4	1347	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Montelbaanstraat	1011	1011	ELK	KVB	16	100	100	100	1x25	1931	0	0	1	CENTRUM
Liander N.V.	GAS Liander	Montelbaanstraat	1011	1011	GAS	KVB	16	100	100	100	G4	1015	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Montelbaanstraat	1011	1011	ELK	KVB	22	100	95,45	82	1x25	1712	0	0	1,1	CENTRUM
Liander N.V.	GAS Liander	Montelbaanstraat	1011	1011	GAS	KVB	21	100	100	95	G4	3113	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Geldersekade	1011	1011	ELK	KVB	38	100	97,37	74	1x25	3531	18,42	13,16	1,1	CENTRUM
Liander N.V.	GAS Liander	Geldersekade	1011	1011	GAS	KVB	32	100	100	91	G4	1569	0	12,5	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Geldersekade	1011	1011	ELK	KVB	46	100	91,3	41	1x25	5486	6,52	2,17	1,1	CENTRUM
Liander N.V.	GAS Liander	Geldersekade	1011	1011	GAS	KVB	34	100	100	97	G4	1518	0	2,94	1	CENTRUM
Liander N.V.	GAS Liander	Geldersekade	1011	1011	GAS	KVB	23	100	95,65	87	G4	2988	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	geldersekd	1011	1011	ELK	KVB	27	100	96,3	56	1x25	5868	7,41	0	1,1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Geldersekade	1011	1011	ELK	KVB	47	100	87,23	57	1x25	3957	12,77	2,13	1,1	CENTRUM
Liander N.V.	GAS Liander	Geldersekade	1011	1011	GAS	KVB	37	100	89,19	89	G4	1466	0	2,7	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Geldersekade	1011	1011	ELK	KVB	23	100	91,3	48	1x25	5690	8,7	0	1,1	CENTRUM
Liander N.V.	GAS Liander	Geldersekade	1011	1011	GAS	KVB	15	100	100	80	G4	2685	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Geldersekade	1011	1011	ELK	KVB	30	100	96,67	70	1x25	7524	16,67	0	1,2	CENTRUM
Liander N.V.	GAS Liander	Geldersekade	1011	1011	GAS	KVB	25	100	100	92	G4	2714	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Waalsteeg	1011	1011	ELK	KVB	10	100	100	40	1x25	3952	0	0	1	CENTRUM
Liander N.V.	GAS Liander	Waalsteeg	1011	1011	GAS	KVB	47	100	100	98	G4	1579	0	2,13	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Koningsstraat	1011	1011	ELK	KVB	42	100	100	57	1x25	4565	16,67	2,38	1,5	CENTRUM
Liander N.V.	Liander N.V. (NW)	Koningsstraat	1011	1011	ELK	KVB	47	100	100	53	3x25	3718	4,26	2,13	1,3	CENTRUM
Liander N.V.	GAS Liander	Koningsstraat	1011	1011	GAS	KVB	44	100	97,73	98	G4	1304	0	2,27	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Korte Koningsstraat	1011	1011	ELK	KVB	27	100	100	63	1x25	2416	7,41	3,7	1,3	CENTRUM
Liander N.V.	GAS Liander	Korte Koningsstraat	1011	1011	GAS	KVB	25	100	100	96	G4	1211	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Korte Koningsstraat	1011	1011	ELK	KVB	13	100	69,23	54	3x25	1689	0	0	1,3	CENTRUM
Liander N.V.	GAS Liander	Korte Koningsstraat	1011	1011	GAS	KVB	31	100	100	97	G4	1078	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Korte Koningsstraat	1011	1011	ELK	KVB	28	100	92,86	75	1x25	2634	14,29	0	1,2	CENTRUM
Liander N.V.	Liander N.V. (NW)	Korte Koningsdwarsstraat	1011	1011	ELK	KVB	21	100	76,19	57	1x25	1946	0	0	1,3	CENTRUM
Liander N.V.	GAS Liander	Korte Koningsdwarsstraat	1011	1011	GAS	KVB	60	100	100	97	G4	1249	0	13,33	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Keizersstraat	1011	1011	ELK	KVB	52	100	98,08	56	1x35	2561	19,23	17,31	1,1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Korte Keizersstraat	1011	1011	ELK	KVB	22	100	100	73	1x25	1538	4,55	0	1,1	CENTRUM
Liander N.V.	GAS Liander	Korte Keizersstraat	1011	1011	GAS	KVB	19	100	100	100	G4	1940	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Korte Keizersstraat	1011	1011	ELK	KVB	24	100	100	71	1x25	1406	0	0	1	CENTRUM
Liander N.V.	GAS Liander	Korte Keizersstraat	1011	1011	GAS	KVB	20	100	100	100	G4	1031	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Korte Keizersdwarsstraat	1011	1011	ELK	KVB	18	100	100	83	1x25	2285	0	0	1	CENTRUM
Liander N.V.	GAS Liander	Korte Keizersdwarsstraat	1011	1011	GAS	KVB	16	100	100	100	G4	1559	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Kleersloot	1011	1011	ELK	KVB	92	100	96,74	63	1x25	2038	5,43	1,09	1,2	CENTRUM
Liander N.V.	GAS Liander	Kleersloot	1011	1011	GAS	KVB	79	100	100	99	G4	887	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Korte Dijkstraat	1011	1011	ELK	KVB	21	100	95,24	67	1x25	2193	23,81	19,05	1,1	CENTRUM
Liander N.V.	GAS Liander	Korte Dijkstraat	1011	1011	GAS	KVB	18	100	100	100	G4	1550	0	16,67	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Brandewijnsteeg	1011	1011	ELK	KVB	26	100	100	96	1x25	2086	11,54	11,54	1,2	CENTRUM
Liander N.V.	GAS Liander	Brandewijnsteeg	1011	1011	GAS	KVB	26	100	100	96	G4	1266	0	11,54	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Krom Boomssloot	1011	1011	ELK	KVB	13	100	100	77	1x25	1258	0	0	1	CENTRUM
Liander N.V.	GAS Liander	Krom Boomssloot	1011	1011	GAS	KVB	37	100	100	100	G4	1066	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Krom Boomssloot	1011	1011	ELK	KVB	33	100	100	52	1x25	1916	9,09	0	1,5	CENTRUM
Liander N.V.	Liander N.V. (NW)	Krom Boomssloot	1011	1011	ELK	KVB	42	100	95,24	43	1x25	4753	11,9	0	1,1	CENTRUM
Liander N.V.	GAS Liander	Krom Boomssloot	1011	1011	GAS	KVB	36	100	94,44	89	G4	1520	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Krom Boomssloot	1011	1011	ELK	KVB	13	100	100	77	1x25	2706	7,69	0	1,2	CENTRUM
Liander N.V.	GAS Liander	Krom Boomssloot	1011	1011	GAS	KVB	10	100	100	90	G4	741	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Krom Boomssloot	1011	1011	ELK	KVB	20	100	85	45	3x25	1960	10	0	1,3	CENTRUM
Liander N.V.	GAS Liander	Krom Boomssloot	1011	1011	GAS	KVB	15	100	93,33	87	G4	1306	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Krom Boomssloot	1011	1011	ELK	KVB	13	100	92,31	46	3x25	6248	7,69	0	1,3	CENTRUM
Liander N.V.	GAS Liander	Krom Boomssloot	1011	1011	GAS	KVB	22	100	95,45	77	G4	2058	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Krom Boomssloot	1011	1011	ELK	KVB	17	100	100	94	1x25	1211	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Snoekjesgracht	1011	1011	ELK	KVB	38	100	100	95	1x25	1313	0	0	1	CENTRUM
Liander N.V.	GAS Liander	Snoekjesgracht	1011	1011	GAS	KVB	34	100	100	100	G4	858	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Snoekjesgracht  ab	1011	1011	ELK	KVB	227	100	97,8	60	1x25	3533	23,79	13,22	1,3	CENTRUM
Liander N.V.	GAS Liander	Snoekjessteeg	1011	1011	GAS	KVB	204	100	99,51	98	G4	1144	0	9,8	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Nieuwe Hoogstraat	1011	1011	ELK	KVB	59	100	77,97	49	1x25	3266	16,95	13,56	1,1	CENTRUM
Liander N.V.	GAS Liander	Nieuwe Hoogstraat	1011	1011	GAS	KVB	48	100	79,17	96	G4	1058	0	12,5	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Nieuwe Hoogstraat	1011	1011	ELK	KVB	35	100	65,71	51	1x25	6203	40	31,43	1,2	CENTRUM
Liander N.V.	GAS Liander	Nieuwe Hoogstraat	1011	1011	GAS	KVB	30	100	70	93	G4	1425	0	36,67	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Nieuwe Hoogstraat	1011	1011	ELK	KVB	19	100	100	37	1x25	6772	26,32	21,05	1,3	CENTRUM
Liander N.V.	GAS Liander	Nieuwe Hoogstraat	1011	1011	GAS	KVB	18	100	100	94	G4	1550	0	22,22	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Nieuwe Hoogstraat	1011	1011	ELK	KVB	28	100	100	54	3x25	4761	21,43	0	1,3	CENTRUM
Liander N.V.	GAS Liander	Nieuwe Hoogstraat	1011	1011	GAS	KVB	26	100	100	92	G4	1066	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Onkelboerensteeg	1011	1011	ELK	KVB	20	100	100	90	3x25	2350	5	0	1,1	CENTRUM
Liander N.V.	GAS Liander	Onkelboerensteeg	1011	1011	GAS	KVB	20	100	100	100	G4	1368	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Zandstraat	1011	1011	ELK	KVB	16	100	100	50	3x25	2496	12,5	0	1,1	CENTRUM
Liander N.V.	GAS Liander	Zandstraat	1011	1011	GAS	KVB	14	100	100	79	G4	1574	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Zandstraat	1011	1011	ELK	KVB	10	100	100	70	1x25	2747	20	0	1,2	CENTRUM
Liander N.V.	GAS Liander	Zandstraat	1011	1011	GAS	KVB	10	100	100	90	G4	1967	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Zandstraat	1011	1011	ELK	KVB	21	100	100	52	3x25	1890	0	0	1	CENTRUM
Liander N.V.	GAS Liander	Zandstraat	1011	1011	GAS	KVB	20	100	100	100	G4	1125	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Zanddwarsstraat	1011	1011	ELK	KVB	27	100	92,59	78	3x25	3201	0	0	1,1	CENTRUM
Liander N.V.	GAS Liander	Zanddwarsstraat	1011	1011	GAS	KVB	24	100	95,83	83	G4	1839	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Groenburgwal	1011	1011	ELK	KVB	48	100	100	77	1x25	4280	6,25	0	1,1	CENTRUM
Liander N.V.	GAS Liander	Groenburgwal	1011	1011	GAS	KVB	42	100	100	90	G4	1727	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Groenburgwal	1011	1011	ELK	KVB	44	100	95,45	41	1x25	2702	11,36	9,09	1,1	CENTRUM
Liander N.V.	GAS Liander	Groenburgwal	1011	1011	GAS	KVB	38	100	100	87	G4	1467	0	10,53	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Groenburgwal	1011	1011	ELK	KVB	21	100	100	57	1x25	2972	14,29	0	1,2	CENTRUM
Liander N.V.	GAS Liander	Groenburgwal	1011	1011	GAS	KVB	20	100	100	85	G4	1923	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Groenburgwal	1011	1011	ELK	KVB	22	100	100	59	1x25	2466	0	0	1	CENTRUM
Liander N.V.	GAS Liander	Groenburgwal	1011	1011	GAS	KVB	20	100	100	85	G4	1715	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Groenburgwal	1011	1011	ELK	KVB	29	100	96,55	59	1x25	2208	10,34	0	1,1	CENTRUM
