POSTCODE_VAN	POSTCODE_TOT	PRODUCTSOORT	%Leveringsrichting	SJV	WIJKEN
1015SN	1015SN	ELK	100	2997	CENTRUM
1015SP	1015SP	ELK	100	4473	CENTRUM
1015SP	1015SP	GAS	100	1269	CENTRUM
1015SR	1015SR	GAS	100	981	CENTRUM
1015SR	1015SR	ELK	100	1832	CENTRUM
1015ST	1015ST	ELK	100	3214	CENTRUM
1015ST	1015ST	GAS	100	1464	CENTRUM
1015SV	1015SV	GAS	100	1046	CENTRUM
1015SV	1015SV	ELK	100	1713	CENTRUM
1015SW	1015SW	GAS	100	1137	CENTRUM
1015SW	1015SW	ELK	100	2110	CENTRUM
1015SX	1015SX	GAS	100	1101	CENTRUM
1015SX	1015SX	ELK	95,24	1575	CENTRUM
1015SZ	1015SZ	GAS	100	1695	CENTRUM
1015SZ	1015SZ	ELK	100	2440	CENTRUM
1015TA	1015TA	GAS	100	1458	CENTRUM
1015TA	1015TA	ELK	100	1941	CENTRUM
1015TB	1015TB	GAS	100	1102	CENTRUM
1015TB	1015TB	ELK	100	1988	CENTRUM
1015TC	1015TC	GAS	100	1301	CENTRUM
1015TC	1015TC	ELK	100	3321	CENTRUM
1015TD	1015TD	GAS	100	1039	CENTRUM
1015TD	1015TD	ELK	100	1660	CENTRUM
1015TE	1015TE	ELK	100	2163	CENTRUM
1015TE	1015TE	GAS	100	948	CENTRUM
1015TH	1015TH	GAS	100	915	CENTRUM
1015TH	1015TH	ELK	100	1544	CENTRUM
1015TJ	1015TJ	ELK	100	2638	CENTRUM
1015TJ	1015TJ	GAS	100	1622	CENTRUM
1015TK	1015TK	GAS	100	1735	CENTRUM
1015TK	1015TK	ELK	100	2959	CENTRUM
1015TL	1015TL	ELK	100	1921	CENTRUM
1015TL	1015TL	GAS	100	1931	CENTRUM
1015TM	1015TM	GAS	100	2059	CENTRUM
1015TM	1015TM	ELK	86,21	3585	CENTRUM
1015TN	1015TP	ELK	100	3712	CENTRUM
1015TN	1015TP	GAS	100	2077	CENTRUM
1015TR	1015TR	ELK	100	1877	CENTRUM
1015TR	1015TR	GAS	100	1684	CENTRUM
1015TS	1015TS	GAS	100	2029	CENTRUM
1015TS	1015TS	ELK	100	4960	CENTRUM
1015TT	1015TT	GAS	100	1605	CENTRUM
1015TT	1015TT	ELK	100	2846	CENTRUM
1015TV	1015TV	GAS	100	1332	CENTRUM
1015TV	1015TV	ELK	100	2127	CENTRUM
1015TW	1015TW	GAS	100	1012	CENTRUM
1015TW	1015TW	ELK	100	1414	CENTRUM
1015TX	1015TX	GAS	100	856	CENTRUM
1015TX	1015TX	ELK	100	2549	CENTRUM
1015TZ	1015VA	ELK	100	2560	CENTRUM
1015TZ	1015VA	GAS	100	881	CENTRUM
1015VB	1015VB	GAS	100	900	CENTRUM
1015VB	1015VB	ELK	100	2270	CENTRUM
1015VC	1015VC	ELK	100	2102	CENTRUM
1015VC	1015VC	GAS	100	835	CENTRUM
1015VD	1015VD	GAS	100	1150	CENTRUM
1015VD	1015VD	ELK	100	2654	CENTRUM
1015VE	1015VE	ELK	100	1573	CENTRUM
1015VE	1015VE	GAS	100	628	CENTRUM
1015VG	1015VG	ELK	100	2265	CENTRUM
1015VG	1015VG	GAS	100	997	CENTRUM
1015VH	1015VH	ELK	100	2124	CENTRUM
1015VH	1015VH	GAS	100	930	CENTRUM
1015VJ	1015VJ	GAS	100	619	CENTRUM
1015VJ	1015VJ	ELK	100	3666	CENTRUM
1015VK	1015VK	ELK	100	2457	CENTRUM
1015VK	1015VK	GAS	100	695	CENTRUM
1015VL	1015VL	GAS	100	760	CENTRUM
1015VL	1015VL	ELK	100	2235	CENTRUM
1015VM	1015VM	ELK	100	2056	CENTRUM
1015VM	1015VM	GAS	100	695	CENTRUM
1015VN	1015VN	ELK	93,75	2332	CENTRUM
1015VN	1015VN	GAS	100	687	CENTRUM
1015VP	1015VP	ELK	100	2422	CENTRUM
1015VP	1015VP	GAS	100	757	CENTRUM
1015VR	1015VR	ELK	100	2071	CENTRUM
1015VR	1015VR	GAS	100	653	CENTRUM
1015VS	1015VS	GAS	100	837	CENTRUM
1015VS	1015VS	ELK	100	2860	CENTRUM
1015VT	1015VT	GAS	100	738	CENTRUM
1015VT	1015VT	ELK	100	2590	CENTRUM
1015VV	1015VV	GAS	100	553	CENTRUM
1015VV	1015VV	ELK	100	1820	CENTRUM
1015VW	1015VW	GAS	100	629	CENTRUM
1015VW	1015VW	ELK	100	972	CENTRUM
1015VX	1015VX	ELK	100	3742	CENTRUM
1015VX	1015VX	GAS	100	756	CENTRUM
1015VZ	1015VZ	GAS	100	694	CENTRUM
1015VZ	1015VZ	ELK	100	3297	CENTRUM
1015WB	1015WB	GAS	100	242	CENTRUM
1015WB	1015WB	ELK	100	1829	CENTRUM
1015WC	1015WC	GAS	100	281	CENTRUM
1015WC	1015WC	ELK	100	2231	CENTRUM
1015WD	1015WD	ELK	100	2142	CENTRUM
1015WD	1015WD	GAS	100	258	CENTRUM
1015WE	1015WE	ELK	100	1187	CENTRUM
1015WE	1015WE	GAS	100	714	CENTRUM
1015WG	1015WG	GAS	100	537	CENTRUM
1015WG	1015WG	ELK	100	1116	CENTRUM
1015WH	1015WH	ELK	100	1781	CENTRUM
1015WH	1015WH	GAS	100	691	CENTRUM
1015WJ	1015WJ	ELK	100	1290	CENTRUM
1015WJ	1015WJ	GAS	100	684	CENTRUM
1015WK	1015WK	GAS	100	1932	CENTRUM
1015WK	1015WK	ELK	100	3180	CENTRUM
1015WL	1015WL	ELK	100	2561	CENTRUM
1015WL	1015WL	GAS	100	1661	CENTRUM
1015WN	1015WN	GAS	100	843	CENTRUM
1015WN	1015WN	ELK	100	2007	CENTRUM
1015WP	1015WP	GAS	100	568	CENTRUM
1015WP	1015WP	ELK	100	2500	CENTRUM
1015WR	1015WR	ELK	100	1915	CENTRUM
1015WR	1015WR	GAS	100	362	CENTRUM
1015WS	1015WS	ELK	100	2365	CENTRUM
1015WS	1015WS	GAS	100	417	CENTRUM
1015WT	1015WT	GAS	100	496	CENTRUM
1015WT	1015WT	ELK	100	2861	CENTRUM
1015WV	1015WV	ELK	100	2506	CENTRUM
1015WV	1015WV	GAS	100	464	CENTRUM
1015WX	1015WX	ELK	100	2120	CENTRUM
1015WX	1015WX	GAS	100	469	CENTRUM
1015WZ	1015WZ	GAS	100	852	CENTRUM
1015WZ	1015WZ	ELK	100	2848	CENTRUM
1015XA	1015XA	ELK	100	1701	CENTRUM
1015XA	1015XA	GAS	100	288	CENTRUM
1015XB	1015XB	GAS	100	229	CENTRUM
1015XB	1015XB	ELK	100	1672	CENTRUM
1015XC	1015XC	ELK	100	1812	CENTRUM
1015XC	1015XC	GAS	100	358	CENTRUM
1015XD	1015XD	ELK	100	948	CENTRUM
1015XD	1015XD	GAS	100	415	CENTRUM
1015XE	1015XE	GAS	100	577	CENTRUM
1015XE	1015XE	ELK	100	2158	CENTRUM
1015XH	1015XH	GAS	100	1059	CENTRUM
1015XH	1015XH	ELK	100	3981	CENTRUM
1015XJ	1015XJ	GAS	100	704	CENTRUM
1015XJ	1015XJ	ELK	100	1440	CENTRUM
1015XK	1015XK	ELK	100	1374	CENTRUM
1015XK	1015XK	GAS	100	590	CENTRUM
1015XL	1015XL	ELK	100	1104	CENTRUM
1015XL	1015XL	GAS	100	1198	CENTRUM
1015XM	1015XM	ELK	100	1848	CENTRUM
1015XM	1015XM	GAS	100	1012	CENTRUM
1015XN	1015XN	ELK	100	1385	CENTRUM
1015XN	1015XN	GAS	100	929	CENTRUM
1015XP	1015XP	GAS	100	1117	CENTRUM
1015XP	1015XP	ELK	100	1751	CENTRUM
1015XR	1015XR	ELK	100	3144	CENTRUM
1015XR	1015XR	GAS	100	991	CENTRUM
1015XS	1015XS	ELK	100	2190	CENTRUM
1015XS	1015XS	GAS	100	939	CENTRUM
1015XT	1015XT	GAS	100	951	CENTRUM
1015XT	1015XT	ELK	100	1513	CENTRUM
1015XV	1015XV	ELK	100	2065	CENTRUM
1015XV	1015XV	GAS	100	1108	CENTRUM
1015XW	1015XW	GAS	100	1101	CENTRUM
1015XW	1015XW	ELK	100	1426	CENTRUM
1015XX	1015XX	ELK	100	2887	CENTRUM
1015XX	1015XX	GAS	100	1007	CENTRUM
1015XZ	1015ZB	GAS	100	1114	CENTRUM
1015XZ	1015ZB	ELK	100	2223	CENTRUM
1015ZC	1015ZD	ELK	100	1633	CENTRUM
1015ZC	1015ZD	GAS	100	1118	CENTRUM
1015ZE	1015ZE	ELK	100	2015	CENTRUM
1015ZE	1015ZE	GAS	100	1323	CENTRUM
1015ZG	1015ZG	ELK	100	1764	CENTRUM
1015ZG	1015ZG	GAS	100	1136	CENTRUM
1015ZH	1015ZH	GAS	100	776	CENTRUM
1015ZH	1015ZH	ELK	100	1873	CENTRUM
1015ZJ	1015ZJ	GAS	100	805	CENTRUM
1015ZJ	1015ZJ	ELK	100	2082	CENTRUM
1015ZK	1015ZK	GAS	100	1071	CENTRUM
1015ZK	1015ZK	ELK	100	1963	CENTRUM
1015ZL	1015ZL	GAS	100	1443	CENTRUM
1015ZL	1015ZL	ELK	100	2212	CENTRUM
1015ZM	1015ZN	ELK	100	2313	CENTRUM
1015ZN	1015ZN	GAS	100	726	CENTRUM
1015ZP	1015ZP	GAS	100	1213	CENTRUM
1015ZP	1015ZP	ELK	100	2212	CENTRUM
1015ZR	1015ZR	GAS	100	1687	CENTRUM
1015ZR	1015ZR	ELK	100	1828	CENTRUM
1016AA	1016AA	GAS	100	1482	CENTRUM
1016AA	1016AA	ELK	100	4157	CENTRUM
1016AB	1016AB	ELK	100	16449	CENTRUM
1016AB	1016AB	GAS	100	2966	CENTRUM
1016AC	1016AC	GAS	100	2898	CENTRUM
1016AC	1016AC	ELK	100	9105	CENTRUM
1016AD	1016AD	ELK	100	3147	CENTRUM
1016AD	1016AD	GAS	100	1207	CENTRUM
1016AE	1016AE	GAS	100	3315	CENTRUM
1016AE	1016AE	ELK	100	5475	CENTRUM
1016AG	1016AG	GAS	100	1581	CENTRUM
1016AG	1016AG	ELK	100	6356	CENTRUM
1016AH	1016AH	GAS	100	2504	CENTRUM
1016AH	1016AH	ELK	100	4750	CENTRUM
1016AJ	1016AK	GAS	100	1988	CENTRUM
1016AJ	1016AJ	ELK	100	3235	CENTRUM
1016AK	1016AK	ELK	100	5485	CENTRUM
1016AL	1016AL	GAS	100	1229	CENTRUM
1016AL	1016AL	ELK	100	1886	CENTRUM
1016AM	1016AM	ELK	100	5134	CENTRUM
1016AM	1016AM	GAS	100	978	CENTRUM
1016AN	1016AN	ELK	100	3059	CENTRUM
1016AN	1016AN	GAS	100	1685	CENTRUM
1016AP	1016AR	GAS	100	1116	CENTRUM
1016AP	1016AR	ELK	100	2203	CENTRUM
1016AS	1016AS	GAS	100	879	CENTRUM
1016AS	1016AS	ELK	100	3955	CENTRUM
1016AT	1016AW	GAS	100	2546	CENTRUM
1016AT	1016AW	ELK	100	7417	CENTRUM
1016AX	1016BC	GAS	100	2003	CENTRUM
1016AX	1016BC	ELK	100	3634	CENTRUM
1016BD	1016BD	GAS	100	2537	CENTRUM
1016BD	1016BD	ELK	100	8015	CENTRUM
1016BE	1016BE	GAS	100	2560	CENTRUM
1016BE	1016BE	ELK	100	5811	CENTRUM
1016BG	1016BG	GAS	100	3280	CENTRUM
1016BG	1016BG	ELK	100	8012	CENTRUM
1016BH	1016BH	ELK	100	3407	CENTRUM
1016BH	1016BH	GAS	100	1797	CENTRUM
1016BJ	1016BJ	GAS	100	1935	CENTRUM
1016BJ	1016BJ	ELK	100	3690	CENTRUM
1016BK	1016BK	GAS	100	1737	CENTRUM
1016BK	1016BK	ELK	100	2735	CENTRUM
1016BL	1016BL	ELK	100	4339	CENTRUM
1016BL	1016BL	GAS	100	1939	CENTRUM
1016BM	1016BM	GAS	100	1653	CENTRUM
1016BM	1016BM	ELK	100	4643	CENTRUM
1016BN	1016BN	ELK	100	4802	CENTRUM
1016BN	1016BN	GAS	100	3176	CENTRUM
1016BP	1016BS	GAS	100	5522	CENTRUM
1016BP	1016BS	ELK	100	10050	CENTRUM
1016BT	1016BT	ELK	100	6082	CENTRUM
1016BT	1016BT	GAS	100	2583	CENTRUM
1016BV	1016BV	ELK	100	7060	CENTRUM
1016BV	1016BV	GAS	100	2312	CENTRUM
1016BW	1016BW	GAS	100	2567	CENTRUM
1016BW	1016BW	ELK	100	6582	CENTRUM
1016BX	1016BX	GAS	100	3614	CENTRUM
1016BX	1016BX	ELK	95,65	6776	CENTRUM
1016BZ	1016BZ	GAS	100	1569	CENTRUM
1016BZ	1016BZ	ELK	100	7987	CENTRUM
1016CA	1016CA	GAS	100	1246	CENTRUM
1016CA	1016CA	ELK	100	5681	CENTRUM
1016CB	1016CB	ELK	100	11048	CENTRUM
1016CB	1016CB	GAS	100	1507	CENTRUM
1016CC	1016CC	ELK	82,61	7459	CENTRUM
1016CC	1016CC	GAS	100	1902	CENTRUM
1016CD	1016CD	GAS	100	1613	CENTRUM
1016CD	1016CD	ELK	100	4190	CENTRUM
1016CE	1016CE	ELK	100	4755	CENTRUM
1016CE	1016CE	GAS	100	2123	CENTRUM
1016CG	1016CG	ELK	100	9765	CENTRUM
1016CG	1016CG	GAS	100	4017	CENTRUM
1016CH	1016CH	GAS	100	5829	CENTRUM
1016CH	1016CH	ELK	100	14757	CENTRUM
1016CJ	1016CJ	ELK	100	7078	CENTRUM
1016CJ	1016CJ	GAS	100	3342	CENTRUM
1016CK	1016CK	ELK	100	5310	CENTRUM
1016CK	1016CK	GAS	100	2934	CENTRUM
1016CL	1016CR	GAS	100	2561	CENTRUM
1016CL	1016CL	ELK	100	4705	CENTRUM
1016CM	1016CP	ELK	100	5956	CENTRUM
1016CR	1016CR	ELK	100	6869	CENTRUM
1016CS	1016CS	ELK	100	3044	CENTRUM
1016CS	1016CS	GAS	100	1547	CENTRUM
1016CT	1016CT	ELK	100	8335	CENTRUM
1016CT	1016CT	GAS	100	2565	CENTRUM
1016CW	1016CW	ELK	100	2696	CENTRUM
1016CW	1016CW	GAS	100	2400	CENTRUM
1016CX	1016CX	GAS	100	1517	CENTRUM
1016CX	1016CX	ELK	100	2268	CENTRUM
1016CZ	1016CZ	GAS	100	1252	CENTRUM
1016CZ	1016CZ	ELK	100	2080	CENTRUM
1016DA	1016DA	GAS	100	2044	CENTRUM
1016DA	1016DA	ELK	100	2100	CENTRUM
1016DB	1016DC	GAS	100	3284	CENTRUM
1016DB	1016DB	ELK	100	4872	CENTRUM
1016DC	1016DC	ELK	100	13292	CENTRUM
1016DD	1016DD	GAS	100	4706	CENTRUM
1016DD	1016DD	ELK	100	25101	CENTRUM
1016DE	1016DE	ELK	100	11428	CENTRUM
1016DE	1016DE	GAS	100	2223	CENTRUM
1016DG	1016DG	ELK	100	9417	CENTRUM
1016DG	1016DG	GAS	100	2816	CENTRUM
1016DH	1016DH	ELK	100	3599	CENTRUM
1016DH	1016DH	GAS	100	1348	CENTRUM
1016DJ	1016DJ	ELK	100	8641	CENTRUM
1016DJ	1016DJ	GAS	100	2475	CENTRUM
1016DK	1016DK	ELK	100	11307	CENTRUM
1016DK	1016DM	GAS	100	1730	CENTRUM
1016DL	1016DM	ELK	100	5665	CENTRUM
1016DN	1016DN	ELK	100	5340	CENTRUM
1016DN	1016DN	GAS	100	1284	CENTRUM
1016DP	1016DP	GAS	100	4144	CENTRUM
1016DP	1016DP	ELK	100	5033	CENTRUM
1016DR	1016DT	GAS	100	5311	CENTRUM
1016DR	1016DR	ELK	100	18040	CENTRUM
1016DS	1016DS	ELK	100	9515	CENTRUM
1016DT	1016DT	ELK	100	9885	CENTRUM
1016DV	1016DV	ELK	100	4874	CENTRUM
1016DV	1016DV	GAS	100	2640	CENTRUM
1016DW	1016DW	ELK	100	8223	CENTRUM
1016DW	1016DW	GAS	100	2785	CENTRUM
1016DX	1016DX	ELK	100	3718	CENTRUM
1016DX	1016DX	GAS	100	2007	CENTRUM
1016DZ	1016DZ	ELK	100	7126	CENTRUM
1016DZ	1016EA	GAS	100	3558	CENTRUM
1016EA	1016EA	ELK	100	7482	CENTRUM
1016EB	1016EB	GAS	100	2435	CENTRUM
1016EB	1016EB	ELK	91,3	4360	CENTRUM
1016EC	1016EC	GAS	100	3462	CENTRUM
1016EC	1016EC	ELK	100	6233	CENTRUM
1016ED	1016EE	ELK	100	9232	CENTRUM
1016ED	1016EE	GAS	100	5931	CENTRUM
1016EG	1016EG	ELK	100	4766	CENTRUM
1016EG	1016EG	GAS	100	1888	CENTRUM
1016EH	1016EH	GAS	100	1283	CENTRUM
1016EH	1016EH	ELK	100	2048	CENTRUM
1016EJ	1016EJ	ELK	100	5208	CENTRUM
1016EJ	1016EJ	GAS	100	2513	CENTRUM
1016EK	1016EK	ELK	100	7543	CENTRUM
1016EK	1016EK	GAS	100	3213	CENTRUM
1016EL	1016EM	ELK	100	5232	CENTRUM
1016EL	1016EM	GAS	100	2167	CENTRUM
1016EN	1016EN	GAS	100	1400	CENTRUM
1016EN	1016EN	ELK	100	10575	CENTRUM
1016EP	1016EP	GAS	100	1538	CENTRUM
1016EP	1016EP	ELK	100	9141	CENTRUM
1016ER	1016ER	ELK	100	6860	CENTRUM
1016ER	1016ER	GAS	100	1319	CENTRUM
1016ES	1016ES	ELK	100	6837	CENTRUM
1016ES	1016ES	GAS	100	1640	CENTRUM
1016ET	1016ET	GAS	100	957	CENTRUM
1016ET	1016ET	ELK	100	3781	CENTRUM
1016EV	1016EV	GAS	100	2478	CENTRUM
1016EV	1016EV	ELK	100	5104	CENTRUM
1016EW	1016EW	ELK	100	8447	CENTRUM
1016EW	1016EW	GAS	100	3409	CENTRUM
1016EX	1016EX	ELK	100	3927	CENTRUM
1016EX	1016EX	GAS	100	3666	CENTRUM
1016EZ	1016EZ	ELK	100	11958	CENTRUM
1016EZ	1016EZ	GAS	100	4159	CENTRUM
1016GA	1016GA	GAS	100	3252	CENTRUM
1016GA	1016GA	ELK	100	3534	CENTRUM
1016GB	1016GB	ELK	100	12206	CENTRUM
1016GB	1016GB	GAS	100	3797	CENTRUM
1016GC	1016GC	ELK	100	12168	CENTRUM
1016GC	1016GC	GAS	100	2321	CENTRUM
1016GD	1016GD	ELK	100	4277	CENTRUM
1016GD	1016GD	GAS	100	2509	CENTRUM
1016GE	1016GE	GAS	100	2128	CENTRUM
1016GE	1016GE	ELK	100	3032	CENTRUM
1016GG	1016GG	GAS	100	1031	CENTRUM
1016GG	1016GG	ELK	100	7332	CENTRUM
1016GH	1016GH	ELK	100	6168	CENTRUM
1016GH	1016GH	GAS	100	1360	CENTRUM
1016GJ	1016GJ	GAS	100	1423	CENTRUM
1016GJ	1016GJ	ELK	100	8035	CENTRUM
1016GK	1016GK	GAS	100	1447	CENTRUM
1016GK	1016GK	ELK	100	5331	CENTRUM
1016GL	1016GL	ELK	100	5580	CENTRUM
1016GL	1016GL	GAS	100	2169	CENTRUM
1016GM	1016GM	GAS	100	1774	CENTRUM
1016GM	1016GM	ELK	100	4471	CENTRUM
1016GN	1016GN	ELK	100	4155	CENTRUM
1016GN	1016GN	GAS	100	2531	CENTRUM
1016GP	1016GP	GAS	100	1606	CENTRUM
1016GP	1016GR	ELK	100	2866	CENTRUM
1016GR	1016GR	GAS	100	2057	CENTRUM
1016GS	1016GT	ELK	100	4636	CENTRUM
1016GS	1016GT	GAS	100	2420	CENTRUM
1016GV	1016GV	GAS	100	3430	CENTRUM
1016GV	1016GV	ELK	100	9497	CENTRUM
1016GW	1016GW	ELK	100	5884	CENTRUM
1016GW	1016GW	GAS	100	4398	CENTRUM
1016GX	1016GX	GAS	100	1248	CENTRUM
1016GX	1016GX	ELK	100	3632	CENTRUM
1016GZ	1016HA	ELK	100	3730	CENTRUM
1016GZ	1016HA	GAS	100	2450	CENTRUM
1016HB	1016HB	GAS	100	1763	CENTRUM
1016HB	1016HB	ELK	100	8353	CENTRUM
1016HC	1016HC	ELK	100	3255	CENTRUM
1016HC	1016HC	GAS	100	1217	CENTRUM
1016HD	1016HD	GAS	100	1042	CENTRUM
1016HD	1016HD	ELK	100	2601	CENTRUM
1016HE	1016HE	GAS	100	1121	CENTRUM
1016HE	1016HE	ELK	100	1975	CENTRUM
1016HG	1016HG	GAS	100	1561	CENTRUM
1016HG	1016HG	ELK	100	3522	CENTRUM
1016HH	1016HH	ELK	100	6476	CENTRUM
1016HH	1016HH	GAS	100	1675	CENTRUM
1016HJ	1016HJ	GAS	100	1313	CENTRUM
1016HJ	1016HJ	ELK	100	4708	CENTRUM
1016HK	1016HK	ELK	100	2849	CENTRUM
1016HK	1016HK	GAS	100	1059	CENTRUM
1016HL	1016HL	ELK	100	3302	CENTRUM
1016HL	1016HL	GAS	100	2587	CENTRUM
1016HM	1016HM	GAS	100	1641	CENTRUM
1016HM	1016HM	ELK	100	5100	CENTRUM
1016HN	1016HN	ELK	100	2549	CENTRUM
1016HN	1016HN	GAS	100	1465	CENTRUM
1016HP	1016HP	ELK	100	3703	CENTRUM
1016HP	1016HP	GAS	100	1717	CENTRUM
1016HR	1016HR	GAS	100	1930	CENTRUM
1016HR	1016HR	ELK	100	5408	CENTRUM
1016HS	1016HS	ELK	100	2850	CENTRUM
1016HS	1016HS	GAS	100	2061	CENTRUM
1016HT	1016HT	GAS	100	3015	CENTRUM
1016HT	1016HT	ELK	100	6032	CENTRUM
1016HV	1016HV	GAS	100	2529	CENTRUM
1016HV	1016HV	ELK	100	4202	CENTRUM
1016HW	1016HW	ELK	100	3241	CENTRUM
1016HW	1016HW	GAS	100	1396	CENTRUM
1016HX	1016HX	ELK	100	3431	CENTRUM
1016HX	1016HX	GAS	100	2065	CENTRUM
1016HZ	1016HZ	GAS	100	1486	CENTRUM
1016HZ	1016HZ	ELK	100	1817	CENTRUM
1016JA	1016JA	GAS	100	1239	CENTRUM
1016JA	1016JA	ELK	100	2483	CENTRUM
1016JB	1016JB	ELK	100	3467	CENTRUM
1016JB	1016JB	GAS	100	1605	CENTRUM
1016JC	1016JC	GAS	100	1631	CENTRUM
1016JC	1016JC	ELK	100	8425	CENTRUM
1016KA	1016KA	ELK	100	1937	CENTRUM
1016KA	1016KA	GAS	100	1276	CENTRUM
1016KB	1016KB	ELK	100	4055	CENTRUM
1016KB	1016KB	GAS	100	2571	CENTRUM
1016KC	1016KC	GAS	100	759	CENTRUM
1016KC	1016KC	ELK	100	1916	CENTRUM
1016KD	1016KD	GAS	100	1643	CENTRUM
1016KD	1016KD	ELK	100	3873	CENTRUM
1016KE	1016KE	GAS	100	1472	CENTRUM
1016KE	1016KE	ELK	100	2574	CENTRUM
1016KG	1016KG	ELK	98	4500	CENTRUM
1016KG	1016KG	GAS	100	1976	CENTRUM
1016KH	1016KH	ELK	100	2879	CENTRUM
1016KH	1016KH	GAS	100	1485	CENTRUM
1016KJ	1016KJ	ELK	100	3249	CENTRUM
1016KJ	1016KJ	GAS	100	1518	CENTRUM
1016KK	1016KK	GAS	100	1402	CENTRUM
1016KK	1016KK	ELK	100	2333	CENTRUM
1016KL	1016KL	ELK	100	4740	CENTRUM
1016KL	1016KL	GAS	100	2263	CENTRUM
1016KM	1016KN	GAS	100	1395	CENTRUM
1016KM	1016KN	ELK	100	2349	CENTRUM
1016KP	1016KP	ELK	100	2167	CENTRUM
1016KP	1016KP	GAS	100	1344	CENTRUM
1016KR	1016KR	ELK	100	2420	CENTRUM
1016KR	1016KR	GAS	100	1449	CENTRUM
1016KS	1016KS	ELK	100	5291	CENTRUM
1016KS	1016KS	GAS	100	1048	CENTRUM
1016KT	1016KT	ELK	100	2767	CENTRUM
1016KT	1016KT	GAS	100	1267	CENTRUM
1016KV	1016KV	GAS	100	1344	CENTRUM
1016KV	1016KV	ELK	100	2403	CENTRUM
1016KW	1016KW	ELK	100	2203	CENTRUM
1016KW	1016KW	GAS	100	835	CENTRUM
1016KX	1016KX	GAS	100	1256	CENTRUM
1016KX	1016KX	ELK	100	2183	CENTRUM
1016KZ	1016KZ	ELK	100	2055	CENTRUM
1016KZ	1016KZ	GAS	100	1369	CENTRUM
1016LA	1016LA	GAS	100	1468	CENTRUM
1016LA	1016LA	ELK	100	3728	CENTRUM
1016LB	1016LB	GAS	100	849	CENTRUM
1016LB	1016LB	ELK	100	1383	CENTRUM
1016LC	1016LC	GAS	100	1356	CENTRUM
1016LC	1016LC	ELK	100	2481	CENTRUM
1016LD	1016LD	ELK	100	1869	CENTRUM
1016LD	1016LD	GAS	100	889	CENTRUM
1016LE	1016LE	ELK	100	1520	CENTRUM
1016LE	1016LE	GAS	100	912	CENTRUM
1016LG	1016LG	GAS	100	1022	CENTRUM
1016LG	1016LG	ELK	100	2086	CENTRUM
1016LH	1016LH	GAS	100	872	CENTRUM
1016LH	1016LH	ELK	100	1491	CENTRUM
1016LJ	1016LJ	GAS	100	1329	CENTRUM
1016LJ	1016LJ	ELK	100	2039	CENTRUM
1016LK	1016LK	ELK	100	2148	CENTRUM
1016LK	1016LK	GAS	100	809	CENTRUM
1016LL	1016LL	GAS	100	1418	CENTRUM
1016LL	1016LL	ELK	100	1880	CENTRUM
1016LM	1016LM	ELK	100	2242	CENTRUM
1016LM	1016LM	GAS	100	952	CENTRUM
1016LN	1016LN	ELK	100	2110	CENTRUM
1016LN	1016LN	GAS	100	802	CENTRUM
1016LP	1016LP	ELK	100	5424	CENTRUM
1016LP	1016LP	GAS	100	1408	CENTRUM
1016LR	1016LR	ELK	100	2860	CENTRUM
1016LR	1016LR	GAS	100	930	CENTRUM
1016LS	1016LS	ELK	100	3200	CENTRUM
1016LS	1016LS	GAS	100	1307	CENTRUM
1016LT	1016LT	ELK	100	3848	CENTRUM
1016LT	1016LT	GAS	100	1225	CENTRUM
1016LV	1016LV	ELK	100	5429	CENTRUM
1016LV	1016LV	GAS	100	1707	CENTRUM
1016LW	1016LW	GAS	100	978	CENTRUM
1016LW	1016LW	ELK	100	3547	CENTRUM
1016LX	1016LX	GAS	100	1120	CENTRUM
1016LX	1016LX	ELK	100	1065	CENTRUM
1016LZ	1016LZ	ELK	100	4022	CENTRUM
1016LZ	1016LZ	GAS	100	2229	CENTRUM
1016MA	1016MA	ELK	100	1099	CENTRUM
1016MA	1016MA	GAS	100	19	CENTRUM
1016MB	1016MB	GAS	100	24	CENTRUM
1016MB	1016MB	ELK	100	1239	CENTRUM
1016MC	1016MC	GAS	100	90	CENTRUM
1016MC	1016MC	ELK	100	1199	CENTRUM
1016NA	1016NA	GAS	100	1838	CENTRUM
1016NA	1016NA	ELK	100	7221	CENTRUM
1016NB	1016NB	ELK	100	2990	CENTRUM
1016NB	1016NB	GAS	100	1004	CENTRUM
1016NC	1016NC	ELK	100	8569	CENTRUM
1016NC	1016NC	GAS	100	1330	CENTRUM
1016ND	1016ND	ELK	100	6090	CENTRUM
1016ND	1016ND	GAS	100	1456	CENTRUM
1016NE	1016NE	ELK	100	7991	CENTRUM
1016NE	1016NE	GAS	100	1996	CENTRUM
1016NG	1016NG	ELK	100	9658	CENTRUM
1016NG	1016NG	GAS	100	1994	CENTRUM
1016NH	1016NH	GAS	100	3404	CENTRUM
1016NH	1016NH	ELK	100	7862	CENTRUM
1016NJ	1016NJ	GAS	100	1204	CENTRUM
1016NJ	1016NJ	ELK	100	9555	CENTRUM
1016NK	1016NK	GAS	100	2006	CENTRUM
1016NK	1016NK	ELK	100	5546	CENTRUM
1016NL	1016NL	ELK	100	4432	CENTRUM
1016NL	1016NL	GAS	100	1105	CENTRUM
1016NM	1016NM	GAS	100	1454	CENTRUM
1016NM	1016NM	ELK	100	3229	CENTRUM
1016NN	1016NN	GAS	100	851	CENTRUM
1016NN	1016NN	ELK	100	1968	CENTRUM
1016NP	1016NP	GAS	100	1042	CENTRUM
