POSTCODE_VAN	POSTCODE_TOT	PRODUCTSOORT	%Leveringsrichting	SJV	WIJKEN
1054ZW	1054ZW	GAS	100	1121	WEST
1054ZW	1054ZW	ELK	98,39	2408	WEST
1054ZX	1055AA	ELK	100	2591	WEST
1055AA	1055AB	GAS	100	843	WEST
1055AB	1055AB	ELK	100	6795	WEST
1055AC	1055AC	ELK	100	5701	WEST
1055AD	1055AD	GAS	100	1131	WEST
1055AD	1055AD	ELK	100	4133	WEST
1055AE	1055AE	ELK	100	2147	WEST
1055AG	1055AG	ELK	100	3865	WEST
1055AG	1055AJ	GAS	100	1563	WEST
1055AH	1055AH	ELK	100	2004	WEST
1055AJ	1055AJ	ELK	100	1754	WEST
1055AK	1055AK	GAS	100	1285	WEST
1055AK	1055AK	ELK	100	2739	WEST
1055AL	1055AL	ELK	100	2825	WEST
1055AM	1055AM	GAS	100	866	WEST
1055AM	1055AM	ELK	100	1770	WEST
1055AN	1055AN	ELK	100	1746	WEST
1055AN	1055AN	GAS	100	1352	WEST
1055AP	1055AP	ELK	100	1852	WEST
1055AP	1055AP	GAS	100	964	WEST
1055AR	1055AR	GAS	100	945	WEST
1055AR	1055AR	ELK	100	1719	WEST
1055AS	1055AS	ELK	100	1476	WEST
1055AS	1055AS	GAS	100	941	WEST
1055AT	1055AT	ELK	100	1707	WEST
1055AT	1055AT	GAS	100	909	WEST
1055AV	1055AV	ELK	100	1536	WEST
1055AV	1055AV	GAS	100	1025	WEST
1055AW	1055AW	ELK	100	1637	WEST
1055AW	1055AW	GAS	100	942	WEST
1055AX	1055AX	ELK	100	1626	WEST
1055AX	1055AX	GAS	100	850	WEST
1055AZ	1055AZ	ELK	100	1698	WEST
1055AZ	1055AZ	GAS	100	906	WEST
1055BA	1055BA	GAS	100	1074	WEST
1055BA	1055BA	ELK	100	1752	WEST
1055BB	1055BB	GAS	100	966	WEST
1055BB	1055BB	ELK	100	1969	WEST
1055BC	1055BC	GAS	100	1028	WEST
1055BC	1055BC	ELK	100	1575	WEST
1055BD	1055BD	ELK	100	1860	WEST
1055BD	1055BD	GAS	100	935	WEST
1055BE	1055BE	GAS	100	861	WEST
1055BE	1055BE	ELK	100	1721	WEST
1055BG	1055BG	ELK	100	2347	WEST
1055BG	1055BG	GAS	100	1110	WEST
1055BH	1055BH	GAS	100	977	WEST
1055BH	1055BH	ELK	100	1230	WEST
1055BJ	1055BK	ELK	100	3032	WEST
1055BJ	1055BM	GAS	100	2322	WEST
1055BL	1055BL	ELK	100	1916	WEST
1055BM	1055BM	ELK	100	1706	WEST
1055BN	1055BN	GAS	100	865	WEST
1055BN	1055BN	ELK	100	1966	WEST
1055BP	1055BP	GAS	100	780	WEST
1055BP	1055BP	ELK	100	2434	WEST
1055BR	1055BR	ELK	100	1817	WEST
1055BR	1055BR	GAS	100	1035	WEST
1055BS	1055BS	GAS	100	904	WEST
1055BS	1055BS	ELK	83,33	1281	WEST
1055BT	1055BT	GAS	100	1003	WEST
1055BT	1055BT	ELK	84	1814	WEST
1055BV	1055BV	GAS	100	950	WEST
1055BV	1055BV	ELK	100	1815	WEST
1055BW	1055BW	GAS	100	1055	WEST
1055BW	1055BW	ELK	100	1462	WEST
1055BX	1055BX	GAS	100	932	WEST
1055BX	1055BX	ELK	82,61	1736	WEST
1055BZ	1055BZ	ELK	95,45	1730	WEST
1055BZ	1055BZ	GAS	100	995	WEST
1055CA	1055CA	ELK	100	1954	WEST
1055CA	1055CA	GAS	100	1123	WEST
1055CB	1055CB	GAS	100	972	WEST
1055CB	1055CB	ELK	100	1700	WEST
1055CC	1055CC	ELK	100	1376	WEST
1055CC	1055CC	GAS	100	1066	WEST
1055CD	1055CD	GAS	100	849	WEST
1055CD	1055CD	ELK	100	2026	WEST
1055CE	1055CE	ELK	100	1714	WEST
1055CE	1055CE	GAS	100	1040	WEST
1055CG	1055CG	GAS	100	1018	WEST
1055CG	1055CG	ELK	100	1492	WEST
1055CH	1055CH	GAS	100	883	WEST
1055CH	1055CH	ELK	100	1582	WEST
1055CJ	1055CJ	ELK	100	2851	WEST
1055CJ	1055CJ	GAS	100	854	WEST
1055CK	1055CK	GAS	100	2021	WEST
1055CK	1055CK	ELK	94,44	6134	WEST
1055CL	1055CL	GAS	100	1122	WEST
1055CL	1055CL	ELK	100	4233	WEST
1055CM	1055CM	GAS	100	1531	WEST
1055CM	1055CM	ELK	100	4757	WEST
1055CN	1055CN	GAS	100	941	WEST
1055CN	1055CN	ELK	100	1606	WEST
1055CP	1055CP	GAS	100	907	WEST
1055CP	1055CP	ELK	100	1459	WEST
1055CR	1055CR	GAS	100	772	WEST
1055CR	1055CR	ELK	100	1430	WEST
1055CS	1055CS	GAS	100	897	WEST
1055CS	1055CS	ELK	100	1353	WEST
1055CT	1055CT	GAS	100	928	WEST
1055CT	1055CT	ELK	100	1900	WEST
1055CV	1055CV	ELK	100	1537	WEST
1055CV	1055CV	GAS	100	914	WEST
1055CW	1055CW	GAS	100	777	WEST
1055CW	1055CW	ELK	100	1428	WEST
1055CX	1055CX	ELK	100	1569	WEST
1055CX	1055CX	GAS	100	1144	WEST
1055CZ	1055CZ	GAS	100	977	WEST
1055CZ	1055CZ	ELK	96	1689	WEST
1055DA	1055DA	ELK	100	1630	WEST
1055DA	1055DA	GAS	100	934	WEST
1055DB	1055DB	ELK	100	1596	WEST
1055DB	1055DB	GAS	100	983	WEST
1055DC	1055DC	GAS	100	998	WEST
1055DC	1055DC	ELK	100	1716	WEST
1055DD	1055DD	ELK	100	1635	WEST
1055DD	1055DD	GAS	100	838	WEST
1055DE	1055DE	ELK	100	1659	WEST
1055DE	1055DE	GAS	100	911	WEST
1055DG	1055DG	GAS	100	995	WEST
1055DG	1055DG	ELK	100	1528	WEST
1055DH	1055DH	ELK	100	1706	WEST
1055DH	1055DH	GAS	100	1030	WEST
1055DJ	1055DJ	ELK	100	1487	WEST
1055DJ	1055DJ	GAS	100	973	WEST
1055DK	1055DK	ELK	100	2965	WEST
1055DK	1055DK	GAS	100	980	WEST
1055DL	1055DL	ELK	100	1698	WEST
1055DL	1055DL	GAS	100	42	WEST
1055DM	1055DM	GAS	100	41	WEST
1055DM	1055DM	ELK	100	1669	WEST
1055DN	1055DN	ELK	100	1517	WEST
1055DN	1055DN	GAS	100	51	WEST
1055DP	1055DP	ELK	100	4249	WEST
1055DP	1055DP	GAS	100	1334	WEST
1055DR	1055DR	ELK	100	5215	WEST
1055DR	1055DR	GAS	100	1674	WEST
1055DS	1055DS	GAS	100	938	WEST
1055DS	1055DS	ELK	100	2980	WEST
1055DT	1055DT	GAS	100	4104	WEST
1055DT	1055DT	ELK	100	9628	WEST
1055DV	1055DV	GAS	100	1313	WEST
1055DV	1055DV	ELK	100	4925	WEST
1055DW	1055DW	ELK	100	9123	WEST
1055DW	1055DW	GAS	100	1442	WEST
1055DX	1055DX	ELK	100	9036	WEST
1055DX	1055DX	GAS	100	1349	WEST
1055DZ	1055DZ	ELK	100	6852	WEST
1055DZ	1055DZ	GAS	100	1465	WEST
1055EA	1055EA	GAS	100	1315	WEST
1055EA	1055EA	ELK	100	2989	WEST
1055EB	1055EB	GAS	100	810	WEST
1055EB	1055EB	ELK	100	1955	WEST
1055EC	1055EC	GAS	100	944	WEST
1055EC	1055EC	ELK	100	3268	WEST
1055ED	1055ED	GAS	100	860	WEST
1055ED	1055ED	ELK	100	5002	WEST
1055EE	1055EE	GAS	100	1181	WEST
1055EE	1055EE	ELK	100	2766	WEST
1055EG	1055EG	GAS	100	1208	WEST
1055EG	1055EG	ELK	100	2291	WEST
1055EH	1055EH	ELK	100	3660	WEST
1055EH	1055EH	GAS	100	1295	WEST
1055EJ	1055EJ	GAS	100	2834	WEST
1055EJ	1055EJ	ELK	100	9742	WEST
1055EK	1055EK	GAS	100	1429	WEST
1055EK	1055EK	ELK	100	9023	WEST
1055EL	1055EL	ELK	100	1740	WEST
1055EL	1055EL	GAS	100	957	WEST
1055EM	1055EM	ELK	100	1322	WEST
1055EM	1055EM	GAS	100	899	WEST
1055EN	1055EN	GAS	100	1434	WEST
1055EN	1055EN	ELK	100	1738	WEST
1055EP	1055EP	ELK	100	1944	WEST
1055EP	1055EP	GAS	100	931	WEST
1055ER	1055ER	ELK	100	2392	WEST
1055ER	1055ER	GAS	100	833	WEST
1055ES	1055ES	GAS	100	773	WEST
1055ES	1055ES	ELK	100	1675	WEST
1055ET	1055ET	GAS	100	1121	WEST
1055ET	1055ET	ELK	100	2384	WEST
1055EV	1055EV	ELK	100	2049	WEST
1055EW	1055EW	GAS	100	1153	WEST
1055EW	1055EW	ELK	100	3770	WEST
1055EX	1055EX	ELK	100	2584	WEST
1055EX	1055EX	GAS	100	672	WEST
1055EZ	1055EZ	ELK	100	2090	WEST
1055EZ	1055EZ	GAS	100	1069	WEST
1055GA	1055GA	ELK	100	1520	WEST
1055GA	1055GA	GAS	100	921	WEST
1055GB	1055GB	ELK	93,1	1123	WEST
1055GB	1055GB	GAS	100	816	WEST
1055GC	1055GC	ELK	72,41	1783	WEST
1055GC	1055GC	GAS	100	772	WEST
1055GD	1055GD	ELK	80,65	1803	WEST
1055GD	1055GD	GAS	100	776	WEST
1055GE	1055GE	GAS	100	1084	WEST
1055GE	1055GE	ELK	97,06	4033	WEST
1055GG	1055GG	GAS	100	952	WEST
1055GG	1055GG	ELK	100	2010	WEST
1055GH	1055GH	ELK	100	1819	WEST
1055GH	1055GH	GAS	100	753	WEST
1055GJ	1055GJ	ELK	100	1294	WEST
1055GJ	1055GJ	GAS	100	1128	WEST
1055GK	1055GK	ELK	100	2011	WEST
1055GK	1055GK	GAS	100	900	WEST
1055GL	1055GL	GAS	100	1055	WEST
1055GL	1055GL	ELK	100	2230	WEST
1055GM	1055GM	ELK	100	2168	WEST
1055GM	1055GM	GAS	100	1043	WEST
1055GN	1055GN	GAS	100	1116	WEST
1055GN	1055GN	ELK	100	2064	WEST
1055GP	1055GP	ELK	100	2775	WEST
1055GP	1055GP	GAS	100	1215	WEST
1055GR	1055GR	GAS	100	1087	WEST
1055GR	1055GR	ELK	100	1938	WEST
1055GS	1055GS	GAS	100	1138	WEST
1055GS	1055GS	ELK	100	2036	WEST
1055GT	1055GT	GAS	100	1068	WEST
1055GT	1055GT	ELK	100	1889	WEST
1055GV	1055GV	GAS	100	1086	WEST
1055GV	1055GV	ELK	100	2495	WEST
1055GW	1055GW	ELK	100	1751	WEST
1055GW	1055GW	GAS	100	1218	WEST
1055GX	1055GX	GAS	100	1284	WEST
1055GX	1055GX	ELK	100	2105	WEST
1055GZ	1055GZ	ELK	100	1947	WEST
1055GZ	1055GZ	GAS	100	1353	WEST
1055HA	1055HA	ELK	100	2813	WEST
1055HA	1055HA	GAS	100	1268	WEST
1055HB	1055HB	GAS	100	852	WEST
1055HB	1055HB	ELK	100	2515	WEST
1055HC	1055HC	GAS	100	1023	WEST
1055HC	1055HC	ELK	100	2328	WEST
1055HD	1055HD	ELK	100	1669	WEST
1055HD	1055HD	GAS	100	1197	WEST
1055HE	1055HE	GAS	100	1425	WEST
1055HE	1055HE	ELK	100	1821	WEST
1055HG	1055HG	ELK	100	2566	WEST
1055HG	1055HG	GAS	100	1415	WEST
1055HH	1055HH	GAS	100	1361	WEST
1055HH	1055HH	ELK	100	2026	WEST
1055HJ	1055HJ	ELK	100	2769	WEST
1055HJ	1055HJ	GAS	100	890	WEST
1055HK	1055HK	ELK	100	2061	WEST
1055HK	1055HK	GAS	100	908	WEST
1055HL	1055HL	ELK	100	4072	WEST
1055HL	1055HL	GAS	100	1044	WEST
1055HM	1055HM	GAS	100	831	WEST
1055HM	1055HM	ELK	100	1781	WEST
1055HN	1055HN	ELK	100	1658	WEST
1055HN	1055HN	GAS	100	878	WEST
1055HP	1055HP	GAS	100	838	WEST
1055HP	1055HP	ELK	100	1597	WEST
1055HR	1055HR	GAS	100	1011	WEST
1055HR	1055HR	ELK	100	1534	WEST
1055HS	1055HS	ELK	100	2163	WEST
1055HS	1055HS	GAS	100	1089	WEST
1055HT	1055HT	GAS	100	810	WEST
1055HT	1055HT	ELK	100	1580	WEST
1055HV	1055HV	ELK	100	1702	WEST
1055HV	1055HV	GAS	100	949	WEST
1055HW	1055HW	ELK	100	2147	WEST
1055HW	1055HW	GAS	100	1078	WEST
1055HX	1055HX	GAS	100	813	WEST
1055HX	1055HX	ELK	100	1787	WEST
1055HZ	1055HZ	GAS	100	765	WEST
1055HZ	1055HZ	ELK	100	1694	WEST
1055JA	1055JA	GAS	100	916	WEST
1055JA	1055JA	ELK	100	1834	WEST
1055JB	1055JB	ELK	83,33	1431	WEST
1055JB	1055JB	GAS	100	939	WEST
1055JC	1055JC	GAS	100	723	WEST
1055JC	1055JC	ELK	86,67	1545	WEST
1055JD	1055JD	ELK	85,71	1468	WEST
1055JD	1055JD	GAS	100	982	WEST
1055JE	1055JE	GAS	100	3720	WEST
1055JE	1055JE	ELK	100	3328	WEST
1055JG	1055JG	GAS	100	981	WEST
1055JG	1055JG	ELK	100	980	WEST
1055JH	1055JH	GAS	100	955	WEST
1055JH	1055JH	ELK	100	1785	WEST
1055JJ	1055JJ	ELK	100	1875	WEST
1055JJ	1055JJ	GAS	100	1081	WEST
1055JK	1055JK	GAS	100	1170	WEST
1055JK	1055JK	ELK	100	1755	WEST
1055JL	1055JL	GAS	100	1054	WEST
1055JL	1055JL	ELK	100	2272	WEST
1055JM	1055JM	ELK	100	1995	WEST
1055JM	1055JM	GAS	100	1178	WEST
1055JN	1055JN	ELK	100	2164	WEST
1055JN	1055JN	GAS	100	1129	WEST
1055JP	1055JP	ELK	100	2253	WEST
1055JP	1055JP	GAS	100	1214	WEST
1055JR	1055JS	ELK	100	3216	WEST
1055JR	1055JS	GAS	100	1792	WEST
1055JT	1055JT	ELK	100	2680	WEST
1055JT	1055JT	GAS	100	1398	WEST
1055JV	1055JV	GAS	100	1167	WEST
1055JV	1055JV	ELK	100	2758	WEST
1055JW	1055JW	ELK	100	2098	WEST
1055JW	1055JW	GAS	100	1218	WEST
1055JX	1055JX	GAS	100	1280	WEST
1055JX	1055JX	ELK	100	2263	WEST
1055JZ	1055JZ	GAS	100	1289	WEST
1055JZ	1055JZ	ELK	100	2261	WEST
1055KA	1055KB	GAS	100	3461	WEST
1055KA	1055KA	ELK	100	5122	WEST
1055KB	1055KB	ELK	100	3433	WEST
1055KC	1055KC	GAS	100	1436	WEST
1055KC	1055KC	ELK	100	6414	WEST
1055KD	1055KD	ELK	96,43	2566	WEST
1055KD	1055KD	GAS	100	1122	WEST
1055KE	1055KE	ELK	100	1033	WEST
1055KE	1055KE	GAS	100	886	WEST
1055KG	1055KG	ELK	100	1768	WEST
1055KG	1055KG	GAS	100	1131	WEST
1055KH	1055KH	ELK	100	3163	WEST
1055KH	1055KH	GAS	100	1597	WEST
1055KJ	1055KK	GAS	100	1986	WEST
1055KJ	1055KJ	ELK	100	6703	WEST
1055KK	1055KK	ELK	100	2344	WEST
1055KL	1055KL	GAS	100	1044	WEST
1055KL	1055KL	ELK	100	1637	WEST
1055KM	1055KM	GAS	100	1128	WEST
1055KM	1055KM	ELK	100	2096	WEST
1055KN	1055KN	ELK	100	1715	WEST
1055KN	1055KN	GAS	100	1085	WEST
1055KP	1055KP	ELK	100	2151	WEST
1055KP	1055KP	GAS	100	1182	WEST
1055KR	1055KR	GAS	100	1104	WEST
1055KR	1055KR	ELK	100	1975	WEST
1055KS	1055KS	ELK	100	2043	WEST
1055KS	1055KS	GAS	100	969	WEST
1055KT	1055KT	GAS	100	1015	WEST
1055KT	1055KT	ELK	100	2720	WEST
1055KV	1055KW	ELK	100	10368	WEST
1055KV	1055KW	GAS	100	1392	WEST
1055KX	1055KX	GAS	100	1128	WEST
1055KX	1055KX	ELK	100	2207	WEST
1055KZ	1055KZ	ELK	100	1956	WEST
1055KZ	1055KZ	GAS	100	971	WEST
1055LA	1055LA	ELK	100	2724	WEST
1055LA	1055LA	GAS	100	953	WEST
1055LB	1055LB	GAS	100	1137	WEST
1055LB	1055LB	ELK	100	1836	WEST
1055LC	1055LC	ELK	100	1724	WEST
1055LC	1055LC	GAS	100	995	WEST
1055LD	1055LD	ELK	100	1943	WEST
1055LD	1055LD	GAS	100	1077	WEST
1055LE	1055LE	GAS	100	900	WEST
1055LE	1055LE	ELK	100	1940	WEST
1055LG	1055LG	ELK	100	2896	WEST
1055LG	1055LG	GAS	100	960	WEST
1055LH	1055LH	GAS	100	1052	WEST
1055LH	1055LH	ELK	100	1857	WEST
1055LJ	1055LJ	ELK	100	2584	WEST
1055LJ	1055LJ	GAS	100	1128	WEST
1055LK	1055LK	GAS	100	885	WEST
1055LK	1055LK	ELK	100	1726	WEST
1055LL	1055LL	GAS	100	783	WEST
1055LL	1055LL	ELK	100	1259	WEST
1055LM	1055LM	ELK	100	1468	WEST
1055LM	1055LM	GAS	100	961	WEST
1055LN	1055LN	GAS	100	1291	WEST
1055LN	1055LN	ELK	100	1481	WEST
1055LP	1055LP	GAS	100	1214	WEST
1055LP	1055LP	ELK	100	1806	WEST
1055LR	1055LR	ELK	100	2938	WEST
1055LR	1055LR	GAS	100	1440	WEST
1055LS	1055LS	GAS	100	1083	WEST
1055LS	1055LS	ELK	100	2751	WEST
1055LT	1055LT	ELK	100	2832	WEST
1055LT	1055LT	GAS	100	1405	WEST
1055LV	1055LV	ELK	100	2784	WEST
1055LV	1055LV	GAS	100	1172	WEST
1055LW	1055LW	ELK	95,74	2624	WEST
1055LW	1055LW	GAS	100	1201	WEST
1055LX	1055LX	GAS	100	1275	WEST
1055LX	1055LX	ELK	100	2546	WEST
1055LZ	1055LZ	ELK	100	4657	WEST
1055LZ	1055LZ	GAS	100	1293	WEST
1055MA	1055MA	ELK	100	2484	WEST
1055MA	1055MA	GAS	100	1124	WEST
1055MB	1055MB	GAS	100	1115	WEST
1055MB	1055MB	ELK	95,92	2459	WEST
1055MC	1055MC	GAS	100	1241	WEST
1055MC	1055MC	ELK	100	2303	WEST
1055MD	1055MD	GAS	100	877	WEST
1055MD	1055MD	ELK	100	2088	WEST
1055ME	1055ME	ELK	100	2290	WEST
1055ME	1055ME	GAS	100	1150	WEST
1055MG	1055MG	GAS	100	1005	WEST
1055MG	1055MG	ELK	100	2012	WEST
1055MH	1055MH	GAS	100	1034	WEST
1055MH	1055MH	ELK	100	1808	WEST
1055MJ	1055MJ	GAS	100	925	WEST
1055MJ	1055MJ	ELK	100	2195	WEST
1055MK	1055MK	ELK	100	4297	WEST
1055MK	1055MK	GAS	100	1940	WEST
1055ML	1055ML	ELK	100	1993	WEST
1055ML	1055ML	GAS	100	1835	WEST
1055MN	1055MN	ELK	100	2923	WEST
1055MN	1055MN	GAS	100	1143	WEST
1055MP	1055MP	ELK	100	2371	WEST
1055MP	1055MP	GAS	100	1139	WEST
1055MR	1055MR	ELK	100	2590	WEST
1055MR	1055MR	GAS	100	1257	WEST
1055MS	1055MS	ELK	100	1706	WEST
1055MS	1055MS	GAS	100	1002	WEST
1055MT	1055MT	GAS	100	1004	WEST
1055MT	1055MT	ELK	100	1726	WEST
1055MV	1055MV	GAS	100	911	WEST
1055MV	1055MV	ELK	100	2154	WEST
1055MX	1055MX	GAS	100	798	WEST
1055MX	1055MX	ELK	100	3266	WEST
1055MZ	1055MZ	ELK	100	2803	WEST
1055MZ	1055MZ	GAS	100	1396	WEST
1055NA	1055NA	GAS	100	1132	WEST
1055NA	1055NA	ELK	100	2370	WEST
1055NB	1055NB	ELK	100	2091	WEST
1055NB	1055NB	GAS	100	975	WEST
1055NC	1055NC	ELK	100	1986	WEST
1055NC	1055NC	GAS	100	1045	WEST
1055ND	1055ND	GAS	100	1782	WEST
1055ND	1055ND	ELK	95,56	6185	WEST
1055NE	1055NE	GAS	100	1175	WEST
1055NE	1055NE	ELK	100	2210	WEST
1055NG	1055NG	GAS	100	1331	WEST
1055NG	1055NG	ELK	100	2706	WEST
1055NH	1055NH	GAS	100	1631	WEST
1055NH	1055NH	ELK	95,56	2677	WEST
1055NJ	1055NJ	GAS	100	961	WEST
1055NJ	1055NJ	ELK	100	1893	WEST
1055NK	1055NK	GAS	100	1035	WEST
1055NK	1055NK	ELK	100	5386	WEST
1055NL	1055NL	GAS	100	857	WEST
1055NL	1055NL	ELK	100	1618	WEST
1055NM	1055NM	ELK	100	1886	WEST
1055NM	1055NM	GAS	100	901	WEST
1055NN	1055NN	ELK	100	1526	WEST
1055NN	1055NN	GAS	100	1038	WEST
1055NP	1055NP	ELK	100	2325	WEST
1055NP	1055NP	GAS	100	879	WEST
1055NR	1055NR	ELK	100	1918	WEST
1055NR	1055NR	GAS	100	965	WEST
1055NS	1055NS	ELK	100	1333	WEST
1055NS	1055NS	GAS	100	1072	WEST
1055NT	1055NT	GAS	100	1019	WEST
1055NT	1055NT	ELK	100	1637	WEST
1055NV	1055NV	ELK	100	1689	WEST
1055NV	1055NV	GAS	100	985	WEST
1055NW	1055NW	GAS	100	1145	WEST
1055NW	1055NW	ELK	100	1790	WEST
1055NX	1055NX	GAS	100	1016	WEST
1055NX	1055NX	ELK	100	1409	WEST
1055NZ	1055NZ	GAS	100	843	WEST
1055NZ	1055NZ	ELK	100	1041	WEST
1055PA	1055PA	GAS	100	894	WEST
1055PA	1055PA	ELK	100	1544	WEST
1055PB	1055PB	GAS	100	875	WEST
1055PB	1055PB	ELK	100	1308	WEST
1055PC	1055PC	GAS	100	969	WEST
1055PC	1055PC	ELK	100	1482	WEST
1055PD	1055PD	GAS	100	987	WEST
1055PD	1055PD	ELK	100	1810	WEST
1055PE	1055PE	ELK	94,59	2894	WEST
1055PE	1055PE	GAS	100	1643	WEST
1055PG	1055PG	GAS	100	975	WEST
1055PG	1055PG	ELK	100	1407	WEST
1055PH	1055PH	GAS	100	991	WEST
1055PH	1055PH	ELK	100	1350	WEST
1055PJ	1055PJ	GAS	100	825	WEST
1055PJ	1055PJ	ELK	100	1392	WEST
1055PK	1055PK	GAS	100	801	WEST
1055PK	1055PK	ELK	100	1643	WEST
1055PL	1055PL	ELK	100	2775	WEST
1055PL	1055PL	GAS	100	1114	WEST
1055PM	1055PM	GAS	100	929	WEST
1055PM	1055PM	ELK	100	1758	WEST
1055PN	1055PN	GAS	100	892	WEST
1055PN	1055PN	ELK	100	1660	WEST
1055PP	1055PP	GAS	100	1091	WEST
1055PP	1055PP	ELK	100	1754	WEST
1055PR	1055PR	ELK	100	2153	WEST
1055PR	1055PR	GAS	100	1208	WEST
1055PS	1055PS	GAS	100	1196	WEST
1055PS	1055PS	ELK	100	2329	WEST
1055PT	1055PT	ELK	100	1631	WEST
1055PT	1055PT	GAS	100	544	WEST
1055PV	1055PV	GAS	100	526	WEST
1055PV	1055PV	ELK	100	1704	WEST
1055PW	1055PW	ELK	100	1763	WEST
1055PW	1055PW	GAS	100	600	WEST
1055PX	1055PX	ELK	100	1596	WEST
1055PX	1055PX	GAS	100	614	WEST
1055PZ	1055PZ	ELK	100	1587	WEST
1055PZ	1055PZ	GAS	100	727	WEST
1055RA	1055RA	ELK	100	1728	WEST
1055RA	1055RA	GAS	100	976	WEST
1055RB	1055RB	ELK	100	1879	WEST
1055RB	1055RB	GAS	100	897	WEST
1055RC	1055RC	GAS	100	971	WEST
1055RC	1055RC	ELK	100	1992	WEST
1055RD	1055RD	GAS	100	1975	WEST
1055RD	1055RD	ELK	100	5157	WEST
1055RE	1055RE	ELK	100	4868	WEST
1055RE	1055RE	GAS	100	1636	WEST
1055RG	1055RG	ELK	100	1851	WEST
1055RG	1055RG	GAS	100	1326	WEST
1055RH	1055RH	ELK	100	1422	WEST
1055RH	1055RH	GAS	100	798	WEST
1055RJ	1055RJ	ELK	100	2058	WEST
1055RJ	1055RJ	GAS	100	1051	WEST
1055RK	1055RK	GAS	100	1052	WEST
1055RK	1055RK	ELK	100	1625	WEST
1055RL	1055RL	ELK	100	1050	WEST
1055RL	1055RL	GAS	100	768	WEST
1055RM	1055RM	ELK	100	2250	WEST
1055RM	1055RM	GAS	100	1033	WEST
1055RN	1055RN	GAS	100	896	WEST
1055RN	1055RN	ELK	100	1721	WEST
1055RP	1055RP	ELK	100	1888	WEST
1055RP	1055RP	GAS	100	33	WEST
1055RR	1055RR	GAS	100	81	WEST
1055RR	1055RR	ELK	100	2289	WEST
1055RS	1055RS	GAS	100	64	WEST
1055RS	1055RS	ELK	100	1561	WEST
1055RT	1055RT	GAS	100	21	WEST
1055RT	1055RT	ELK	100	1570	WEST
1055RV	1055RV	ELK	100	13759	WEST
1055RV	1055RV	GAS	100	4021	WEST
1055RW	1055RX	ELK	100	7058	WEST
1055RX	1055RX	GAS	100	3347	WEST
1055RZ	1055RZ	GAS	100	597	WEST
1055RZ	1055RZ	ELK	100	3564	WEST
1055SB	1055SC	ELK	100	3011	WEST
1055SB	1055SC	GAS	100	1068	WEST
1055SN	1055SN	ELK	100	1679	WEST
1055SN	1055SN	GAS	100	975	WEST
1055SP	1055SP	GAS	100	983	WEST
1055SP	1055SP	ELK	100	1474	WEST
1055SR	1055SR	GAS	100	837	WEST
1055SR	1055SR	ELK	100	1404	WEST
1055ST	1055ST	GAS	100	1277	WEST
1055ST	1055ST	ELK	100	3525	WEST
1055SV	1055SV	GAS	100	1022	WEST
1055SV	1055SV	ELK	100	1554	WEST
1055SW	1055SW	GAS	100	817	WEST
1055SW	1055SW	ELK	92,86	1510	WEST
1055SX	1055SX	GAS	100	1044	WEST
1055SX	1055SX	ELK	100	1698	WEST
1055SZ	1055SZ	GAS	100	1014	WEST
1055SZ	1055SZ	ELK	100	1378	WEST
1055TA	1055TA	ELK	100	1743	WEST
1055TA	1055TA	GAS	100	1047	WEST
1055TB	1055TB	GAS	100	1095	WEST
1055TB	1055TB	ELK	100	1538	WEST
1055TC	1055TC	GAS	100	953	WEST
1055TC	1055TC	ELK	100	1727	WEST
1055TD	1055TD	GAS	100	1063	WEST
1055TD	1055TD	ELK	100	1842	WEST
1055TE	1055TE	ELK	100	1384	WEST
1055TE	1055TE	GAS	100	1167	WEST
1055TG	1055TG	ELK	100	1322	WEST
1055TG	1055TG	GAS	100	942	WEST
1055TH	1055TH	GAS	100	946	WEST
1055TH	1055TH	ELK	100	1494	WEST
1055TJ	1055TJ	ELK	100	1688	WEST
1055TJ	1055TJ	GAS	100	870	WEST
1055TK	1055TK	GAS	100	940	WEST
1055TK	1055TK	ELK	100	1602	WEST
1055TL	1055TL	GAS	100	797	WEST
1055TL	1055TL	ELK	100	1845	WEST
1055TM	1055TM	ELK	100	1926	WEST
1055TM	1055TM	GAS	100	1055	WEST
1055TN	1055TN	ELK	100	1758	WEST
1055TN	1055TN	GAS	100	996	WEST
1055TP	1055TP	ELK	96,88	2214	WEST
1055TP	1055TP	GAS	100	1083	WEST
1055TR	1055TR	GAS	100	847	WEST
1055TR	1055TR	ELK	100	1554	WEST
1055TS	1055TS	GAS	100	784	WEST
1055TS	1055TS	ELK	100	1398	WEST
1055TT	1055TT	ELK	100	2011	WEST
1055TT	1055TT	GAS	100	925	WEST
1055TV	1055TV	ELK	100	2822	WEST
1055TV	1055TV	GAS	100	993	WEST
1055TW	1055TW	ELK	100	1191	WEST
1055TW	1055TW	GAS	100	747	WEST
1055TX	1055TX	ELK	100	1528	WEST
1055TX	1055TX	GAS	100	745	WEST
1055TZ	1055TZ	ELK	100	1174	WEST
1055TZ	1055TZ	GAS	100	754	WEST
1055VA	1055VA	ELK	100	1561	WEST
1055VA	1055VA	GAS	100	736	WEST
1055VB	1055VB	GAS	100	684	WEST
1055VB	1055VB	ELK	100	1713	WEST
1055VC	1055VC	GAS	100	821	WEST
1055VC	1055VC	ELK	100	2039	WEST
1055VD	1055VD	GAS	100	634	WEST
1055VD	1055VD	ELK	100	2203	WEST
