MEETVERANTWOORDELIJKE	NETBEHEERDER	STRAATNAAM	POSTCODE_VAN	POSTCODE_TOT	WOONPLAATS	PRODUCTSOORT	VERBRUIKSSEGMENT	Aantal Aansluitingen	%Leveringsrichting	%Fysieke status	%Soort aansluiting	Soort aansluiting Naam	SJV	%SJV laag tarief	%Slimme Meter	Gemiddeld aantal telwielen
	GAS Liander	Nieuwersluishof	1106PN	1106PN	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1516	0.0	6.25	
	Liander N.V. (NW)	Nieuwersluishof	1106PN	1106PN	AMSTERDAM	ELK	KVB	16	100.0	100.0	81	1x25	1952	12.5	6.25	1.1
	Liander N.V. (NW)	Nieuwersluishof	1106PP	1106PP	AMSTERDAM	ELK	KVB	17	100.0	100.0	88	1x25	5416	0.0	0.0	1.0
	GAS Liander	Nieuwersluishof	1106PP	1106PP	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1625	0.0	0.0	
	Liander N.V. (NW)	Nieuwersluishof	1106PR	1106PR	AMSTERDAM	ELK	KVB	16	100.0	100.0	63	1x25	3000	31.25	25.0	1.1
	GAS Liander	Nieuwersluishof	1106PR	1106PR	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1395	0.0	25.0	
	GAS Liander	Nieuwersluishof	1106PS	1106PS	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1159	0.0	12.5	
	Liander N.V. (NW)	Nieuwersluishof	1106PS	1106PS	AMSTERDAM	ELK	KVB	16	100.0	100.0	94	1x25	2562	12.5	12.5	1.0
	GAS Liander	Nieuwersluishof	1106PT	1106PT	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1498	0.0	100.0	
	Liander N.V. (NW)	Nieuwersluishof	1106PT	1106PT	AMSTERDAM	ELK	KVB	16	100.0	100.0	100	1x35	2557	100.0	100.0	
	Liander N.V. (NW)	Nieuwersluishof	1106PV	1106PV	AMSTERDAM	ELK	KVB	20	100.0	100.0	85	1x35	3017	100.0	100.0	
	GAS Liander	Nieuwersluishof	1106PV	1106PV	AMSTERDAM	GAS	KVB	19	100.0	100.0	100	G4	1097	0.0	100.0	
	GAS Liander	Nieuwersluishof	1106PW	1106PW	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1446	0.0	12.5	
	Liander N.V. (NW)	Nieuwersluishof	1106PW	1106PW	AMSTERDAM	ELK	KVB	16	100.0	100.0	88	1x25	2524	12.5	12.5	1.0
	Liander N.V. (NW)	Nieuwersluishof	1106PX	1106PX	AMSTERDAM	ELK	KVB	15	100.0	100.0	93	1x25	3298	13.33	6.67	1.1
	GAS Liander	Nieuwersluishof	1106PX	1106PX	AMSTERDAM	GAS	KVB	15	100.0	100.0	100	G4	1858	0.0	6.67	
	Liander N.V. (NW)	Nieuwersluishof	1106PZ	1106PZ	AMSTERDAM	ELK	KVB	16	100.0	100.0	88	1x25	2446	50.0	50.0	1.0
	GAS Liander	Nieuwersluishof	1106PZ	1106PZ	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1477	0.0	50.0	
	Liander N.V. (NW)	Holendrechtdreef	1106QQ	1106RA	AMSTERDAM	ELK	KVB	20	100.0	100.0	65	1x25	1777	5.0	0.0	1.1
	GAS Liander	Nieuwersluishof	1106RA	1106RA	AMSTERDAM	GAS	KVB	15	100.0	100.0	100	G4	1513	0.0	0.0	
	GAS Liander	Nieuwersluishof	1106RB	1106RB	AMSTERDAM	GAS	KVB	19	100.0	100.0	95	G4	1079	0.0	36.84	
	Liander N.V. (NW)	Nieuwersluishof	1106RB	1106RB	AMSTERDAM	ELK	KVB	21	100.0	100.0	52	1x25	4964	47.62	42.86	1.1
	Liander N.V. (NW)	Nieuwersluishof	1106RC	1106RC	AMSTERDAM	ELK	KVB	16	100.0	100.0	63	1x25	2301	50.0	43.75	1.1
	GAS Liander	Nieuwersluishof	1106RC	1106RC	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1104	0.0	43.75	
	GAS Liander	Nieuwersluishof	1106RD	1106RD	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1638	0.0	6.25	
	Liander N.V. (NW)	Nieuwersluishof	1106RD	1106RD	AMSTERDAM	ELK	KVB	16	100.0	100.0	88	1x25	2445	6.25	6.25	1.0
	GAS Liander	Nieuwlandhof	1106RE	1106RE	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1242	0.0	31.25	
	Liander N.V. (NW)	Nieuwlandhof	1106RE	1106RE	AMSTERDAM	ELK	KVB	16	100.0	100.0	75	1x25	1962	31.25	31.25	1.0
	Liander N.V. (NW)	Nieuwlandhof	1106RG	1106RG	AMSTERDAM	ELK	KVB	16	100.0	100.0	94	1x25	2238	0.0	0.0	1.0
	GAS Liander	Nieuwlandhof	1106RG	1106RG	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1298	0.0	0.0	
	Liander N.V. (NW)	Nieuwlandhof	1106RH	1106RH	AMSTERDAM	ELK	KVB	16	100.0	100.0	100	1x35	2110	93.75	100.0	
	GAS Liander	Nieuwlandhof	1106RH	1106RH	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1467	0.0	100.0	
	GAS Liander	Nieuwlandhof	1106RJ	1106RJ	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1354	0.0	93.75	
	Liander N.V. (NW)	Nieuwlandhof	1106RJ	1106RJ	AMSTERDAM	ELK	KVB	17	100.0	100.0	88	1x35	4247	94.12	94.12	1.0
	GAS Liander	Nieuwlandhof	1106RK	1106RK	AMSTERDAM	GAS	KVB	19	100.0	100.0	100	G4	1119	0.0	21.05	
	Liander N.V. (NW)	Nieuwlandhof	1106RK	1106RK	AMSTERDAM	ELK	KVB	19	100.0	100.0	74	1x25	2318	21.05	21.05	1.0
	GAS Liander	Nieuwlandhof	1106RL	1106RL	AMSTERDAM	GAS	KVB	14	100.0	100.0	100	G4	1416	0.0	21.43	
	Liander N.V. (NW)	Nieuwlandhof	1106RL	1106RL	AMSTERDAM	ELK	KVB	14	100.0	100.0	64	1x25	3078	28.57	21.43	1.1
	GAS Liander	Nieuwlandhof	1106RM	1106RM	AMSTERDAM	GAS	KVB	23	100.0	100.0	96	G4	1661	0.0	4.35	
	Liander N.V. (NW)	Nieuwlandhof	1106RM	1106RM	AMSTERDAM	ELK	KVB	23	100.0	100.0	91	1x25	3511	13.04	8.7	1.0
	Liander N.V. (NW)	Nieuwlandhof	1106RN	1106RN	AMSTERDAM	ELK	KVB	16	100.0	100.0	100	1x25	1855	0.0	0.0	1.0
	GAS Liander	Nieuwlandhof	1106RN	1106RN	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1371	0.0	37.5	
	GAS Liander	Nieuwlandhof	1106RP	1106RP	AMSTERDAM	GAS	KVB	11	100.0	100.0	100	G4	982	0.0	90.91	
	Liander N.V. (NW)	Nieuwlandhof	1106RP	1106RP	AMSTERDAM	ELK	KVB	13	100.0	100.0	69	1x35	6022	84.62	84.62	1.5
	GAS Liander	Nieuwlandhof	1106RR	1106RR	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1387	0.0	6.25	
	Liander N.V. (NW)	Nieuwlandhof	1106RR	1106RR	AMSTERDAM	ELK	KVB	16	100.0	100.0	100	1x25	2205	6.25	6.25	1.0
	Liander N.V. (NW)	Nieuwlandhof	1106RS	1106RS	AMSTERDAM	ELK	KVB	16	100.0	100.0	100	1x25	1863	6.25	6.25	1.0
	GAS Liander	Nieuwlandhof	1106RS	1106RS	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1402	0.0	6.25	
	GAS Liander	Nieuwlandhof	1106RT	1106RT	AMSTERDAM	GAS	KVB	15	100.0	100.0	100	G4	1323	0.0	80.0	
	Liander N.V. (NW)	Nieuwlandhof	1106RT	1106RT	AMSTERDAM	ELK	KVB	15	100.0	100.0	87	1x35	2313	93.33	93.33	1.0
	GAS Liander	Nieuwlandhof	1106RV	1106RV	AMSTERDAM	GAS	KVB	13	100.0	100.0	92	G4	1562	0.0	30.77	
	Liander N.V. (NW)	Nieuwlandhof	1106RV	1106RV	AMSTERDAM	ELK	KVB	14	100.0	100.0	57	1x25	3687	50.0	35.71	1.2
	Liander N.V. (NW)	Niftrikhof	1106SB	1106SX	AMSTERDAM	ELK	KVB	26	88.46	100.0	62	1x25	5592	38.46	30.77	1.1
	GAS Liander	Parkhof	1106SX	1106SX	AMSTERDAM	GAS	KVB	24	100.0	100.0	100	G4	1384	0.0	25.0	
	GAS Liander	Parkhof	1106SZ	1106SZ	AMSTERDAM	GAS	KVB	21	100.0	100.0	100	G4	1296	0.0	38.1	
	GAS Liander	Nigtevechthof	1106TB	1106TB	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1724	0.0	93.75	
	Liander N.V. (NW)	Nigtevechthof	1106TB	1106TB	AMSTERDAM	ELK	KVB	16	100.0	100.0	94	1x35	2445	93.75	93.75	1.0
	GAS Liander	Nigtevechthof	1106TC	1106TC	AMSTERDAM	GAS	KVB	11	100.0	100.0	100	G4	1146	0.0	100.0	
	Liander N.V. (NW)	Nigtevechthof	1106TC	1106TC	AMSTERDAM	ELK	KVB	12	100.0	100.0	92	1x35	3574	100.0	100.0	
	GAS Liander	Nigtevechthof	1106TD	1106TD	AMSTERDAM	GAS	KVB	11	100.0	100.0	100	G4	1128	0.0	100.0	
	Liander N.V. (NW)	Nigtevechthof	1106TD	1106TD	AMSTERDAM	ELK	KVB	12	100.0	100.0	83	1x35	4526	100.0	100.0	
Liander N.V.	Liander N.V. (NW)	Nigtevechthof	1106TE	1106TG	AMSTERDAM	ELK	KVB	27	100.0	88.89	52	1x25	2799	51.85	44.44	1.0
	GAS Liander	Nigtevechthof	1106TE	1106TG	AMSTERDAM	GAS	KVB	24	100.0	95.83	100	G4	1270	0.0	45.83	
	GAS Liander	Ochtenhof	1106TH	1106TH	AMSTERDAM	GAS	KVB	17	100.0	100.0	100	G4	1287	0.0	0.0	
	Liander N.V. (NW)	Ochtenhof	1106TH	1106TH	AMSTERDAM	ELK	KVB	17	100.0	100.0	100	1x25	2073	5.88	0.0	1.1
	Liander N.V. (NW)	Ochtenhof	1106TJ	1106TJ	AMSTERDAM	ELK	KVB	16	100.0	100.0	94	1x25	2616	6.25	6.25	1.0
	GAS Liander	Ochtenhof	1106TJ	1106TJ	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1550	0.0	6.25	
	GAS Liander	Ochtenhof	1106TK	1106TK	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1428	0.0	0.0	
	Liander N.V. (NW)	Ochtenhof	1106TK	1106TK	AMSTERDAM	ELK	KVB	17	100.0	100.0	88	1x25	3091	11.76	5.88	1.1
	Liander N.V. (NW)	Ochtenhof	1106TL	1106TL	AMSTERDAM	ELK	KVB	16	100.0	100.0	94	1x25	2276	6.25	6.25	1.0
	GAS Liander	Ochtenhof	1106TL	1106TL	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1317	0.0	6.25	
	Liander N.V. (NW)	Ochtenhof	1106TM	1106TM	AMSTERDAM	ELK	KVB	18	100.0	100.0	83	1x25	2667	16.67	16.67	1.1
	GAS Liander	Ochtenhof	1106TM	1106TM	AMSTERDAM	GAS	KVB	17	100.0	100.0	100	G4	1280	0.0	5.88	
	GAS Liander	Opheusdenhof	1106TN	1106TN	AMSTERDAM	GAS	KVB	21	100.0	100.0	100	G4	1548	0.0	0.0	
	Liander N.V. (NW)	Opheusdenhof	1106TP	1106TP	AMSTERDAM	ELK	KVB	15	100.0	93.33	93	1x25	2002	13.33	6.67	1.1
	GAS Liander	Opheusdenhof	1106TP	1106TP	AMSTERDAM	GAS	KVB	15	100.0	93.33	100	G4	1534	0.0	6.67	
	GAS Liander	Opheusdenhof	1106TR	1106TR	AMSTERDAM	GAS	KVB	17	100.0	100.0	100	G4	1478	0.0	0.0	
	Liander N.V. (NW)	Opheusdenhof	1106TR	1106TR	AMSTERDAM	ELK	KVB	18	100.0	100.0	89	1x25	2820	5.56	5.56	1.0
	GAS Liander	Opheusdenhof	1106TS	1106TS	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1564	0.0	6.25	
	Liander N.V. (NW)	Opheusdenhof	1106TS	1106TS	AMSTERDAM	ELK	KVB	16	100.0	100.0	94	1x25	2413	12.5	6.25	1.1
	GAS Liander	Opheusdenhof	1106TT	1106TT	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1318	0.0	6.25	
	Liander N.V. (NW)	Opheusdenhof	1106TT	1106TT	AMSTERDAM	ELK	KVB	17	100.0	100.0	88	1x25	2674	11.76	11.76	1.0
	GAS Liander	Opheusdenhof	1106TV	1106TV	AMSTERDAM	GAS	KVB	17	100.0	100.0	100	G4	1703	0.0	11.76	
	Liander N.V. (NW)	Opheusdenhof	1106TV	1106TV	AMSTERDAM	ELK	KVB	18	100.0	100.0	89	1x25	2746	16.67	16.67	1.0
	Liander N.V. (NW)	Opheusdenhof	1106TW	1106TX	AMSTERDAM	ELK	KVB	25	100.0	100.0	84	1x25	2288	16.0	12.0	1.0
	GAS Liander	Opheusdenhof	1106TW	1106TX	AMSTERDAM	GAS	KVB	25	100.0	100.0	100	G4	1337	0.0	12.0	
	GAS Liander	Opheusdenhof	1106TZ	1106TZ	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1421	0.0	0.0	
	Liander N.V. (NW)	Opheusdenhof	1106TZ	1106TZ	AMSTERDAM	ELK	KVB	17	100.0	100.0	88	1x25	4055	11.76	5.88	1.1
	Liander N.V. (NW)	Opheusdenhof	1106VA	1106VA	AMSTERDAM	ELK	KVB	17	100.0	100.0	88	1x25	2700	11.76	11.76	1.0
	GAS Liander	Opheusdenhof	1106VA	1106VA	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1385	0.0	6.25	
	Liander N.V. (NW)	Opheusdenhof	1106VB	1106VB	AMSTERDAM	ELK	KVB	16	100.0	100.0	81	1x25	2022	56.25	43.75	1.2
	GAS Liander	Opheusdenhof	1106VB	1106VB	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1476	0.0	43.75	
	Liander N.V. (NW)	Opheusdenhof	1106VC	1106VC	AMSTERDAM	ELK	KVB	17	100.0	100.0	88	1x25	2743	5.88	5.88	1.0
	GAS Liander	Opheusdenhof	1106VC	1106VC	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1303	0.0	0.0	
	Liander N.V. (NW)	Opheusdenhof	1106VD	1106VD	AMSTERDAM	ELK	KVB	16	100.0	100.0	94	1x25	2851	0.0	0.0	1.0
	GAS Liander	Opheusdenhof	1106VD	1106VD	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	2087	0.0	0.0	
	GAS Liander	Opheusdenhof	1106VE	1106VE	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1109	0.0	0.0	
	Liander N.V. (NW)	Opheusdenhof	1106VE	1106VE	AMSTERDAM	ELK	KVB	17	100.0	100.0	88	1x25	2415	5.88	5.88	1.0
	Liander N.V. (NW)	Opheusdenhof	1106VG	1106VG	AMSTERDAM	ELK	KVB	17	100.0	100.0	88	1x25	3236	11.76	11.76	1.0
	GAS Liander	Opheusdenhof	1106VG	1106VG	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1738	0.0	6.25	
	GAS Liander	Opheusdenhof	1106VH	1106VH	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1713	0.0	0.0	
	Liander N.V. (NW)	Opheusdenhof	1106VH	1106VH	AMSTERDAM	ELK	KVB	16	100.0	100.0	81	1x25	2669	6.25	0.0	1.1
	Liander N.V. (NW)	Opheusdenhof	1106VJ	1106VJ	AMSTERDAM	ELK	KVB	18	100.0	100.0	94	1x25	2535	16.67	16.67	1.0
	GAS Liander	Opheusdenhof	1106VJ	1106VJ	AMSTERDAM	GAS	KVB	17	100.0	100.0	100	G4	1350	0.0	11.76	
	Liander N.V. (NW)	Opheusdenhof	1106VK	1106VK	AMSTERDAM	ELK	KVB	17	100.0	100.0	88	1x25	2784	11.76	11.76	1.0
	GAS Liander	Opheusdenhof	1106VK	1106VK	AMSTERDAM	GAS	KVB	17	100.0	100.0	100	G4	1750	0.0	11.76	
	GAS Liander	Opheusdenhof	1106VL	1106VL	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1163	0.0	6.25	
	Liander N.V. (NW)	Opheusdenhof	1106VL	1106VL	AMSTERDAM	ELK	KVB	16	100.0	100.0	100	1x25	2013	12.5	6.25	1.1
	GAS Liander	Opheusdenhof	1106VM	1106VM	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1373	0.0	0.0	
	Liander N.V. (NW)	Opheusdenhof	1106VM	1106VM	AMSTERDAM	ELK	KVB	17	100.0	100.0	88	1x25	2284	11.76	5.88	1.1
	Liander N.V. (NW)	Opheusdenhof	1106VN	1106VN	AMSTERDAM	ELK	KVB	17	100.0	100.0	94	1x25	2449	5.88	5.88	1.0
	GAS Liander	Opheusdenhof	1106VN	1106VN	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1240	0.0	0.0	
	GAS Liander	Opheusdenhof	1106VP	1106VP	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1346	0.0	6.25	
	Liander N.V. (NW)	Opheusdenhof	1106VP	1106VP	AMSTERDAM	ELK	KVB	17	100.0	100.0	88	1x25	2610	17.65	11.76	1.1
	GAS Liander	Opheusdenhof	1106VR	1106VR	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1303	0.0	0.0	
	Liander N.V. (NW)	Opheusdenhof	1106VR	1106VR	AMSTERDAM	ELK	KVB	16	100.0	100.0	94	1x25	2134	0.0	0.0	1.0
	GAS Liander	Ophemerthof	1106VS	1106VS	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1502	0.0	6.25	
	Liander N.V. (NW)	Ophemerthof	1106VT	1106VT	AMSTERDAM	ELK	KVB	16	100.0	100.0	100	1x25	1587	0.0	0.0	1.0
	GAS Liander	Ophemerthof	1106VT	1106VT	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1102	0.0	0.0	
	GAS Liander	Ophemerthof	1106VV	1106VV	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1241	0.0	0.0	
	Liander N.V. (NW)	Ophemerthof	1106VV	1106VV	AMSTERDAM	ELK	KVB	17	100.0	100.0	88	1x25	3046	5.88	0.0	1.1
	GAS Liander	Ophemerthof	1106VW	1106VW	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	960	0.0	0.0	
	Liander N.V. (NW)	Ophemerthof	1106VW	1106VW	AMSTERDAM	ELK	KVB	16	100.0	100.0	94	1x25	1803	6.25	0.0	1.1
	GAS Liander	Ophemerthof	1106VX	1106VX	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1652	0.0	12.5	
	Liander N.V. (NW)	Ophemerthof	1106VZ	1106VZ	AMSTERDAM	ELK	KVB	17	100.0	100.0	94	1x25	3092	17.65	5.88	1.1
	GAS Liander	Ophemerthof	1106VZ	1106VZ	AMSTERDAM	GAS	KVB	17	100.0	100.0	100	G4	1879	0.0	5.88	
	GAS Liander	Willem Gertenbachstraat	1106WB	1106WB	AMSTERDAM	GAS	KVB	37	100.0	100.0	97	G4	994	0.0	27.03	
	Liander N.V. (NW)	Willem Gertenbachstraat	1106WC	1106WC	AMSTERDAM	ELK	KVB	24	91.67	100.0	75	1x25	2991	16.67	4.17	1.1
	GAS Liander	Willem Gertenbachstraat	1106WC	1106WC	AMSTERDAM	GAS	KVB	24	100.0	100.0	100	G4	1403	0.0	4.17	
	GAS Liander	H Kuipers-Rietberghof	1106WD	1106WD	AMSTERDAM	GAS	KVB	17	100.0	100.0	100	G4	955	0.0	11.76	
	Liander N.V. (NW)	H Kuipers-Rietberghof	1106WD	1106WD	AMSTERDAM	ELK	KVB	17	94.12	100.0	82	1x25	3067	23.53	11.76	1.1
	Liander N.V. (NW)	H Kuipers-Rietberghof	1106WE	1106WE	AMSTERDAM	ELK	KVB	42	95.24	100.0	74	1x25	3080	11.9	9.52	1.0
	GAS Liander	H Kuipers-Rietberghof	1106WE	1106WE	AMSTERDAM	GAS	KVB	42	100.0	100.0	100	G4	1324	0.0	9.52	
	GAS Liander	Anne Kooistrahof	1106WG	1106WG	AMSTERDAM	GAS	KVB	24	100.0	100.0	100	G4	1148	0.0	16.67	
	Liander N.V. (NW)	Anne Kooistrahof	1106WH	1106WH	AMSTERDAM	ELK	KVB	48	87.5	100.0	77	1x25	3185	25.0	18.75	1.1
	GAS Liander	Anne Kooistrahof	1106WH	1106WH	AMSTERDAM	GAS	KVB	48	100.0	100.0	100	G4	1219	0.0	18.75	
	GAS Liander	Gerrit van den Boschpad	1106WJ	1106WJ	AMSTERDAM	GAS	KVB	60	100.0	100.0	100	G4	1076	0.0	3.33	
	GAS Liander	Siebren van der Baanhof	1106WK	1106WK	AMSTERDAM	GAS	KVB	21	100.0	100.0	100	G4	1364	0.0	0.0	
	Liander N.V. (NW)	Siebren van der Baanhof	1106WK	1106WK	AMSTERDAM	ELK	KVB	21	100.0	100.0	81	1x25	2968	0.0	0.0	1.0
	Liander N.V. (NW)	Jan van der Neuthof	1106WL	1106WL	AMSTERDAM	ELK	KVB	32	93.75	100.0	75	1x25	2981	15.63	12.5	1.0
	GAS Liander	Jan van der Neuthof	1106WL	1106WL	AMSTERDAM	GAS	KVB	31	100.0	100.0	100	G4	1216	0.0	9.68	
	GAS Liander	Maria Snelplantsoen	1106WN	1106WN	AMSTERDAM	GAS	KVB	25	100.0	100.0	100	G4	1574	0.0	12.0	
	Liander N.V. (NW)	Maria Snelplantsoen	1106WN	1106WN	AMSTERDAM	ELK	KVB	25	96.0	100.0	72	1x25	3760	24.0	12.0	1.1
	GAS Liander	Maria Snelplantsoen	1106WP	1106WP	AMSTERDAM	GAS	KVB	33	100.0	100.0	100	G4	1318	0.0	9.09	
	GAS Liander	Cornelis Schuurmanhof	1106WR	1106WR	AMSTERDAM	GAS	KVB	21	100.0	100.0	100	G4	1203	0.0	4.76	
	Liander N.V. (NW)	Cornelis Schuurmanhof	1106WR	1106WR	AMSTERDAM	ELK	KVB	21	100.0	100.0	95	1x25	2836	14.29	4.76	1.1
	Liander N.V. (NW)	Hendrik Godfroidhof	1106WS	1106WS	AMSTERDAM	ELK	KVB	21	100.0	100.0	86	1x25	3281	4.76	0.0	1.0
	GAS Liander	Hendrik Godfroidhof	1106WS	1106WS	AMSTERDAM	GAS	KVB	21	100.0	100.0	100	G4	1263	0.0	0.0	
	GAS Liander	Johan Schamppad	1106WT	1106WT	AMSTERDAM	GAS	KVB	36	100.0	100.0	100	G4	1172	0.0	8.33	
	GAS Liander	Pieter van der Meulenhof	1106WV	1106WV	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1164	0.0	25.0	
	Liander N.V. (NW)	Pieter van der Meulenhof	1106WV	1106WV	AMSTERDAM	ELK	KVB	16	93.75	100.0	44	1x25	2664	31.25	25.0	1.1
	GAS Liander	Jan Somerhof	1106WX	1106WX	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1187	0.0	6.25	
	Liander N.V. (NW)	Jan Somerhof	1106WX	1106WX	AMSTERDAM	ELK	KVB	16	100.0	100.0	81	1x25	4067	12.5	6.25	1.1
	Liander N.V. (NW)	Ophemerthof	1106XA	1106XA	AMSTERDAM	ELK	KVB	16	100.0	100.0	94	1x25	3117	0.0	0.0	1.0
	GAS Liander	Ophemerthof	1106XA	1106XA	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1039	0.0	0.0	
	Liander N.V. (NW)	Ophemerthof	1106XB	1106XB	AMSTERDAM	ELK	KVB	17	100.0	100.0	88	1x25	4663	5.88	0.0	1.1
	GAS Liander	Ophemerthof	1106XB	1106XB	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1551	0.0	0.0	
	Liander N.V. (NW)	Ophemerthof	1106XC	1106XC	AMSTERDAM	ELK	KVB	16	100.0	100.0	88	1x25	2422	6.25	6.25	1.0
	GAS Liander	Ophemerthof	1106XC	1106XC	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1345	0.0	6.25	
	GAS Liander	Ophemerthof	1106XD	1106XD	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1399	0.0	25.0	
	Liander N.V. (NW)	Ophemerthof	1106XD	1106XD	AMSTERDAM	ELK	KVB	16	100.0	100.0	81	1x25	2208	37.5	25.0	1.2
	GAS Liander	Ophemerthof	1106XE	1106XE	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1341	0.0	6.25	
	Liander N.V. (NW)	Ophemerthof	1106XE	1106XE	AMSTERDAM	ELK	KVB	16	100.0	100.0	94	1x25	2393	12.5	12.5	1.0
	Liander N.V. (NW)	Ophemerthof	1106XG	1106XH	AMSTERDAM	ELK	KVB	24	100.0	100.0	83	1x25	2028	12.5	12.5	1.0
	GAS Liander	Ophemerthof	1106XG	1106XH	AMSTERDAM	GAS	KVB	24	100.0	100.0	100	G4	1310	0.0	8.33	
	Liander N.V. (NW)	Ommerenhof	1106XJ	1106XJ	AMSTERDAM	ELK	KVB	17	100.0	100.0	88	1x25	4711	17.65	5.88	1.1
	GAS Liander	Ommerenhof	1106XJ	1106XJ	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1160	0.0	6.25	
	GAS Liander	Ommerenhof	1106XK	1106XK	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1307	0.0	12.5	
	Liander N.V. (NW)	Ommerenhof	1106XK	1106XK	AMSTERDAM	ELK	KVB	16	100.0	100.0	88	1x25	2659	12.5	12.5	1.0
	Liander N.V. (NW)	Ommerenhof	1106XL	1106XL	AMSTERDAM	ELK	KVB	16	100.0	100.0	75	1x25	2768	18.75	0.0	1.2
	GAS Liander	Ommerenhof	1106XL	1106XL	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1275	0.0	0.0	
	Liander N.V. (NW)	Ommerenhof	1106XM	1106XM	AMSTERDAM	ELK	KVB	16	100.0	100.0	81	1x25	3570	12.5	12.5	1.0
	GAS Liander	Ommerenhof	1106XM	1106XM	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	2139	0.0	12.5	
	GAS Liander	Opijnenhof	1106XN	1106XN	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1539	0.0	6.25	
	Liander N.V. (NW)	Opijnenhof	1106XN	1106XN	AMSTERDAM	ELK	KVB	17	100.0	100.0	88	1x25	4583	17.65	11.76	1.1
	Liander N.V. (NW)	Opijnenhof	1106XP	1106XP	AMSTERDAM	ELK	KVB	16	100.0	100.0	88	1x25	2215	18.75	12.5	1.1
	GAS Liander	Opijnenhof	1106XR	1106XR	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1438	0.0	0.0	
	Liander N.V. (NW)	Opijnenhof	1106XR	1106XR	AMSTERDAM	ELK	KVB	16	100.0	100.0	81	1x25	1979	0.0	0.0	1.0
	GAS Liander	Opijnenhof	1106XS	1106XS	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1598	0.0	6.25	
	Liander N.V. (NW)	Opijnenhof	1106XS	1106XS	AMSTERDAM	ELK	KVB	16	100.0	100.0	100	1x25	2331	6.25	6.25	1.0
	GAS Liander	Opijnenhof	1106XT	1106XT	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1647	0.0	6.25	
	Liander N.V. (NW)	Opijnenhof	1106XT	1106XT	AMSTERDAM	ELK	KVB	16	100.0	100.0	75	1x25	2365	6.25	6.25	1.0
