MEETVERANTWOORDELIJKE	NETBEHEERDER	STRAATNAAM	POSTCODE_VAN	POSTCODE_TOT	PRODUCTSOORT	VERBRUIKSSEGMENT	Aantal Aansluitingen	%Leveringsrichting	%Fysieke status	%Soort aansluiting	Soort aansluiting Naam	SJV	%SJV laag tarief	%Slimme Meter	Gemiddeld aantal telwielen
Liander N.V.	GAS Liander	Prins Hendrikkade	1011AW	1011AW	GAS	KVB	13	100	100	92	G4	1424	0	0	1
Liander N.V.	Liander N.V. (NW)	Buiten Bantammerstraat	1011AX	1011AX	ELK	KVB	15	100	93,33	53	3x25	3748	6,67	0	3,5
Liander N.V.	GAS Liander	Buiten Bantammerstraat	1011AX	1011AX	GAS	KVB	13	100	92,31	77	G4	2432	0	0	1
Liander N.V.	Liander N.V. (NW)	Schippersstraat	1011AZ	1011AZ	ELK	KVB	14	100	100	43	1x50	3718	14,29	0	2,9
Liander N.V.	GAS Liander	Schippersstraat	1011AZ	1011AZ	GAS	KVB	12	100	100	75	G4	2191	0	0	1
Liander N.V.	Liander N.V. (NW)	Schippersstraat	1011BA	1011BA	ELK	KVB	10	100	30	40	3x25	2076	10	0	3,3
Liander N.V.	GAS Liander	Schippersstraat	1011BA	1011BC	GAS	KVB	28	100	75	86	G4	1807	0	0	1
Liander N.V.	Liander N.V. (NW)	Schippersstraat	1011BB	1011BC	ELK	KVB	23	100	95,65	61	3x25	3332	13,04	0	2,4
Liander N.V.	Liander N.V. (NW)	Kalkmarkt	1011BD	1011BD	ELK	KVB	22	100	72,73	77	3x25	4484	0	0	2,3
Liander N.V.	GAS Liander	Kalkmarkt	1011BD	1011BD	GAS	KVB	14	100	100	79	G4	2772	0	0	1
Liander N.V.	Liander N.V. (NW)	Binnenkant AB	1011BE	1011BE	ELK	KVB	10	100	100	90	3x25	2677	0	0	1,2
Liander N.V.	GAS Liander	Binnenkant AB	1011BE	1011BH	GAS	KVB	41	100	95,12	83	G4	1822	0	0	1
Liander N.V.	Liander N.V. (NW)	Binnenkant	1011BG	1011BG	ELK	KVB	17	100	70,59	88	3x25	2379	11,76	0	2
Liander N.V.	Liander N.V. (NW)	Binnenkant	1011BH	1011BH	ELK	KVB	32	100	93,75	63	3x25	2834	15,63	0	2,3
Liander N.V.	GAS Liander	Binnenkant	1011BJ	1011BJ	GAS	KVB	16	100	100	69	G4	3403	0	0	1
Liander N.V.	Liander N.V. (NW)	Binnenkant	1011BK	1011BK	ELK	KVB	16	100	100	63	3x25	2633	0	0	2,4
Liander N.V.	GAS Liander	Binnenkant	1011BK	1011BK	GAS	KVB	14	100	100	86	G4	1606	0	0	1
Liander N.V.	Liander N.V. (NW)	Binnenkant	1011BL	1011BM	ELK	KVB	23	100	100	74	1x25	1784	0	0	1,9
Liander N.V.	GAS Liander	Binnenkant	1011BL	1011BM	GAS	KVB	20	100	100	85	G4	1644	0	0	1
Liander N.V.	Liander N.V. (NW)	Binnenkant	1011BN	1011BN	ELK	KVB	21	100	71,43	86	3x25	3041	0	0	1,8
Liander N.V.	GAS Liander	Binnenkant	1011BN	1011BN	GAS	KVB	15	100	86,67	73	G4	1599	0	0	1
Liander N.V.	Liander N.V. (NW)	Binnenkant	1011BP	1011BP	ELK	KVB	17	100	88,24	76	3x25	2368	5,88	0	2,8
Liander N.V.	GAS Liander	Binnenkant	1011BP	1011BP	GAS	KVB	14	100	92,86	86	G4	2091	0	0	1
Liander N.V.	Liander N.V. (NW)	Binnenkant	1011BR	1011BR	ELK	KVB	15	100	100	53	1x25	2298	20	0	1,9
Liander N.V.	GAS Liander	Binnenkant	1011BR	1011BR	GAS	KVB	11	100	100	91	G4	1686	0	0	1
Liander N.V.	Liander N.V. (NW)	Kromme Waal	1011BS	1011BS	ELK	KVB	26	100	76,92	62	3x25	2710	7,69	0	1,7
Liander N.V.	GAS Liander	Kromme Waal	1011BS	1011BS	GAS	KVB	23	100	65,22	65	G4	2163	0	0	1
Liander N.V.	Liander N.V. (NW)	Kromme Waal	1011BT	1011BT	ELK	KVB	31	100	93,55	52	3x25	2634	3,23	0	2
Liander N.V.	GAS Liander	Kromme Waal	1011BT	1011BT	GAS	KVB	27	100	96,3	89	G4	1831	0	0	1
Liander N.V.	Liander N.V. (NW)	Kromme Waal	1011BV	1011BV	ELK	KVB	20	100	80	50	3x25	2882	0	0	1,1
Liander N.V.	GAS Liander	Kromme Waal	1011BV	1011BV	GAS	KVB	18	100	77,78	61	G4	2289	0	0	1
Liander N.V.	Liander N.V. (NW)	Kromme Waal	1011BW	1011BW	ELK	KVB	33	100	100	55	3x25	2845	6,06	0	1,5
Liander N.V.	GAS Liander	Kromme Waal	1011BW	1011BW	GAS	KVB	27	100	100	100	G4	1115	0	0	1
Liander N.V.	Liander N.V. (NW)	Oude Waal	1011BX	1011BX	ELK	KVB	22	100	100	100	1x25	1725	0	0	1
Liander N.V.	GAS Liander	Oude Waal	1011BX	1011BX	GAS	KVB	20	100	100	100	G4	1130	0	0	1
Liander N.V.	Liander N.V. (NW)	Oude Waal	1011BZ	1011BZ	ELK	KVB	28	100	92,86	54	1x25	3934	7,14	0	1,9
Liander N.V.	GAS Liander	Oude Waal	1011BZ	1011BZ	GAS	KVB	24	100	100	75	G4	1374	0	0	1
Liander N.V.	Liander N.V. (NW)	Oude Waal	1011CA	1011CA	ELK	KVB	37	100	56,76	97	3x25	1834	0	0	2,5
Liander N.V.	GAS Liander	Oude Waal	1011CA	1011CA	GAS	KVB	23	100	78,26	78	G4	1365	0	0	1
Liander N.V.	Liander N.V. (NW)	Oude Waal	1011CB	1011CB	ELK	KVB	23	100	86,96	57	1x25	2618	0	0	1,7
Liander N.V.	GAS Liander	Oude Waal	1011CB	1011CB	GAS	KVB	18	100	100	94	G4	1569	0	0	1
Liander N.V.	Liander N.V. (NW)	Oude Waal	1011CC	1011CC	ELK	KVB	20	100	100	60	1x25	2586	5	0	1,2
Liander N.V.	GAS Liander	Oude Waal	1011CC	1011CC	GAS	KVB	18	100	100	89	G4	1786	0	0	1
Liander N.V.	GAS Liander	Oude Waal	1011CD	1011CD	GAS	KVB	15	100	100	100	G4	1446	0	0	1
Liander N.V.	Liander N.V. (NW)	Recht Boomssloot  94 to	1011CD	1011CD	ELK	KVB	17	100	94,12	76	1x25	2064	0	0	1
Liander N.V.	Liander N.V. (NW)	Oude Waal	1011CE	1011CE	ELK	KVB	11	100	90,91	55	1x25	3146	0	0	1,3
Liander N.V.	GAS Liander	Oude Waal	1011CE	1011CH	GAS	KVB	34	100	100	88	G4	2212	0	0	1
Liander N.V.	GAS Liander	Binnen Bantammerstraat	1011CJ	1011CJ	GAS	KVB	15	100	100	100	G4	1470	0	0	1
Liander N.V.	Liander N.V. (NW)	Binnen Bantammerstraat	1011CK	1011CK	ELK	KVB	14	100	100	86	1x25	2205	0	0	1,1
Liander N.V.	GAS Liander	Binnen Bantammerstraat	1011CK	1011CK	GAS	KVB	12	100	100	100	G4	1413	0	0	1
Liander N.V.	Liander N.V. (NW)	Binnen Bantammerstraat	1011CL	1011CL	ELK	KVB	10	100	100	80	1x25	1931	0	0	1,2
Liander N.V.	GAS Liander	Binnen Bantammerstraat	1011CL	1011CM	GAS	KVB	59	100	96,61	92	G4	1351	0	0	1
Liander N.V.	Liander N.V. (NW)	Nieuwe Jonkerstraat	1011CM	1011CM	ELK	KVB	63	100	82,54	41	3x25	2413	4,76	0	2,5
Liander N.V.	Liander N.V. (NW)	Nieuwe Ridderstraat	1011CN	1011CR	ELK	KVB	27	100	92,59	52	1x25	3774	7,41	0	1,6
Liander N.V.	GAS Liander	Nieuwe Ridderstraat	1011CN	1011CR	GAS	KVB	20	100	100	85	G4	2912	0	0	1
Liander N.V.	Liander N.V. (NW)	Recht Boomssloot	1011CS	1011CS	ELK	KVB	26	100	100	69	1x25	1878	0	0	1,2
Liander N.V.	GAS Liander	Recht Boomssloot	1011CS	1011CS	GAS	KVB	22	100	100	86	G4	1719	0	0	1
Liander N.V.	Liander N.V. (NW)	Recht Boomssloot	1011CT	1011CT	ELK	KVB	18	100	94,44	44	1x25	2691	0	0	1,9
Liander N.V.	GAS Liander	Recht Boomssloot	1011CT	1011CT	GAS	KVB	17	100	88,24	100	G4	1337	0	0	1
Liander N.V.	Liander N.V. (NW)	Recht Boomssloot	1011CV	1011CV	ELK	KVB	18	100	100	83	1x25	2178	5,56	0	1,2
Liander N.V.	GAS Liander	Recht Boomssloot	1011CV	1011CV	GAS	KVB	17	100	100	100	G4	1521	0	0	1
Liander N.V.	Liander N.V. (NW)	Recht Boomssloot	1011CW	1011CW	ELK	KVB	15	100	100	53	1x25	2211	0	0	1,8
Liander N.V.	GAS Liander	Recht Boomssloot	1011CW	1011CW	GAS	KVB	13	100	100	100	G4	1238	0	0	1
Liander N.V.	Liander N.V. (NW)	Recht Boomssloot	1011CX	1011CX	ELK	KVB	18	100	100	72	1x25	2667	0	0	1,6
Liander N.V.	GAS Liander	Recht Boomssloot	1011CX	1011CX	GAS	KVB	18	100	100	94	G4	1181	0	0	1
Liander N.V.	Liander N.V. (NW)	Recht Boomssloot	1011CZ	1011CZ	ELK	KVB	20	100	95	50	1x25	2473	0	0	2,2
Liander N.V.	GAS Liander	Recht Boomssloot	1011CZ	1011CZ	GAS	KVB	19	100	100	95	G4	1551	0	0	1
Liander N.V.	Liander N.V. (NW)	Lastageweg	1011DB	1011DB	ELK	KVB	10	100	100	90	1x25	4829	10	0	1
Liander N.V.	GAS Liander	Lastageweg	1011DB	1011EA	GAS	KVB	52	100	96,15	85	G4	2111	0	0	1
Liander N.V.	Liander N.V. (NW)	J.W. Siebbeleshof	1011DC	1011EA	ELK	KVB	56	100	82,14	64	1x25	2873	8,93	0	1,3
Liander N.V.	Liander N.V. (NW)	Recht Boomssloot	1011EB	1011EB	ELK	KVB	24	100	100	88	1x25	1617	0	0	1
Liander N.V.	GAS Liander	Recht Boomssloot	1011EB	1011EB	GAS	KVB	21	100	100	100	G4	1036	0	0	1
Liander N.V.	GAS Liander	Recht Boomssloot	1011EC	1011EC	GAS	KVB	18	100	88,89	61	G4	3150	0	0	1
Liander N.V.	Liander N.V. (NW)	Recht Boomssloot	1011ED	1011ED	ELK	KVB	14	100	100	86	1x25	2371	0	0	1
Liander N.V.	GAS Liander	Recht Boomssloot	1011ED	1011ED	GAS	KVB	12	100	100	92	G4	1380	0	0	1
Liander N.V.	Liander N.V. (NW)	Montelbaanstraat	1011EE	1011EE	ELK	KVB	16	100	100	100	1x25	1968	0	0	1
Liander N.V.	GAS Liander	Montelbaanstraat	1011EE	1011EE	GAS	KVB	16	100	100	100	G4	1037	0	0	1
Liander N.V.	Liander N.V. (NW)	Montelbaanstraat	1011EG	1011EG	ELK	KVB	22	100	90,91	82	1x25	1748	0	0	1,6
Liander N.V.	GAS Liander	Montelbaanstraat	1011EG	1011EG	GAS	KVB	21	100	100	95	G4	3600	0	0	1
Liander N.V.	Liander N.V. (NW)	Geldersekade	1011EH	1011EH	ELK	KVB	37	100	97,3	76	1x25	3172	8,11	0	1,4
Liander N.V.	GAS Liander	Geldersekade	1011EH	1011EH	GAS	KVB	32	100	96,88	91	G4	1404	0	0	1
Liander N.V.	GAS Liander	Geldersekade	1011EJ	1011EJ	GAS	KVB	33	100	96,97	94	G4	1598	0	0	1
Liander N.V.	GAS Liander	Geldersekade	1011EK	1011EK	GAS	KVB	22	100	95,45	86	G4	3159	0	0	1
Liander N.V.	Liander N.V. (NW)	Geldersekade	1011EL	1011EL	ELK	KVB	47	100	87,23	57	1x25	3284	12,77	0	1,3
Liander N.V.	GAS Liander	Geldersekade	1011EL	1011EL	GAS	KVB	37	100	89,19	84	G4	1412	0	0	1
Liander N.V.	GAS Liander	Geldersekade	1011EM	1011EM	GAS	KVB	15	100	93,33	80	G4	2334	0	0	1
Liander N.V.	GAS Liander	Geldersekade	1011EN	1011EN	GAS	KVB	25	100	100	92	G4	2768	0	0	1
Liander N.V.	Liander N.V. (NW)	Waalsteeg	1011ER	1011ER	ELK	KVB	10	100	100	40	1x25	3728	0	0	1,7
Liander N.V.	GAS Liander	Waalsteeg	1011ER	1011ET	GAS	KVB	47	100	97,87	96	G4	1614	0	0	1
Liander N.V.	Liander N.V. (NW)	Koningsstraat	1011ES	1011ET	ELK	KVB	42	100	97,62	57	1x25	5078	14,29	0	2,3
Liander N.V.	Liander N.V. (NW)	Koningsstraat	1011EV	1011EW	ELK	KVB	47	100	100	53	3x25	3784	4,26	0	2,3
Liander N.V.	GAS Liander	Koningsstraat	1011EV	1011EW	GAS	KVB	44	100	97,73	98	G4	1287	0	0	1
Liander N.V.	Liander N.V. (NW)	Korte Koningsstraat	1011EX	1011EX	ELK	KVB	27	100	100	63	1x25	1918	7,41	0	2,2
Liander N.V.	GAS Liander	Korte Koningsstraat	1011EX	1011EX	GAS	KVB	25	100	100	96	G4	1219	0	0	1
Liander N.V.	Liander N.V. (NW)	Korte Koningsstraat	1011EZ	1011EZ	ELK	KVB	13	100	69,23	54	3x25	2032	0	0	1,8
Liander N.V.	GAS Liander	Korte Koningsstraat	1011EZ	1011GA	GAS	KVB	31	100	100	94	G4	1245	0	0	1
Liander N.V.	Liander N.V. (NW)	Korte Koningsstraat	1011GA	1011GA	ELK	KVB	28	100	89,29	75	1x25	2384	14,29	0	1,2
Liander N.V.	Liander N.V. (NW)	Korte Koningsdwarsstraat	1011GB	1011GC	ELK	KVB	21	100	76,19	48	1x25	1903	0	0	2,3
Liander N.V.	GAS Liander	Korte Koningsdwarsstraat	1011GB	1011GD	GAS	KVB	60	100	100	97	G4	1315	0	0	1
Liander N.V.	Liander N.V. (NW)	Keizersstraat	1011GD	1011GD	ELK	KVB	52	100	98,08	56	1x35	2800	1,92	0	1,4
Liander N.V.	Liander N.V. (NW)	Korte Keizersstraat	1011GG	1011GG	ELK	KVB	22	100	100	86	1x25	1451	4,55	0	1,7
Liander N.V.	GAS Liander	Korte Keizersstraat	1011GG	1011GG	GAS	KVB	19	100	100	100	G4	1172	0	0	1
Liander N.V.	Liander N.V. (NW)	Korte Keizersstraat	1011GH	1011GH	ELK	KVB	24	100	100	67	1x25	1340	0	0	1,3
Liander N.V.	GAS Liander	Korte Keizersstraat	1011GH	1011GH	GAS	KVB	20	100	100	100	G4	1191	0	0	1
Liander N.V.	Liander N.V. (NW)	Korte Keizersdwarsstraat	1011GJ	1011GJ	ELK	KVB	18	100	100	78	1x25	2114	0	0	2,7
Liander N.V.	GAS Liander	Korte Keizersdwarsstraat	1011GJ	1011GJ	GAS	KVB	16	100	100	100	G4	1817	0	0	1
Liander N.V.	Liander N.V. (NW)	Kleersloot	1011GK	1011GL	ELK	KVB	91	100	95,6	62	1x25	1934	3,3	0	1,6
Liander N.V.	GAS Liander	Kleersloot	1011GK	1011GL	GAS	KVB	78	100	98,72	99	G4	916	0	0	1
Liander N.V.	Liander N.V. (NW)	Korte Dijkstraat	1011GM	1011GM	ELK	KVB	21	100	95,24	86	1x25	2176	4,76	0	1,2
Liander N.V.	GAS Liander	Korte Dijkstraat	1011GM	1011GM	GAS	KVB	18	100	100	100	G4	1601	0	0	1
Liander N.V.	Liander N.V. (NW)	Brandewijnsteeg	1011GN	1011GN	ELK	KVB	26	100	100	96	1x25	1654	3,85	0	1,5
Liander N.V.	GAS Liander	Brandewijnsteeg	1011GN	1011GN	GAS	KVB	26	100	100	96	G4	1356	0	0	1
Liander N.V.	Liander N.V. (NW)	Krom Boomssloot	1011GP	1011GP	ELK	KVB	13	100	100	77	1x25	1263	0	0	1,2
Liander N.V.	GAS Liander	Krom Boomssloot	1011GP	1011GR	GAS	KVB	37	100	100	95	G4	1135	0	0	1
Liander N.V.	Liander N.V. (NW)	Krom Boomssloot	1011GR	1011GR	ELK	KVB	33	100	100	64	3x25	2134	9,09	0	2,8
Liander N.V.	Liander N.V. (NW)	Krom Boomssloot	1011GS	1011GS	ELK	KVB	42	100	95,24	40	1x25	3958	11,9	0	2,2
Liander N.V.	GAS Liander	Krom Boomssloot	1011GS	1011GS	GAS	KVB	36	100	97,22	89	G4	1704	0	0	1
Liander N.V.	Liander N.V. (NW)	Krom Boomssloot	1011GT	1011GT	ELK	KVB	13	100	100	77	1x25	2827	7,69	0	1,2
Liander N.V.	GAS Liander	Krom Boomssloot	1011GT	1011GT	GAS	KVB	10	100	100	90	G4	833	0	0	1
Liander N.V.	Liander N.V. (NW)	Krom Boomssloot	1011GV	1011GV	ELK	KVB	20	100	85	55	3x25	1927	10	0	1,8
Liander N.V.	GAS Liander	Krom Boomssloot	1011GV	1011GV	GAS	KVB	15	100	93,33	87	G4	1285	0	0	1
Liander N.V.	GAS Liander	Krom Boomssloot	1011GW	1011GX	GAS	KVB	22	100	100	77	G4	2281	0	0	1
Liander N.V.	Liander N.V. (NW)	Krom Boomssloot	1011GX	1011GX	ELK	KVB	17	100	100	94	1x25	1341	0	0	1
Liander N.V.	Liander N.V. (NW)	Snoekjesgracht	1011GZ	1011GZ	ELK	KVB	38	100	100	92	1x25	1534	2,63	0	1
Liander N.V.	GAS Liander	Snoekjesgracht	1011GZ	1011GZ	GAS	KVB	34	100	100	100	G4	937	0	0	1
Liander N.V.	Liander N.V. (NW)	Snoekjesgracht  ab	1011HA	1011HB	ELK	KVB	224	100	99,11	62	1x25	4152	10,71	0	1,8
Liander N.V.	GAS Liander	Snoekjessteeg	1011HA	1011HB	GAS	KVB	205	100	100	97	G4	1225	0	0	1
Liander N.V.	Liander N.V. (NW)	Nieuwe Hoogstraat	1011HC	1011HC	ELK	KVB	40	100	85	70	1x25	2695	5	0	1,4
Liander N.V.	GAS Liander	Nieuwe Hoogstraat	1011HC	1011HC	GAS	KVB	33	100	81,82	94	G4	989	0	0	1
Liander N.V.	Liander N.V. (NW)	Nieuwe Hoogstraat	1011HD	1011HD	ELK	KVB	21	100	100	86	1x25	5085	14,29	0	1,2
Liander N.V.	GAS Liander	Nieuwe Hoogstraat	1011HD	1011HD	GAS	KVB	19	100	100	89	G4	1319	0	0	1
Liander N.V.	GAS Liander	Nieuwe Hoogstraat	1011HE	1011HE	GAS	KVB	17	100	100	94	G4	1485	0	0	1
Liander N.V.	Liander N.V. (NW)	Nieuwe Hoogstraat	1011HG	1011HG	ELK	KVB	28	100	100	54	3x25	4664	21,43	0	1,5
Liander N.V.	GAS Liander	Nieuwe Hoogstraat	1011HG	1011HG	GAS	KVB	26	100	100	92	G4	1140	0	0	1
Liander N.V.	Liander N.V. (NW)	Onkelboerensteeg	1011HH	1011HH	ELK	KVB	20	100	100	90	3x25	2808	5	0	1,1
Liander N.V.	GAS Liander	Onkelboerensteeg	1011HH	1011HH	GAS	KVB	20	100	100	100	G4	1368	0	0	1
Liander N.V.	Liander N.V. (NW)	Zandstraat	1011HJ	1011HJ	ELK	KVB	16	100	100	50	3x25	2397	12,5	0	1,3
Liander N.V.	GAS Liander	Zandstraat	1011HJ	1011HJ	GAS	KVB	13	100	100	69	G4	1639	0	0	1
Liander N.V.	Liander N.V. (NW)	Zandstraat	1011HK	1011HK	ELK	KVB	10	100	100	70	1x25	2730	20	0	1,3
Liander N.V.	GAS Liander	Zandstraat	1011HK	1011HK	GAS	KVB	10	100	100	90	G4	1992	0	0	1
Liander N.V.	Liander N.V. (NW)	Zandstraat	1011HL	1011HL	ELK	KVB	21	100	100	52	3x25	2361	0	0	1
Liander N.V.	GAS Liander	Zandstraat	1011HL	1011HL	GAS	KVB	20	100	90	100	G4	1227	0	0	1
Liander N.V.	Liander N.V. (NW)	Zanddwarsstraat	1011HM	1011HP	ELK	KVB	27	100	92,59	81	3x25	2988	0	0	1,4
Liander N.V.	GAS Liander	Zanddwarsstraat	1011HM	1011HP	GAS	KVB	24	100	95,83	83	G4	1870	0	0	1
Liander N.V.	Liander N.V. (NW)	Groenburgwal	1011HR	1011HR	ELK	KVB	48	100	97,92	77	1x25	4230	6,25	0	1,2
Liander N.V.	GAS Liander	Groenburgwal	1011HR	1011HR	GAS	KVB	42	100	97,62	88	G4	1649	0	0	1
Liander N.V.	Liander N.V. (NW)	Groenburgwal	1011HS	1011HS	ELK	KVB	44	100	95,45	45	1x25	2698	4,55	0	1,6
Liander N.V.	GAS Liander	Groenburgwal	1011HS	1011HS	GAS	KVB	38	100	97,37	84	G4	1653	0	0	1
Liander N.V.	Liander N.V. (NW)	Groenburgwal	1011HT	1011HT	ELK	KVB	21	100	100	57	1x25	3109	14,29	0	1,6
Liander N.V.	GAS Liander	Groenburgwal	1011HT	1011HT	GAS	KVB	20	100	100	80	G4	1937	0	0	1
Liander N.V.	Liander N.V. (NW)	Groenburgwal	1011HV	1011HV	ELK	KVB	22	100	100	68	1x25	2324	0	0	1,2
Liander N.V.	GAS Liander	Groenburgwal	1011HV	1011HV	GAS	KVB	20	100	100	85	G4	2013	0	0	1
Liander N.V.	Liander N.V. (NW)	Groenburgwal	1011HW	1011HW	ELK	KVB	29	100	96,55	59	1x25	2458	10,34	0	1,3
Liander N.V.	GAS Liander	Groenburgwal	1011HW	1011HW	GAS	KVB	23	100	100	91	G4	2123	0	0	1
Liander N.V.	Liander N.V. (NW)	Groenburgwal	1011HX	1011HX	ELK	KVB	13	100	100	46	3x25	2561	7,69	0	1,5
Liander N.V.	GAS Liander	Groenburgwal	1011HX	1011HX	GAS	KVB	11	100	100	91	G4	1636	0	0	1
Liander N.V.	Liander N.V. (NW)	Verversstraat	1011HZ	1011HZ	ELK	KVB	42	100	100	69	1x25	3903	16,67	2,38	1,2
Liander N.V.	GAS Liander	Verversstraat	1011HZ	1011HZ	GAS	KVB	37	100	100	81	G4	1657	0	2,7	1
Liander N.V.	Liander N.V. (NW)	Verversstraat	1011JA	1011JA	ELK	KVB	24	100	95,83	58	1x25	2215	4,17	0	1,2
Liander N.V.	GAS Liander	Verversstraat	1011JA	1011JA	GAS	KVB	18	100	94,44	72	G4	1658	0	0	1
Liander N.V.	Liander N.V. (NW)	Zwanenburgwal	1011JB	1011JB	ELK	KVB	40	100	100	88	3x25	2272	10	0	1,8
Liander N.V.	GAS Liander	Zwanenburgwal	1011JB	1011JB	GAS	KVB	36	100	97,22	89	G4	1273	0	0	1
Liander N.V.	Liander N.V. (NW)	Zwanenburgwal	1011JC	1011JG	ELK	KVB	22	100	95,45	59	3x25	2171	4,55	0	1,2
Liander N.V.	GAS Liander	Zwanenburgwal	1011JC	1011JH	GAS	KVB	87	100	97,7	92	G4	1596	0	0	1
Liander N.V.	Liander N.V. (NW)	Zwanenburgwal	1011JH	1011JH	ELK	KVB	91	100	92,31	53	3x25	3837	5,49	0	1,5
Liander N.V.	GAS Liander	Staalstraat	1011JJ	1011JJ	GAS	KVB	10	100	100	80	G4	2688	0	0	1
Liander N.V.	GAS Liander	Staalstraat	1011JK	1011JK	GAS	KVB	11	100	81,82	91	G4	1072	0	0	1
Liander N.V.	GAS Liander	Staalstraat	1011JL	1011JL	GAS	KVB	26	100	100	96	G4	1467	0	0	1
Liander N.V.	GAS Liander	Staalstraat	1011JM	1011JM	GAS	KVB	13	100	84,62	85	G4	1424	0	0	1
Liander N.V.	Liander N.V. (NW)	Staalkade	1011JN	1011JN	ELK	KVB	18	100	100	61	1x25	4097	5,56	0	1,3
Liander N.V.	GAS Liander	Staalkade	1011JN	1011JN	GAS	KVB	16	100	100	81	G4	1984	0	0	1
Liander N.V.	GAS Liander	Nieuwmarkt	1011JP	1011JP	GAS	KVB	11	100	100	91	G4	1786	0	0	1
Liander N.V.	GAS Liander	Nieuwmarkt	1011JR	1011JR	GAS	KVB	12	100	100	100	G4	1928	0	0	1
Liander N.V.	GAS Liander	Nieuwmarkt	1011JS	1011JT	GAS	KVB	19	100	100	79	G4	3928	0	0	1
Liander N.V.	Liander N.V. (NW)	Kloveniersburgwal	1011JV	1011JV	ELK	KVB	18	100	94,44	39	1x25	2298	5,56	0	1,2
Liander N.V.	GAS Liander	Kloveniersburgwal	1011JV	1011JV	GAS	KVB	17	100	94,12	76	G4	2432	0	0	1
Liander N.V.	GAS Liander	Kloveniersburgwal	1011JW	1011JX	GAS	KVB	20	100	100	65	G4	3720	0	0	1
Liander N.V.	Liander N.V. (NW)	Kloveniersburgwal	1011JX	1011JX	ELK	KVB	16	100	93,75	69	1x25	4175	25	0	1,5
Liander N.V.	GAS Liander	Kloveniersburgwal	1011JZ	1011JZ	GAS	KVB	14	100	100	86	G4	2239	0	0	1
Liander N.V.	Liander N.V. (NW)	Kloveniersburgwal	1011KA	1011KA	ELK	KVB	33	100	100	82	1x25	3406	6,06	0	1,1
Liander N.V.	GAS Liander	Kloveniersburgwal	1011KA	1011KA	GAS	KVB	30	100	100	97	G4	1896	0	0	1
Liander N.V.	GAS Liander	Kloveniersburgwal	1011KB	1011KB	GAS	KVB	21	100	100	81	G4	3370	0	0	1
Liander N.V.	Liander N.V. (NW)	Kloveniersburgwal	1011KC	1011KC	ELK	KVB	28	100	92,86	54	1x25	3937	10,71	0	1,5
Liander N.V.	GAS Liander	Kloveniersburgwal	1011KC	1011KC	GAS	KVB	24	100	100	88	G4	1969	0	0	1
Liander N.V.	GAS Liander	Kloveniersburgwal	1011KD	1011KD	GAS	KVB	14	100	71,43	79	G4	2512	0	0	1
Liander N.V.	Liander N.V. (NW)	Kloveniersburgwal	1011KE	1011KH	ELK	KVB	30	100	96,67	47	3x25	5233	20	0	1,4
