MEETVERANTWOORDELIJKE	NETBEHEERDER	STRAATNAAM	POSTCODE_VAN	POSTCODE_TOT	PRODUCTSOORT	VERBRUIKSSEGMENT	Aantal Aansluitingen	%Leveringsrichting	%Fysieke status	%Soort aansluiting	Soort aansluiting Naam	SJV	%SJV laag tarief	%Slimme Meter	Gemiddeld aantal telwielen	WIJK
	Liander N.V. (NW)	Kloveniersburgwal	1011	1011	ELK	KVB	17	100	76,47	65	3x25	4944	64,71	35,29	1,6	CENTRUM
	GAS Liander	Kloveniersburgwal	1011	1011	GAS	KVB	13	100	84,62	69	G4	1725	0	38,46		CENTRUM
Liander N.V.	Liander N.V. (NW)	Kloveniersburgwal	1011	1011	ELK	KVB	16	100	87,5	69	1x25	3258	31,25	6,25	1,2	CENTRUM
	GAS Liander	Kloveniersburgwal	1011	1011	GAS	KVB	12	100	91,67	75	G4	3031	0	0		CENTRUM
	GAS Liander	Kloveniersburgwal	1011	1011	GAS	KVB	14	100	100	86	G4	2188	0	0		CENTRUM
	Liander N.V. (NW)	Kloveniersburgwal	1011	1011	ELK	KVB	35	100	94,29	74	1x25	3765	42,86	37,14	1,1	CENTRUM
	GAS Liander	Kloveniersburgwal	1011	1011	GAS	KVB	30	100	100	97	G4	1683	0	36,67		CENTRUM
	GAS Liander	Kloveniersburgwal	1011	1011	GAS	KVB	21	100	100	81	G4	3190	0	90,48		CENTRUM
Liander N.V.	Liander N.V. (NW)	Kloveniersburgwal	1011	1011	ELK	KVB	28	100	92,86	50	1x25	3481	78,57	78,57	1	CENTRUM
	GAS Liander	Kloveniersburgwal	1011	1011	GAS	KVB	24	100	100	88	G4	1804	0	83,33		CENTRUM
	GAS Liander	Kloveniersburgwal	1011	1011	GAS	KVB	20	100	75	90	G4	2194	0	65		CENTRUM
	GAS Liander	Kloveniersburgwal	1011	1011	GAS	KVB	23	100	100	70	G4	3652	0	73,91		CENTRUM
	Liander N.V. (NW)	Raamgracht	1011	1011	ELK	KVB	21	100	90,48	48	1x25	3107	71,43	71,43	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Raamgracht	1011	1011	ELK	KVB	38	97,37	94,74	61	1x25	2323	52,63	52,63	1	CENTRUM
Liander N.V.	GAS Liander	Raamgracht	1011	1011	GAS	KVB	33	100	96,97	94	G4	1175	0	54,55		CENTRUM
	GAS Liander	Raamgracht	1011	1011	GAS	KVB	33	100	78,79	100	G4	1237	0	3,03		CENTRUM
	Liander N.V. (NW)	Raamgracht	1011	1011	ELK	KVB	40	100	75	53	1x25	3497	30	2,5	1	CENTRUM
	Liander N.V. (NW)	Raamgracht AB	1011	1011	ELK	KVB	16	100	87,5	38	1x35	4381	62,5	56,25	1	CENTRUM
	GAS Liander	Raamgracht AB	1011	1011	GAS	KVB	13	100	100	85	G4	2146	0	53,85		CENTRUM
	GAS Liander	's-Gravelandse Veer	1011	1011	GAS	KVB	21	100	95,24	90	G4	1072	0	66,67		CENTRUM
	Liander N.V. (NW)	's-Gravelandse Veer	1011	1011	ELK	KVB	22	95,45	95,45	55	1x25	2196	63,64	68,18	1	CENTRUM
Liander N.V.	GAS Liander	Oudeschans	1011	1011	GAS	KVB	27	100	77,78	74	G4	1303	0	25,93		CENTRUM
Liander N.V.	Liander N.V. (NW)	Oudeschans	1011	1011	ELK	KVB	33	100	72,73	48	3x25	2758	21,21	21,21	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Oudeschans	1011	1011	ELK	KVB	24	100	83,33	50	1x25	2213	45,83	45,83	1	CENTRUM
Liander N.V.	GAS Liander	Oudeschans	1011	1011	GAS	KVB	20	100	85	70	G4	1427	0	45		CENTRUM
	Liander N.V. (NW)	Oudeschans	1011	1011	ELK	KVB	15	100	100	47	1x25	2770	53,33	53,33	1	CENTRUM
	GAS Liander	Oudeschans	1011	1011	GAS	KVB	13	100	100	100	G4	1662	0	53,85		CENTRUM
	Liander N.V. (NW)	Oudeschans	1011	1011	ELK	KVB	29	100	100	62	1x25	2835	86,21	86,21	1	CENTRUM
	GAS Liander	Oudeschans	1011	1011	GAS	KVB	27	100	96,3	96	G4	1906	0	81,48		CENTRUM
	GAS Liander	Oudeschans	1011	1011	GAS	KVB	87	100	98,85	98	G4	1132	0	28,74		CENTRUM
	Liander N.V. (NW)	Oudeschans	1011	1011	ELK	KVB	92	98,91	96,74	38	1x35	2540	31,52	28,26	1,1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Oudeschans	1011	1011	ELK	KVB	44	100	84,09	45	1x25	3641	29,55	22,73	1	CENTRUM
	GAS Liander	Oudeschans	1011	1011	GAS	KVB	34	100	91,18	82	G4	1807	0	26,47		CENTRUM
	Liander N.V. (NW)	Oudeschans	1011	1011	ELK	KVB	12	100	91,67	75	1x25	2043	0	0	1	CENTRUM
Liander N.V.	GAS Liander	Oudeschans	1011	1011	GAS	KVB	11	100	90,91	64	G4	1698	0	0		CENTRUM
	Liander N.V. (NW)	Oudeschans	1011	1011	ELK	KVB	29	100	96,55	59	1x25	3359	24,14	13,79	1,1	CENTRUM
	GAS Liander	Oudeschans	1011	1011	GAS	KVB	26	100	100	100	G4	1149	0	7,69		CENTRUM
	GAS Liander	Oudeschans	1011	1011	GAS	KVB	14	100	92,86	93	G4	1709	0	71,43		CENTRUM
	Liander N.V. (NW)	Oudeschans	1011	1011	ELK	KVB	14	100	100	57	1x35	2732	78,57	78,57	1	CENTRUM
	Liander N.V. (NW)	Oudeschans	1011	1011	ELK	KVB	50	98	100	52	1x25	2989	58	54	1,1	CENTRUM
	GAS Liander	Oudeschans	1011	1011	GAS	KVB	41	100	100	98	G4	1474	0	53,66		CENTRUM
Liander N.V.	Liander N.V. (NW)	Oudeschans	1011	1011	ELK	KVB	44	100	95,45	41	1x25	2648	13,64	11,36	1	CENTRUM
	GAS Liander	Oudeschans	1011	1011	GAS	KVB	38	100	100	97	G4	1318	0	7,89		CENTRUM
Liander N.V.	Liander N.V. (NW)	Oudeschans AB	1011	1011	ELK	KVB	10	100	80	50	1x35	2781	0	0	1,1	CENTRUM
	GAS Liander	Oudeschans AB	1011	1011	GAS	KVB	22	100	100	100	G4	1215	0	0		CENTRUM
	Liander N.V. (NW)	Oostersekade	1011	1011	ELK	KVB	20	100	100	70	1x25	2325	5	0	1,1	CENTRUM
	GAS Liander	Nieuwe Batavierstraat	1011	1011	GAS	KVB	15	100	100	93	G4	964	0	20		CENTRUM
	Liander N.V. (NW)	Nieuwe Batavierstraat	1011	1011	ELK	KVB	16	100	100	100	1x25	2438	18,75	18,75	1	CENTRUM
	Liander N.V. (NW)	Nieuwe Batavierstraat	1011	1011	ELK	KVB	32	100	100	63	1x35	2703	12,5	0	1,1	CENTRUM
	GAS Liander	Nieuwe Batavierstraat	1011	1011	GAS	KVB	30	100	96,67	90	G4	1891	0	0		CENTRUM
	GAS Liander	Nieuwe Uilenburgerstraat	1011	1011	GAS	KVB	115	100	100	97	G4	1050	0	3,48		CENTRUM
	Liander N.V. (NW)	Nieuwe Uilenburgerstraat	1011	1011	ELK	KVB	121	100	99,17	67	1x35	3183	7,44	3,31	1	CENTRUM
	Liander N.V. (NW)	Nieuwe Uilenburgerstraat	1011	1011	ELK	KVB	17	100	88,24	71	1x25	2341	11,76	5,88	1	CENTRUM
	GAS Liander	Nieuwe Uilenburgerstraat	1011	1011	GAS	KVB	15	100	100	93	G4	1341	0	6,67		CENTRUM
	GAS Liander	Nieuwe Uilenburgerstraat	1011	1011	GAS	KVB	14	100	100	93	G4	1116	0	50		CENTRUM
	Liander N.V. (NW)	Nieuwe Uilenburgerstraat	1011	1011	ELK	KVB	14	100	100	50	1x35	2031	57,14	50	1,1	CENTRUM
	Liander N.V. (NW)	Nieuwe Uilenburgerstraat	1011	1011	ELK	KVB	13	100	100	100	1x25	1393	0	0	1	CENTRUM
	GAS Liander	Nieuwe Uilenburgerstraat	1011	1011	GAS	KVB	13	100	100	92	G4	1436	0	0		CENTRUM
	Liander N.V. (NW)	Nieuwe Uilenburgerstraat	1011	1011	ELK	KVB	14	100	92,86	79	1x25	1698	7,14	0	1	CENTRUM
	GAS Liander	Nieuwe Uilenburgerstraat	1011	1011	GAS	KVB	13	100	92,31	100	G4	754	0	0		CENTRUM
	GAS Liander	Nieuwe Uilenburgerstraat	1011	1011	GAS	KVB	16	100	100	94	G4	992	0	6,25		CENTRUM
	Liander N.V. (NW)	Nieuwe Uilenburgerstraat	1011	1011	ELK	KVB	16	100	100	75	1x25	1961	12,5	6,25	1,1	CENTRUM
	GAS Liander	Nieuwe Uilenburgerstraat	1011	1011	GAS	KVB	31	100	100	94	G4	898	0	0		CENTRUM
	Liander N.V. (NW)	Nieuwe Uilenburgerstraat	1011	1011	ELK	KVB	32	100	96,88	88	1x25	1861	3,13	0	1	CENTRUM
	GAS Liander	Nieuwe Uilenburgerstraat	1011	1011	GAS	KVB	30	100	66,67	80	G4	1366	0	3,33		CENTRUM
Liander N.V.	Liander N.V. (NW)	Valkenburgerstraat	1011	1011	ELK	KVB	94	100	87,23	54	1x35	3772	13,83	5,32	1,1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Nieuwmarkt	1011	1011	ELK	KVB	43	100	93,02	91	1x25	2446	72,09	69,77	1	CENTRUM
	GAS Liander	Nieuwmarkt	1011	1011	GAS	KVB	40	100	100	100	G4	779	0	75		CENTRUM
	Liander N.V. (NW)	Krom Boomssloot	1011	1011	ELK	KVB	44	100	100	45	1x35	3411	27,27	20,45	1,1	CENTRUM
	GAS Liander	Krom Boomssloot	1011	1011	GAS	KVB	45	100	100	100	G4	833	0	20		CENTRUM
Liander N.V.	Liander N.V. (NW)	Valkenburgerstraat	1011	1011	ELK	KVB	48	100	97,92	56	3x25	3582	6,25	2,08	1	CENTRUM
	Liander N.V. (NW)	Rapenburgerstraat	1011	1011	ELK	KVB	55	100	100	75	1x35	2253	3,64	1,82	1	CENTRUM
	Liander N.V. (NW)	Rapenburgerstraat	1011	1011	ELK	KVB	44	100	100	89	1x35	2419	2,27	0	1	CENTRUM
	Liander N.V. (NW)	Rapenburgerstraat	1011	1011	ELK	KVB	65	98,46	100	82	1x35	2913	4,62	4,62	1	CENTRUM
	Liander N.V. (NW)	Anne Frankstraat	1011	1011	ELK	KVB	22	100	100	59	1x35	2666	0	0	1	CENTRUM
	Liander N.V. (NW)	Koerierstersplein	1011	1011	ELK	KVB	18	100	100	56	1x35	2786	0	0	1	CENTRUM
	Liander N.V. (NW)	Februariplein	1011	1011	ELK	KVB	18	100	100	67	1x35	2911	11,11	5,56	1,1	CENTRUM
	Liander N.V. (NW)	Markenplein	1011	1011	ELK	KVB	27	100	100	70	1x35	2156	3,7	3,7	1	CENTRUM
	Liander N.V. (NW)	Uilenburgerwerf	1011	1011	ELK	KVB	38	100	100	92	1x35	2308	5,26	2,63	1	CENTRUM
	GAS Liander	Uilenburgerwerf	1011	1011	GAS	KVB	31	100	100	100	G4	715	0	3,23		CENTRUM
	Liander N.V. (NW)	Uilenburgerwerf	1011	1011	ELK	KVB	32	100	100	97	1x35	3197	6,25	3,13	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Valkenburgerstraat	1011	1011	ELK	KVB	100	100	78	58	3x25	4245	63	52	1	CENTRUM
Liander N.V.	GAS Liander	Valkenburgerstraat	1011	1011	GAS	KVB	76	100	71,05	82	G4	1131	0	67,11		CENTRUM
	Liander N.V. (NW)	Valkenburgerstraat	1011	1011	ELK	KVB	23	100	95,65	43	1x25	4780	52,17	47,83	1,1	CENTRUM
	GAS Liander	Valkenburgerstraat	1011	1011	GAS	KVB	18	100	100	94	G4	874	0	50		CENTRUM
Liander N.V.	Liander N.V. (NW)	Valkenburgerstraat	1011	1011	ELK	KVB	106	100	85,85	92	3x25	3389	4,72	0,94	1	CENTRUM
	GAS Liander	Valkenburgerstraat	1011	1011	GAS	KVB	92	100	98,91	99	G4	815	0	1,09		CENTRUM
	GAS Liander	Valkenburgerstraat	1011	1011	GAS	KVB	24	100	100	96	G4	724	0	79,17		CENTRUM
	GAS Liander	Zakslootje	1011	1011	GAS	KVB	29	100	93,1	76	G4	4072	0	27,59		CENTRUM
	GAS Liander	Jodenbreestraat	1011	1011	GAS	KVB	68	100	97,06	93	G4	1193	0	72,06		CENTRUM
	GAS Liander	Waterlooplein	1011	1011	GAS	KVB	34	100	94,12	94	G4	1741	0	2,94		CENTRUM
Liander N.V.	Liander N.V. (NW)	Waterlooplein	1011	1011	ELK	KVB	43	100	93,02	49	1x35	4208	25,58	9,3	1,2	CENTRUM
	GAS Liander	Waterlooplein	1011	1011	GAS	KVB	40	100	100	98	G4	871	0	70		CENTRUM
	Liander N.V. (NW)	Waterlooplein	1011	1011	ELK	KVB	43	100	100	58	1x25	2734	72,09	65,12	1,3	CENTRUM
Liander N.V.	GAS Liander	Waterlooplein	1011	1011	GAS	KVB	142	100	95,77	94	G4	1169	0	56,34		CENTRUM
	Liander N.V. (NW)	Nieuwe Amstelstraat	1011	1011	ELK	KVB	49	100	97,96	59	1x25	1754	38,78	40,82	1	CENTRUM
	GAS Liander	Nieuwe Amstelstraat	1011	1011	GAS	KVB	44	100	100	100	G4	903	0	43,18		CENTRUM
	GAS Liander	Nieuwe Amstelstraat	1011	1011	GAS	KVB	21	100	95,24	90	G4	2562	0	57,14		CENTRUM
Liander N.V.	Liander N.V. (NW)	Nieuwe Amstelstraat	1011	1011	ELK	KVB	26	100	84,62	73	1x25	4018	50	46,15	1,1	CENTRUM
	GAS Liander	Amstel	1011	1011	GAS	KVB	17	100	94,12	94	G4	1548	0	11,76		CENTRUM
Liander N.V.	Liander N.V. (NW)	Amstel	1011	1011	ELK	KVB	26	100	73,08	42	1x35	4892	23,08	11,54	1,1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Amstel	1011	1011	ELK	KVB	12	100	83,33	42	1x35	2142	16,67	0	1	CENTRUM
	GAS Liander	Amstel	1011	1011	GAS	KVB	22	100	90,91	91	G4	1212	0	22,73		CENTRUM
Liander N.V.	Liander N.V. (NW)	Amstel	1011	1011	ELK	KVB	17	100	82,35	59	1x25	3747	35,29	35,29	1	CENTRUM
	GAS Liander	Amstel AB	1011	1011	GAS	KVB	24	100	87,5	96	G4	1460	0	4,17		CENTRUM
Liander N.V.	Liander N.V. (NW)	Amstel AB	1011	1011	ELK	KVB	14	100	50	50	3x25	4530	7,14	7,14	1	CENTRUM
	Liander N.V. (NW)	Muiderstraat	1011	1011	ELK	KVB	16	100	93,75	56	1x25	2496	0	0	1	CENTRUM
	GAS Liander	Muiderstraat	1011	1011	GAS	KVB	17	100	88,24	76	G4	1713	0	23,53		CENTRUM
	Liander N.V. (NW)	Jonas Daniel Meijerplein	1011	1011	ELK	KVB	20	100	95	60	1x25	1903	0	0	1	CENTRUM
	Liander N.V. (NW)	Jonas Daniel Meijerplein	1011	1011	ELK	KVB	22	100	95,45	59	1x25	1476	0	0	1	CENTRUM
Liander N.V.	GAS Liander	Jonas Daniel Meijerplein	1011	1011	GAS	KVB	18	100	88,89	100	G4	866	0	0		CENTRUM
	Liander N.V. (NW)	Jonas Daniel Meijerplein	1011	1011	ELK	KVB	25	100	96	76	1x35	2753	4	4	1	CENTRUM
	GAS Liander	Jonas Daniel Meijerplein	1011	1011	GAS	KVB	23	100	100	100	G4	883	0	4,35		CENTRUM
	Liander N.V. (NW)	Nieuwe Herengracht	1011	1011	ELK	KVB	10	100	100	50	3x25	2363	10	0	1,1	CENTRUM
	GAS Liander	Nieuwe Herengracht	1011	1011	GAS	KVB	19	100	100	74	G4	1907	0	21,05		CENTRUM
	Liander N.V. (NW)	Nieuwe Herengracht	1011	1011	ELK	KVB	16	100	100	44	1x25	2754	43,75	31,25	1,2	CENTRUM
	Liander N.V. (NW)	Nieuwe Herengracht	1011	1011	ELK	KVB	29	96,55	100	55	1x25	1983	17,24	6,9	1,1	CENTRUM
	GAS Liander	Nieuwe Herengracht	1011	1011	GAS	KVB	25	100	100	84	G4	1464	0	4		CENTRUM
	GAS Liander	Nieuwe Herengracht	1011	1011	GAS	KVB	12	100	91,67	83	G4	2597	0	0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Nieuwe Herengracht	1011	1011	ELK	KVB	16	100	81,25	50	1x35	3916	6,25	0	1,1	CENTRUM
	GAS Liander	Nieuwe Herengracht	1011	1011	GAS	KVB	18	100	83,33	61	G4	2889	0	0		CENTRUM
	Liander N.V. (NW)	Nieuwe Herengracht	1011	1011	ELK	KVB	23	100	95,65	57	1x25	3861	8,7	0	1,1	CENTRUM
	GAS Liander	Nieuwe Herengracht	1011	1011	GAS	KVB	75	100	98,67	68	G4	1744	0	4		CENTRUM
	Liander N.V. (NW)	Nieuwe Herengracht	1011	1011	ELK	KVB	59	100	100	59	1x25	4366	18,64	5,08	1,1	CENTRUM
	GAS Liander	Nieuwe Herengracht	1011	1011	GAS	KVB	12	100	100	83	G4	1447	0	8,33		CENTRUM
	Liander N.V. (NW)	Nieuwe Herengracht	1011	1011	ELK	KVB	13	100	100	69	1x25	3590	15,38	7,69	1,1	CENTRUM
	Liander N.V. (NW)	Nieuwe Herengracht	1011	1011	ELK	KVB	24	100	83,33	46	3x25	4340	12,5	4,17	1,1	CENTRUM
	GAS Liander	Nieuwe Herengracht	1011	1011	GAS	KVB	49	100	100	84	G4	1497	0	8,16		CENTRUM
	Liander N.V. (NW)	Nieuwe Herengracht	1011	1011	ELK	KVB	37	100	100	51	1x25	2402	10,81	8,11	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Anne Frankstraat	1011	1011	ELK	KVB	20	100	95	85	1x35	1009	90	90		CENTRUM
	Liander N.V. (NW)	Anne Frankstraat	1011	1011	ELK	KVB	17	100	100	100	1x35	941	100	100		CENTRUM
	Liander N.V. (NW)	Anne Frankstraat	1011	1011	ELK	KVB	17	100	100	100	1x35	1051	100	100		CENTRUM
	Liander N.V. (NW)	Anne Frankstraat	1011	1011	ELK	KVB	17	100	100	100	1x35	1039	100	100		CENTRUM
	Liander N.V. (NW)	Anne Frankstraat	1011	1011	ELK	KVB	17	100	100	100	1x35	971	100	100		CENTRUM
	Liander N.V. (NW)	Anne Frankstraat	1011	1011	ELK	KVB	17	100	100	100	1x35	885	100	100		CENTRUM
Liander N.V.	Liander N.V. (NW)	IJ-tunnel	1011	1011	ELK	KVB	71	97,18	90,14	55	3x25	2979	9,86	4,23	1,1	CENTRUM
	GAS Liander	IJ-tunnel	1011	1011	GAS	KVB	54	100	98,15	94	G4	1655	0	1,85		CENTRUM
Liander N.V.	GAS Liander	Prins Hendrikkade	1011	1011	GAS	KVB	44	100	90,91	86	G4	1809	0	2,27		CENTRUM
	GAS Liander	Prins Hendrikkade	1011	1011	GAS	KVB	11	100	100	82	G4	4046	0	27,27		CENTRUM
	GAS Liander	Prins Hendrikkade	1011	1011	GAS	KVB	28	100	57,14	96	G4	2044	0	3,57		CENTRUM
	GAS Liander	's-Gravenhekje	1011	1011	GAS	KVB	23	100	100	87	G4	2778	0	0		CENTRUM
	Liander N.V. (NW)	's-Gravenhekje	1011	1011	ELK	KVB	25	100	92	36	1x25	3136	12	0	1,2	CENTRUM
Liander N.V.	Liander N.V. (NW)	Peperstraat	1011	1011	ELK	KVB	28	100	92,86	57	1x25	3358	42,86	42,86	1	CENTRUM
Liander N.V.	GAS Liander	Peperstraat	1011	1011	GAS	KVB	24	100	95,83	88	G4	1391	0	54,17		CENTRUM
	Liander N.V. (NW)	Anne Frankstraat	1011	1011	ELK	KVB	31	100	100	71	1x25	2571	51,61	45,16	1,1	CENTRUM
	GAS Liander	Anne Frankstraat	1011	1011	GAS	KVB	25	100	100	96	G4	1318	0	44		CENTRUM
	Liander N.V. (NW)	Foeliestraat	1011	1011	ELK	KVB	30	100	76,67	57	3x25	4726	50	46,67	1,1	CENTRUM
	GAS Liander	Foeliestraat	1011	1011	GAS	KVB	25	100	76	88	G4	1010	0	48		CENTRUM
Liander N.V.	GAS Liander	Foeliedwarsstraat	1011	1011	GAS	KVB	19	100	52,63	95	G4	1256	0	0		CENTRUM
Liander N.V.	Liander N.V. (NW)	Foeliedwarsstraat	1011	1011	ELK	KVB	10	100	0	50	3x25	2079	10	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Foeliedwarsstraat	1011	1011	ELK	KVB	14	100	92,86	71	1x25	2337	0	0	1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Schippersgracht	1011	1011	ELK	KVB	24	100	83,33	54	1x25	2938	29,17	20,83	1,1	CENTRUM
	GAS Liander	Schippersgracht	1011	1011	GAS	KVB	19	100	89,47	100	G4	1429	0	21,05		CENTRUM
Liander N.V.	Liander N.V. (NW)	Schippersgracht	1011	1011	ELK	KVB	21	100	76,19	38	3x25	2698	9,52	4,76	1,1	CENTRUM
Liander N.V.	GAS Liander	Schippersgracht	1011	1011	GAS	KVB	18	100	72,22	78	G4	1384	0	11,11		CENTRUM
Liander N.V.	Liander N.V. (NW)	Rapenburg	1011	1011	ELK	KVB	30	100	86,67	47	1x35	2911	23,33	20	1	CENTRUM
	GAS Liander	Rapenburg	1011	1011	GAS	KVB	22	100	100	86	G4	1566	0	22,73		CENTRUM
Liander N.V.	Liander N.V. (NW)	Rapenburg	1011	1011	ELK	KVB	79	100	94,94	48	1x35	2539	16,46	8,86	1,1	CENTRUM
	GAS Liander	Rapenburg	1011	1011	GAS	KVB	70	100	98,57	91	G4	1162	0	7,14		CENTRUM
Liander N.V.	GAS Liander	Rapenburg	1011	1011	GAS	KVB	19	100	84,21	74	G4	1799	0	5,26		CENTRUM
	GAS Liander	Rapenburg	1011	1011	GAS	KVB	31	100	100	100	G4	1027	0	16,13		CENTRUM
Liander N.V.	Liander N.V. (NW)	Rapenburg	1011	1011	ELK	KVB	38	100	97,37	58	1x25	3035	18,42	15,79	1	CENTRUM
	GAS Liander	Rapenburg	1011	1011	GAS	KVB	78	100	100	97	G4	1029	0	3,85		CENTRUM
Liander N.V.	Liander N.V. (NW)	Rapenburg	1011	1011	ELK	KVB	95	100	91,58	39	1x35	2357	5,26	3,16	1	CENTRUM
	GAS Liander	Rapenburgerplein	1011	1011	GAS	KVB	13	100	100	100	G4	990	0	76,92		CENTRUM
	Liander N.V. (NW)	Rapenburgerplein	1011	1011	ELK	KVB	13	100	61,54	46	1x25	2918	15,38	15,38	1	CENTRUM
	GAS Liander	Rapenburgerplein	1011	1011	GAS	KVB	13	100	61,54	100	G4	1272	0	15,38		CENTRUM
	Liander N.V. (NW)	Rapenburgerplein	1011	1011	ELK	KVB	58	96,55	94,83	83	1x25	2179	60,34	58,62	1	CENTRUM
	GAS Liander	Rapenburgerplein	1011	1011	GAS	KVB	55	100	94,55	95	G4	851	0	58,18		CENTRUM
	GAS Liander	Rapenburgerstraat	1011	1011	GAS	KVB	41	100	100	95	G4	1860	0	39,02		CENTRUM
Liander N.V.	Liander N.V. (NW)	Rapenburgerstraat	1011	1011	ELK	KVB	48	100	91,67	52	1x35	4447	41,67	37,5	1	CENTRUM
	GAS Liander	Rapenburgerstraat	1011	1011	GAS	KVB	33	100	96,97	91	G4	2749	0	3,03		CENTRUM
Liander N.V.	Liander N.V. (NW)	Rapenburgerstraat	1011	1011	ELK	KVB	38	100	92,11	58	1x35	5017	10,53	2,63	1	CENTRUM
	Liander N.V. (NW)	Nieuwegrachtje	1011	1011	ELK	KVB	44	100	90,91	73	1x25	1679	27,27	27,27	1	CENTRUM
	GAS Liander	Nieuwegrachtje	1011	1011	GAS	KVB	39	100	94,87	100	G4	1163	0	28,21		CENTRUM
	GAS Liander	A.S. Onderwijzerhof	1011	1011	GAS	KVB	10	100	100	100	G4	545	0	100		CENTRUM
	Liander N.V. (NW)	A.S. Onderwijzerhof	1011	1011	ELK	KVB	11	100	100	100	1x35	1319	90,91	90,91	1	CENTRUM
	GAS Liander	A.S. Onderwijzerhof	1011	1011	GAS	KVB	21	100	100	100	G4	975	0	100		CENTRUM
	Liander N.V. (NW)	A.S. Onderwijzerhof	1011	1011	ELK	KVB	22	100	100	100	1x35	2095	95,45	95,45	1	CENTRUM
	GAS Liander	Prins Hendrikkade	1011	1011	GAS	KVB	34	100	97,06	94	G4	2349	0	52,94		CENTRUM
	GAS Liander	Pentagon	1011	1011	GAS	KVB	44	100	100	100	G4	944	0	56,82		CENTRUM
	Liander N.V. (NW)	Pentagon	1011	1011	ELK	KVB	45	100	100	64	1x25	2101	57,78	55,56	1,1	CENTRUM
Liander N.V.	Liander N.V. (NW)	Pentagon	1011	1011	ELK	KVB	35	100	97,14	86	1x35	1826	20	17,14	1	CENTRUM
	GAS Liander	Pentagon	1011	1011	GAS	KVB	34	100	100	100	G4	1038	0	17,65		CENTRUM
	Liander N.V. (NW)	Zuiderkerkhof	1011	1011	ELK	KVB	12	100	100	100	1x25	1827	100	100		CENTRUM
	GAS Liander	Zuiderkerkhof	1011	1011	GAS	KVB	12	100	100	100	G4	1236	0	100		CENTRUM
Liander N.V.	GAS Liander	De Ruyterkade	1012	1012	GAS	KVB	45	100	91,11	67	G4	4754	0	33,33		CENTRUM
Liander N.V.	Liander N.V. (ZW)	Stationsplein	1012	1012	ELK	KVB	136	100	33,82	27	OBK	2633	19,85	8,09	1,8	CENTRUM
Liander N.V.	Liander N.V. (NW)	Prins Hendrikkade	1012	1012	ELK	KVB	11	100	36,36	64	3x25	4068	36,36	0	1,7	CENTRUM
	GAS Liander	Nieuwebrugsteeg	1012	1012	GAS	KVB	18	100	88,89	83	G4	2153	0	5,56		CENTRUM
	GAS Liander	Sint Olofspoort	1012	1012	GAS	KVB	28	100	96,43	93	G4	1064	0	53,57		CENTRUM
	Liander N.V. (NW)	Sint Olofspoort	1012	1012	ELK	KVB	10	100	100	70	1x25	3754	30	10	1,2	CENTRUM
	GAS Liander	Oudezijds Kolk	1012	1012	GAS	KVB	45	100	100	82	G4	2401	0	0		CENTRUM
	GAS Liander	Elleboogsteeg	1012	1012	GAS	KVB	45	100	93,33	91	G4	1423	0	6,67		CENTRUM
Liander N.V.	GAS Liander	Zeedijk	1012	1012	GAS	KVB	38	100	86,84	89	G4	1783	0	10,53		CENTRUM
	GAS Liander	Zeedijk	1012	1012	GAS	KVB	16	100	100	81	G4	2217	0	0		CENTRUM
	GAS Liander	Zeedijk	1012	1012	GAS	KVB	19	100	100	95	G4	2370	0	5,26		CENTRUM
	GAS Liander	Zeedijk	1012	1012	GAS	KVB	12	100	100	67	G4	1883	0	16,67		CENTRUM
	GAS Liander	Zeedijk	1012	1012	GAS	KVB	56	100	96,43	91	G4	1297	0	1,79		CENTRUM
Liander N.V.	Liander N.V. (NW)	Zeedijk	1012	1012	ELK	KVB	70	100	91,43	36	1x25	4579	17,14	1,43	1,2	CENTRUM
	GAS Liander	Zeedijk	1012	1012	GAS	KVB	65	100	96,92	94	G4	1969	0	3,08		CENTRUM
	GAS Liander	Zeedijk	1012	1012	GAS	KVB	25	100	100	68	G4	3951	0	16		CENTRUM
	GAS Liander	Zeedijk	1012	1012	GAS	KVB	22	100	95,45	95	G4	1833	0	22,73		CENTRUM
	Liander N.V. (NW)	Stormsteeg	1012	1012	ELK	KVB	16	100	100	44	1x25	3662	56,25	50	1,1	CENTRUM
	GAS Liander	Stormsteeg	1012	1012	GAS	KVB	15	100	100	93	G4	810	0	40		CENTRUM
	GAS Liander	Boomsteeg	1012	1012	GAS	KVB	33	100	96,97	91	G4	1420	0	12,12		CENTRUM
Liander N.V.	Liander N.V. (NW)	Boomsteeg	1012	1012	ELK	KVB	40	100	90	50	1x25	3150	27,5	10	1,3	CENTRUM
	GAS Liander	Geldersekade	1012	1012	GAS	KVB	22	100	90,91	68	G4	2361	0	4,55		CENTRUM
