MEETVERANTWOORDELIJKE	NETBEHEERDER	STRAATNAAM	POSTCODE_VAN	POSTCODE_TOT	PRODUCTSOORT	VERBRUIKSSEGMENT	Aantal Aansluitingen	%Leveringsrichting	%Fysieke status	%Soort aansluiting	Soort aansluiting Naam	SJV	%SJV laag tarief	%Slimme Meter	Gemiddeld aantal telwielen
Liander N.V.	Liander N.V. (NW)	Barentszstraat	1013NN	1013NN	ELK	KVB	64	100.0	64.06	34	3x25	2881	56.25	53.13	1.0
	GAS Liander	Barentszstraat	1013NN	1013NN	GAS	KVB	44	100.0	79.55	98	G4	861	0.0	70.45	
Liander N.V.	Liander N.V. (NW)	Barentszstraat	1013NP	1013NS	ELK	KVB	85	100.0	85.88	65	1x35	1557	69.41	65.88	1.1
	GAS Liander	Barentszstraat	1013NP	1013NS	GAS	KVB	73	100.0	98.63	93	G4	841	0.0	76.71	
Liander N.V.	Liander N.V. (NW)	Barentszstraat	1013NT	1013NT	ELK	KVB	61	100.0	83.61	38	1x25	2810	67.21	67.21	1.0
Liander N.V.	GAS Liander	Barentszstraat	1013NT	1013NT	GAS	KVB	46	100.0	97.83	98	G4	967	0.0	80.43	
Liander N.V.	Liander N.V. (NW)	Van Heemskerckstraat	1013NV	1013NV	ELK	KVB	49	100.0	95.92	65	1x35	2167	12.24	6.12	1.0
	GAS Liander	Van Heemskerckstraat	1013NV	1013NV	GAS	KVB	44	100.0	100.0	98	G4	920	0.0	2.27	
	GAS Liander	Van Heemskerckstraat	1013NX	1013NX	GAS	KVB	10	100.0	100.0	100	G4	1050	0.0	0.0	
	Liander N.V. (NW)	Van Heemskerckstraat	1013NX	1013NX	ELK	KVB	10	100.0	100.0	70	1x25	1902	0.0	0.0	1.0
	Liander N.V. (NW)	Van Heemskerckstraat	1013NZ	1013PA	ELK	KVB	33	100.0	100.0	79	1x35	1438	3.03	3.03	1.0
	GAS Liander	Van Heemskerckstraat	1013NZ	1013PA	GAS	KVB	33	100.0	100.0	100	G4	904	0.0	3.03	
	Liander N.V. (NW)	Dirk Hartoghstraat	1013PB	1013PD	ELK	KVB	42	100.0	100.0	52	1x25	2504	9.52	4.76	1.1
	GAS Liander	Dirk Hartoghstraat	1013PB	1013PD	GAS	KVB	41	100.0	100.0	100	G4	1170	0.0	4.88	
	Liander N.V. (NW)	Dirk Hartoghstraat	1013PE	1013PH	ELK	KVB	35	100.0	100.0	63	1x25	1899	5.71	5.71	1.0
	GAS Liander	Dirk Hartoghstraat	1013PE	1013PH	GAS	KVB	35	100.0	100.0	100	G4	1174	0.0	5.71	
Liander N.V.	Liander N.V. (NW)	Van Neckstraat	1013PJ	1013PJ	ELK	KVB	34	100.0	94.12	88	1x35	1808	94.12	91.18	2.0
	GAS Liander	Van Neckstraat	1013PJ	1013PJ	GAS	KVB	31	100.0	100.0	100	G4	935	0.0	100.0	
Liander N.V.	Liander N.V. (NW)	Van Neckstraat	1013PK	1013PK	ELK	KVB	12	100.0	91.67	75	1x35	1567	91.67	91.67	
	GAS Liander	Van Neckstraat	1013PK	1013PK	GAS	KVB	11	100.0	100.0	100	G4	999	0.0	100.0	
	Liander N.V. (NW)	Van Linschotenstraat	1013PL	1013PL	ELK	KVB	28	100.0	100.0	50	1x25	1079	96.43	100.0	
	GAS Liander	Van Linschotenstraat	1013PL	1013PL	GAS	KVB	27	100.0	96.3	100	G4	690	0.0	96.3	
	Liander N.V. (NW)	Van Linschotenstraat	1013PM	1013PM	ELK	KVB	15	100.0	100.0	67	1x35	1530	100.0	100.0	
	GAS Liander	Van Linschotenstraat	1013PM	1013PM	GAS	KVB	15	100.0	100.0	100	G4	1265	0.0	100.0	
	GAS Liander	Van Linschotenstraat	1013PN	1013PP	GAS	KVB	19	100.0	100.0	100	G4	873	0.0	31.58	
Liander N.V.	Liander N.V. (NW)	Van Linschotenstraat	1013PN	1013PP	ELK	KVB	20	100.0	95.0	65	1x35	1623	30.0	30.0	1.0
	GAS Liander	Roggeveenstraat	1013PR	1013PR	GAS	KVB	46	100.0	100.0	100	G4	947	0.0	6.52	
Liander N.V.	Liander N.V. (NW)	Roggeveenstraat	1013PR	1013PR	ELK	KVB	52	100.0	92.31	71	1x35	1850	13.46	5.77	1.1
	GAS Liander	Roggeveenstraat	1013PS	1013PT	GAS	KVB	20	100.0	100.0	100	G4	1181	0.0	10.0	
	Liander N.V. (NW)	Roggeveenstraat	1013PS	1013PT	ELK	KVB	21	90.48	95.24	62	1x25	1890	9.52	9.52	1.0
Liander N.V.	Liander N.V. (NW)	Tasmanstraat	1013PW	1013PW	ELK	KVB	77	100.0	90.91	53	1x35	1511	16.88	15.58	1.0
Liander N.V.	GAS Liander	Tasmanstraat	1013PW	1013PW	GAS	KVB	65	100.0	98.46	97	G4	930	0.0	15.38	
	Liander N.V. (NW)	Tasmanstraat	1013PX	1013PX	ELK	KVB	91	100.0	98.9	84	1x35	1738	2.2	2.2	1.0
	GAS Liander	Tasmanstraat	1013PX	1013PX	GAS	KVB	88	100.0	100.0	100	G4	863	0.0	1.14	
	Liander N.V. (NW)	Tasmanstraat	1013RA	1013RA	ELK	KVB	106	100.0	98.11	62	1x25	1398	25.47	24.53	1.0
	GAS Liander	Tasmanstraat	1013RA	1013RA	GAS	KVB	100	100.0	99.0	100	G4	890	0.0	24.0	
	GAS Liander	Bontekoestraat	1013RB	1013RB	GAS	KVB	28	100.0	100.0	100	G4	853	0.0	28.57	
	Liander N.V. (NW)	Bontekoestraat	1013RB	1013RB	ELK	KVB	29	100.0	100.0	83	1x35	1164	31.03	31.03	1.1
	GAS Liander	Bontekoestraat	1013RC	1013RC	GAS	KVB	28	100.0	100.0	100	G4	810	0.0	0.0	
	Liander N.V. (NW)	Bontekoestraat	1013RC	1013RC	ELK	KVB	29	100.0	100.0	66	1x35	1637	6.9	3.45	1.0
	GAS Liander	Le Mairestraat	1013RD	1013RD	GAS	KVB	28	100.0	100.0	100	G4	832	0.0	0.0	
	Liander N.V. (NW)	Le Mairestraat	1013RD	1013RD	ELK	KVB	28	100.0	100.0	82	1x35	1308	0.0	0.0	1.0
	Liander N.V. (NW)	Le Mairestraat	1013RE	1013RE	ELK	KVB	29	100.0	100.0	86	1x35	1433	6.9	6.9	1.0
	GAS Liander	Le Mairestraat	1013RE	1013RE	GAS	KVB	28	100.0	100.0	100	G4	788	0.0	3.57	
	Liander N.V. (NW)	Aert van Nesstraat	1013RG	1013RG	ELK	KVB	28	100.0	100.0	75	1x25	1217	78.57	71.43	1.3
	GAS Liander	Aert van Nesstraat	1013RG	1013RG	GAS	KVB	28	100.0	100.0	100	G4	840	0.0	71.43	
	Liander N.V. (NW)	Aert van Nesstraat	1013RH	1013RH	ELK	KVB	24	100.0	100.0	88	1x25	1211	70.83	70.83	1.1
	GAS Liander	Aert van Nesstraat	1013RH	1013RH	GAS	KVB	24	100.0	100.0	100	G4	825	0.0	70.83	
	Liander N.V. (NW)	Nova Zemblastraat	1013RJ	1013RJ	ELK	KVB	324	100.0	99.38	54	1x25	2213	42.28	40.12	1.1
	GAS Liander	Nova Zemblastraat	1013RJ	1013RJ	GAS	KVB	310	100.0	99.35	100	G4	873	0.0	40.32	
	GAS Liander	Nova Zemblastraat	1013RK	1013RK	GAS	KVB	43	100.0	100.0	100	G4	1034	0.0	16.28	
	Liander N.V. (NW)	Nova Zemblastraat	1013RK	1013RK	ELK	KVB	47	100.0	100.0	70	3x25	2787	25.53	17.02	1.1
	Liander N.V. (NW)	Nova Zemblastraat	1013RL	1013RN	ELK	KVB	28	100.0	100.0	75	1x35	2256	3.57	7.14	1.0
	GAS Liander	Nova Zemblastraat	1013RL	1013RN	GAS	KVB	28	100.0	100.0	100	G4	1131	0.0	7.14	
	GAS Liander	Nova Zemblastraat	1013RP	1013RP	GAS	KVB	189	100.0	99.47	99	G4	938	0.0	11.11	
	Liander N.V. (NW)	Nova Zemblastraat	1013RP	1013RP	ELK	KVB	194	100.0	98.45	73	1x35	1939	12.37	12.37	1.0
	GAS Liander	Westerpark	1013RR	1013RR	GAS	KVB	18	100.0	94.44	72	G4	2357	0.0	5.56	
Liander N.V.	Liander N.V. (NW)	Zaanstraat	1013RT	1013RV	ELK	KVB	38	100.0	55.26	39	3x25	1045	0.0	0.0	1.0
Liander N.V.	GAS Liander	Zaanstraat	1013RT	1013RV	GAS	KVB	33	100.0	54.55	100	G4	470	0.0	0.0	
Liander N.V.	Liander N.V. (NW)	Zaanstraat	1013RW	1013RW	ELK	KVB	150	100.0	93.33	58	1x25	1715	13.33	8.67	1.0
Liander N.V.	GAS Liander	Zaanstraat	1013RW	1013RW	GAS	KVB	133	100.0	96.99	95	G4	856	0.0	8.27	
	GAS Liander	Zaanstraat	1013RX	1013RX	GAS	KVB	35	100.0	2.86	100	G4	1353	0.0	0.0	
	Liander N.V. (NW)	Zaanstraat	1013RX	1013RX	ELK	KVB	73	100.0	9.59	55	3x25	4314	56.16	5.48	1.0
	Liander N.V. (NW)	Zaanstraat	1013RZ	1013RZ	ELK	KVB	45	100.0	48.89	44	1x35	1936	4.44	0.0	1.0
	GAS Liander	Zaanstraat	1013RZ	1013RZ	GAS	KVB	42	100.0	47.62	100	G4	1106	0.0	0.0	
	Liander N.V. (NW)	Zaanstraat	1013SB	1013SB	ELK	KVB	60	100.0	46.67	48	1x35	2737	1.67	1.67	1.0
	GAS Liander	Zaanstraat	1013SB	1013SB	GAS	KVB	58	100.0	48.28	98	G4	1221	0.0	1.72	
	GAS Liander	Zaanstraat	1013SC	1013SC	GAS	KVB	46	100.0	50.0	98	G4	1081	0.0	4.35	
	Liander N.V. (NW)	Zaanstraat	1013SC	1013SC	ELK	KVB	46	100.0	50.0	48	1x35	1917	4.35	4.35	1.0
	Liander N.V. (NW)	Zaanstraat	1013SE	1013SE	ELK	KVB	59	100.0	45.76	47	1x35	2683	3.39	1.69	1.0
	GAS Liander	Zaanstraat	1013SE	1013SE	GAS	KVB	54	100.0	46.3	100	G4	1168	0.0	0.0	
Liander N.V.	Liander N.V. (NW)	Zaanstraat	1013SG	1013SG	ELK	KVB	41	100.0	46.34	46	1x35	2200	2.44	0.0	1.0
Liander N.V.	GAS Liander	Zaanstraat	1013SG	1013SG	GAS	KVB	40	100.0	47.5	95	G4	1098	0.0	0.0	
Liander N.V.	Liander N.V. (NW)	Zaanstraat	1013SH	1013SH	ELK	KVB	39	100.0	48.72	51	1x35	2022	2.56	2.56	1.0
Liander N.V.	GAS Liander	Zaanstraat	1013SH	1013SH	GAS	KVB	38	100.0	47.37	100	G4	1098	0.0	0.0	
	GAS Liander	Wormerveerstraat	1013SJ	1013SJ	GAS	KVB	36	100.0	100.0	100	G4	940	0.0	22.22	
Liander N.V.	Liander N.V. (NW)	Wormerveerstraat	1013SJ	1013SJ	ELK	KVB	42	100.0	90.48	57	1x25	3688	26.19	21.43	1.0
	GAS Liander	Wormerveerstraat	1013SK	1013SL	GAS	KVB	80	100.0	98.75	100	G4	1008	0.0	5.0	
	Liander N.V. (NW)	Wormerveerstraat	1013SK	1013SK	ELK	KVB	11	100.0	100.0	64	1x35	3031	18.18	9.09	1.1
	Liander N.V. (NW)	Wormerveerstraat	1013SL	1013SL	ELK	KVB	71	100.0	97.18	52	1x35	1269	5.63	5.63	1.0
	Liander N.V. (NW)	Van Noordtstraat	1013SM	1013SM	ELK	KVB	51	100.0	66.67	65	1x25	4254	23.53	21.57	1.1
	GAS Liander	Van Noordtstraat	1013SM	1013SM	GAS	KVB	45	100.0	71.11	96	G4	1267	0.0	24.44	
Liander N.V.	GAS Liander	Assendelftstraat	1013SN	1013SN	GAS	KVB	45	100.0	93.33	100	G4	1205	0.0	2.22	
	Liander N.V. (NW)	Assendelftstraat	1013SN	1013SN	ELK	KVB	48	100.0	100.0	92	1x35	2416	4.17	2.08	1.0
Liander N.V.	Liander N.V. (NW)	Assendelftstraat	1013SP	1013SP	ELK	KVB	131	100.0	83.21	76	1x35	1211	4.58	2.29	1.0
	GAS Liander	Spaarndammerstraat	1013SR	1013SR	GAS	KVB	46	100.0	97.83	93	G4	1508	0.0	13.04	
Liander N.V.	Liander N.V. (NW)	Spaarndammerstraat	1013SR	1013SR	ELK	KVB	79	100.0	72.15	44	3x25	2668	17.72	8.86	1.1
	GAS Liander	Spaarndammerstraat	1013ST	1013ST	GAS	KVB	38	100.0	97.37	95	G4	1025	0.0	13.16	
Liander N.V.	Liander N.V. (NW)	Spaarndammerstraat	1013ST	1013ST	ELK	KVB	70	100.0	61.43	39	3x25	2605	17.14	8.57	1.0
Liander N.V.	Liander N.V. (NW)	Spaarndammerstraat	1013SV	1013SV	ELK	KVB	69	100.0	97.1	68	1x25	1713	89.86	89.86	1.0
	GAS Liander	Spaarndammerstraat	1013SV	1013SV	GAS	KVB	63	100.0	100.0	100	G4	829	0.0	95.24	
	GAS Liander	Spaarndammerstraat	1013SW	1013SW	GAS	KVB	65	100.0	93.85	95	G4	835	0.0	43.08	
Liander N.V.	Liander N.V. (NW)	Spaarndammerstraat	1013SW	1013SW	ELK	KVB	82	100.0	91.46	57	1x25	1794	42.68	36.59	1.0
	GAS Liander	Spaarndammerstraat	1013SX	1013SX	GAS	KVB	17	100.0	100.0	100	G4	821	0.0	5.88	
Liander N.V.	Liander N.V. (NW)	Spaarndammerstraat	1013SX	1013SX	ELK	KVB	18	100.0	94.44	67	1x25	1592	5.56	5.56	1.0
	GAS Liander	Spaarndammerstraat	1013SZ	1013SZ	GAS	KVB	64	100.0	98.44	91	G4	1227	0.0	6.25	
	GAS Liander	Spaarndammerstraat	1013TA	1013TA	GAS	KVB	41	100.0	80.49	95	G4	960	0.0	46.34	
	Liander N.V. (NW)	Spaarndammerstraat	1013TA	1013TA	ELK	KVB	51	100.0	82.35	39	1x35	3863	54.9	47.06	1.2
Liander N.V.	Liander N.V. (NW)	Spaarndammerstraat	1013TB	1013TB	ELK	KVB	34	100.0	91.18	68	1x25	2071	26.47	14.71	1.1
	GAS Liander	Spaarndammerstraat	1013TB	1013TB	GAS	KVB	28	100.0	100.0	93	G4	1249	0.0	14.29	
	GAS Liander	Spaarndammerstraat	1013TC	1013TC	GAS	KVB	23	100.0	100.0	83	G4	1401	0.0	30.43	
Liander N.V.	Liander N.V. (NW)	Spaarndammerstraat	1013TC	1013TC	ELK	KVB	33	100.0	75.76	39	1x35	4778	33.33	27.27	1.1
Liander N.V.	Liander N.V. (NW)	Spaarndammerstraat	1013TD	1013TD	ELK	KVB	58	96.55	55.17	47	3x25	2820	10.34	0.0	1.1
	GAS Liander	Spaarndammerstraat	1013TD	1013TD	GAS	KVB	28	100.0	100.0	96	G4	901	0.0	0.0	
	Liander N.V. (NW)	Spaarndammerstraat	1013TE	1013TE	ELK	KVB	48	100.0	97.92	48	1x25	3759	33.33	20.83	1.1
	GAS Liander	Spaarndammerstraat	1013TE	1013TE	GAS	KVB	38	100.0	100.0	95	G4	646	0.0	15.79	
Liander N.V.	Liander N.V. (NW)	Spaarndammerstraat	1013TG	1013TG	ELK	KVB	61	100.0	62.3	44	1x35	4329	16.39	6.56	1.1
	GAS Liander	Spaarndammerstraat	1013TG	1013TG	GAS	KVB	35	100.0	91.43	83	G4	938	0.0	5.71	
Liander N.V.	Liander N.V. (NW)	Spaarndammerstraat	1013TH	1013TH	ELK	KVB	68	100.0	94.12	40	1x25	2722	27.94	25.0	1.0
	GAS Liander	Spaarndammerstraat	1013TH	1013TH	GAS	KVB	61	100.0	100.0	97	G4	795	0.0	24.59	
	Liander N.V. (NW)	Spaarndammerstraat	1013TJ	1013TJ	ELK	KVB	66	100.0	95.45	79	1x25	1796	9.09	6.06	1.0
	GAS Liander	Spaarndammerstraat	1013TJ	1013TJ	GAS	KVB	61	100.0	100.0	100	G4	765	0.0	4.92	
	Liander N.V. (NW)	Spaarndammerstraat	1013TK	1013TK	ELK	KVB	44	100.0	100.0	91	1x25	1778	4.55	4.55	1.0
	GAS Liander	Spaarndammerstraat	1013TK	1013TK	GAS	KVB	41	100.0	100.0	95	G4	969	0.0	2.44	
Liander N.V.	Liander N.V. (NW)	Knollendamstraat	1013TL	1013TL	ELK	KVB	46	100.0	56.52	52	3x25	2553	4.35	2.17	1.0
	GAS Liander	Knollendamstraat	1013TL	1013TL	GAS	KVB	23	100.0	100.0	96	G4	737	0.0	4.35	
Liander N.V.	GAS Liander	Knollendamstraat	1013TM	1013TM	GAS	KVB	58	100.0	98.28	98	G4	1036	0.0	1.72	
Liander N.V.	Liander N.V. (NW)	Knollendamstraat	1013TM	1013TM	ELK	KVB	64	100.0	90.63	88	1x35	3873	4.69	1.56	1.0
	GAS Liander	Knollendamstraat	1013TN	1013TN	GAS	KVB	25	100.0	100.0	96	G4	874	0.0	4.0	
Liander N.V.	Liander N.V. (NW)	Knollendamstraat	1013TN	1013TN	ELK	KVB	41	100.0	63.41	39	1x35	2035	7.32	4.88	1.0
	GAS Liander	Knollendamstraat	1013TP	1013TP	GAS	KVB	16	100.0	100.0	100	G4	1118	0.0	0.0	
Liander N.V.	Liander N.V. (NW)	Knollendamstraat	1013TP	1013TP	ELK	KVB	41	100.0	43.9	56	3x25	2449	2.44	0.0	1.0
	GAS Liander	Houtrijkstraat	1013TX	1013VB	GAS	KVB	96	100.0	100.0	100	G4	1059	0.0	1.04	
Liander N.V.	Liander N.V. (NW)	Houtrijkstraat	1013TX	1013VB	ELK	KVB	99	100.0	97.98	89	1x25	2130	2.02	1.01	1.0
Liander N.V.	GAS Liander	Houtrijkstraat	1013VD	1013VD	GAS	KVB	18	100.0	50.0	50	G4	1317	0.0	0.0	
Liander N.V.	Liander N.V. (NW)	Houtrijkstraat	1013VD	1013VD	ELK	KVB	26	100.0	38.46	62	3x25	1747	0.0	0.0	1.0
	Liander N.V. (NW)	Houtrijkstraat	1013VG	1013VG	ELK	KVB	10	100.0	100.0	100	1x25	3059	10.0	10.0	1.0
	GAS Liander	Houtrijkstraat	1013VG	1013VH	GAS	KVB	25	100.0	100.0	96	G4	1089	0.0	0.0	
	Liander N.V. (NW)	Houtrijkstraat	1013VH	1013VH	ELK	KVB	16	100.0	100.0	94	1x25	1919	6.25	0.0	1.1
	Liander N.V. (NW)	Houtrijkstraat	1013VJ	1013VL	ELK	KVB	40	100.0	100.0	98	1x25	1564	5.0	5.0	1.0
	GAS Liander	Houtrijkstraat	1013VJ	1013VL	GAS	KVB	38	100.0	100.0	100	G4	678	0.0	2.63	
Liander N.V.	GAS Liander	Zaandijkstraat	1013VM	1013VM	GAS	KVB	50	100.0	46.0	50	G4	865	0.0	2.0	1.0
Liander N.V.	Liander N.V. (NW)	Zaandijkstraat	1013VM	1013VM	ELK	KVB	56	100.0	48.21	55	3x25	2646	8.93	5.36	1.0
	GAS Liander	Zaandijkstraat	1013VN	1013VN	GAS	KVB	22	100.0	100.0	100	G4	676	0.0	4.55	
Liander N.V.	Liander N.V. (NW)	Zaandijkstraat	1013VN	1013VN	ELK	KVB	25	100.0	96.0	80	1x25	1325	4.0	4.0	1.0
	Liander N.V. (NW)	Polanenstraat	1013VP	1013VP	ELK	KVB	13	100.0	100.0	85	1x35	3985	7.69	0.0	1.1
	GAS Liander	Polanenstraat	1013VP	1013VP	GAS	KVB	12	100.0	100.0	92	G4	3128	0.0	0.0	
	Liander N.V. (NW)	Polanenstraat	1013VR	1013VR	ELK	KVB	10	100.0	100.0	80	1x35	4565	10.0	0.0	1.1
	GAS Liander	Polanenstraat	1013VR	1013VS	GAS	KVB	19	100.0	100.0	100	G4	1547	0.0	0.0	
	Liander N.V. (NW)	Polanenstraat	1013VS	1013VS	ELK	KVB	10	100.0	100.0	90	1x35	2205	0.0	0.0	1.0
	Liander N.V. (NW)	Polanenstraat	1013VT	1013VT	ELK	KVB	10	100.0	100.0	90	1x35	3049	0.0	0.0	1.0
	GAS Liander	Polanenstraat	1013VT	1013VT	GAS	KVB	10	100.0	100.0	100	G4	1265	0.0	0.0	
	GAS Liander	Polanenstraat	1013VV	1013VV	GAS	KVB	82	100.0	100.0	98	G4	962	0.0	2.44	
Liander N.V.	Liander N.V. (NW)	Polanenstraat	1013VV	1013VV	ELK	KVB	89	100.0	96.63	47	1x25	2675	4.49	4.49	1.0
	GAS Liander	Polanenstraat	1013VX	1013VZ	GAS	KVB	37	100.0	97.3	97	G4	675	0.0	16.22	
	Liander N.V. (NW)	Polanenstraat	1013VX	1013VX	ELK	KVB	11	100.0	100.0	73	1x25	2478	54.55	45.45	1.2
	Liander N.V. (NW)	Polanenstraat	1013VZ	1013VZ	ELK	KVB	29	100.0	100.0	83	1x25	1607	6.9	3.45	1.0
	GAS Liander	Polanenstraat	1013WB	1013WB	GAS	KVB	27	100.0	96.3	100	G4	989	0.0	3.7	
Liander N.V.	Liander N.V. (NW)	Polanenstraat	1013WB	1013WB	ELK	KVB	43	100.0	62.79	60	1x35	1822	4.65	2.33	1.0
	GAS Liander	Polanenstraat	1013WC	1013WC	GAS	KVB	22	100.0	100.0	95	G4	1960	0.0	4.55	
	Liander N.V. (NW)	Polanenstraat	1013WC	1013WC	ELK	KVB	23	100.0	100.0	61	1x35	2627	8.7	13.04	1.0
	Liander N.V. (NW)	Polanenstraat	1013WD	1013WD	ELK	KVB	30	100.0	100.0	57	1x25	1998	10.0	10.0	1.0
	GAS Liander	Polanenstraat	1013WD	1013WD	GAS	KVB	30	100.0	100.0	100	G4	969	0.0	10.0	
	Liander N.V. (NW)	Oostzaanstraat	1013WE	1013WE	ELK	KVB	15	100.0	6.67	53	1x25	4052	20.0	0.0	
	GAS Liander	Oostzaanstraat	1013WE	1013WE	GAS	KVB	13	100.0	0.0	100	G4	1275	0.0	0.0	
Liander N.V.	GAS Liander	Oostzaanstraat	1013WG	1013WG	GAS	KVB	81	100.0	41.98	99	G4	912	0.0	0.0	
Liander N.V.	Liander N.V. (NW)	Oostzaanstraat	1013WG	1013WG	ELK	KVB	81	100.0	41.98	49	1x35	1759	2.47	0.0	1.0
Liander N.V.	Liander N.V. (NW)	Oostzaanstraat	1013WH	1013WH	ELK	KVB	84	100.0	48.81	49	3x25	1915	3.57	3.57	1.0
Liander N.V.	GAS Liander	Oostzaanstraat	1013WH	1013WH	GAS	KVB	80	100.0	50.0	99	G4	847	0.0	2.5	
Liander N.V.	GAS Liander	Oostzaanstraat	1013WJ	1013WJ	GAS	KVB	76	100.0	47.37	100	G4	1065	0.0	1.32	
Liander N.V.	Liander N.V. (NW)	Oostzaanstraat	1013WJ	1013WJ	ELK	KVB	81	100.0	45.68	47	3x25	2417	1.23	1.23	1.0
Liander N.V.	Liander N.V. (NW)	Oostzaanstraat	1013WK	1013WN	ELK	KVB	67	100.0	95.52	42	1x25	3808	13.43	7.46	1.1
	GAS Liander	Oostzaanstraat	1013WK	1013WN	GAS	KVB	61	100.0	98.36	95	G4	1052	0.0	6.56	
	Liander N.V. (NW)	Oostzaanstraat	1013WP	1013WP	ELK	KVB	30	100.0	93.33	53	1x35	2285	20.0	16.67	1.0
	GAS Liander	Oostzaanstraat	1013WP	1013WP	GAS	KVB	27	100.0	100.0	100	G4	1284	0.0	14.81	
	Liander N.V. (NW)	Oostzaanstraat	1013WR	1013WR	ELK	KVB	18	100.0	94.44	50	1x35	1737	5.56	0.0	1.0
	GAS Liander	Oostzaanstraat	1013WR	1013WR	GAS	KVB	16	100.0	100.0	100	G4	1264	0.0	0.0	
	Liander N.V. (NW)	Oostzaanstraat	1013WS	1013WS	ELK	KVB	24	100.0	100.0	50	1x25	2671	4.17	4.17	1.0
	GAS Liander	Oostzaanstraat	1013WS	1013WS	GAS	KVB	23	100.0	100.0	100	G4	1679	0.0	0.0	
	Liander N.V. (NW)	Koogstraat	1013WT	1013WT	ELK	KVB	22	100.0	100.0	55	1x25	1455	9.09	4.55	1.0
	GAS Liander	Koogstraat	1013WT	1013WT	GAS	KVB	22	100.0	100.0	100	G4	932	0.0	4.55	
Liander N.V.	GAS Liander	Hembrugstraat	1013WV	1013WV	GAS	KVB	51	100.0	98.04	96	G4	906	0.0	11.76	
Liander N.V.	Liander N.V. (NW)	Hembrugstraat	1013WV	1013WV	ELK	KVB	58	100.0	94.83	50	1x25	2931	18.97	13.79	1.0
	GAS Liander	Hembrugstraat	1013WZ	1013XA	GAS	KVB	18	100.0	100.0	100	G4	1286	0.0	0.0	
	Liander N.V. (NW)	Hembrugstraat	1013WZ	1013XA	ELK	KVB	18	100.0	100.0	61	1x25	2085	0.0	0.0	1.0
	Liander N.V. (NW)	Hembrugstraat	1013XB	1013XB	ELK	KVB	18	100.0	100.0	78	1x25	1335	11.11	5.56	1.1
	GAS Liander	Hembrugstraat	1013XB	1013XB	GAS	KVB	16	100.0	100.0	100	G4	1045	0.0	6.25	
	Liander N.V. (NW)	Hembrugstraat	1013XC	1013XC	ELK	KVB	74	100.0	95.95	82	1x25	3378	9.46	9.46	1.0
	GAS Liander	Hembrugstraat	1013XC	1013XC	GAS	KVB	63	100.0	100.0	100	G4	775	0.0	11.11	
	Liander N.V. (NW)	Hembrugstraat	1013XD	1013XD	ELK	KVB	94	100.0	74.47	65	1x35	2612	9.57	6.38	1.0
	GAS Liander	Hembrugstraat	1013XD	1013XD	GAS	KVB	88	100.0	73.86	93	G4	1346	0.0	3.41	
	Liander N.V. (NW)	Hembrugstraat	1013XE	1013XE	ELK	KVB	69	100.0	72.46	52	1x25	1975	8.7	7.25	1.0
	GAS Liander	Hembrugstraat	1013XE	1013XE	GAS	KVB	64	100.0	73.44	100	G4	936	0.0	7.81	
	Liander N.V. (NW)	Hembrugstraat	1013XG	1013XG	ELK	KVB	38	100.0	50.0	50	1x35	1624	0.0	0.0	1.0
	GAS Liander	Hembrugstraat	1013XG	1013XG	GAS	KVB	38	100.0	50.0	100	G4	1076	0.0	0.0	
	GAS Liander	Krommeniestraat	1013XL	1013XP	GAS	KVB	21	100.0	100.0	100	G4	962	0.0	0.0	
	Liander N.V. (NW)	Spaarndammerplantsoen	1013XR	1013XR	ELK	KVB	29	100.0	100.0	86	1x35	2617	13.79	10.34	1.0
	GAS Liander	Spaarndammerplantsoen	1013XR	1013XR	GAS	KVB	28	100.0	100.0	100	G4	1062	0.0	7.14	
	GAS Liander	Spaarndammerplantsoen	1013XS	1013XT	GAS	KVB	62	100.0	100.0	100	G4	1160	0.0	72.58	
Liander N.V.	Liander N.V. (NW)	Spaarndammerplantsoen	1013XS	1013XS	ELK	KVB	17	100.0	47.06	47	3x25	2055	29.41	29.41	1.0
Liander N.V.	Liander N.V. (NW)	Spaarndammerplantsoen	1013XT	1013XT	ELK	KVB	71	100.0	81.69	51	1x25	2536	59.15	57.75	1.1
	Liander N.V. (NW)	Zaanhof	1013XV	1013XV	ELK	KVB	27	100.0	100.0	56	1x35	1954	11.11	11.11	1.0
	GAS Liander	Zaanhof	1013XV	1013XV	GAS	KVB	27	100.0	100.0	100	G4	1192	0.0	11.11	
	GAS Liander	Zaanhof	1013XW	1013XW	GAS	KVB	27	100.0	100.0	100	G4	1209	0.0	70.37	
	Liander N.V. (NW)	Zaanhof	1013XW	1013XW	ELK	KVB	28	100.0	100.0	68	1x25	1910	71.43	71.43	1.0
	GAS Liander	Zaanhof	1013XX	1013XX	GAS	KVB	22	100.0	100.0	100	G4	1106	0.0	18.18	
	Liander N.V. (NW)	Zaanhof	1013XX	1013XX	ELK	KVB	24	100.0	95.83	58	1x25	1731	20.83	20.83	1.0
	GAS Liander	Zaanhof	1013XZ	1013XZ	GAS	KVB	27	100.0	100.0	100	G4	1360	0.0	14.81	
	Liander N.V. (NW)	Zaanhof	1013XZ	1013XZ	ELK	KVB	28	100.0	100.0	71	1x25	1687	21.43	21.43	1.0
	Liander N.V. (NW)	Zaanhof	1013ZA	1013ZA	ELK	KVB	29	100.0	93.1	48	1x35	1665	10.34	3.45	1.1
